Username,Trial,Condition.Number,Condition.Notes,Stimuli.Cue,Procedure.Item,Procedure.Max.Time,Procedure.Min.Time,Response.RT,Response.RTfirst,Response.RTlast,affordance,affordance_corrected,affordance_lemma,POS,Lemma
w10032619_KML,38,25,List 75,doornail,2245,-,-,141390,2871,127669,accidentally,accidentally,accidentally,RB,accidentally
w10032619_KML,38,25,List 75,doornail,2245,-,-,141390,2871,127669,step,step,step,VBP,step
w10032619_KML,38,25,List 75,doornail,2245,-,-,141390,2871,127669,one,one,one,CD,one
w10032619_KML,38,25,List 75,doornail,2245,-,-,141390,2871,127669,dark,dark,dark,NN,dark
w10032619_KML,39,25,List 75,primate,2237,-,-,60584,2957,58741,study,study,study,NN,study
w10032619_KML,39,25,List 75,primate,2237,-,-,60584,2957,58741,evolution,evolution,evolution,NN,evolution
w10032619_KML,39,25,List 75,primate,2237,-,-,60584,2957,58741,harmless,harmless,harmless,NN,harmless
w10032619_KML,39,25,List 75,primate,2237,-,-,60584,2957,58741,studies,studies,study,NNS,study
w10032619_KML,39,25,List 75,primate,2237,-,-,60584,2957,58741,add,add,add,VBP,add
w10032619_KML,39,25,List 75,primate,2237,-,-,60584,2957,58741,biodiversity,biodiversity,biodiversity,NN,biodiversity
w10032619_KML,40,25,List 75,waxwork,2229,-,-,13703,2984,12556,hold,hold,hold,VBP,hold
w10032619_KML,40,25,List 75,waxwork,2229,-,-,13703,2984,12556,things,things,thing,NNS,thing
w10032619_KML,40,25,List 75,waxwork,2229,-,-,13703,2984,12556,together,together,together,RB,together
w10032619_KML,40,25,List 75,waxwork,2229,-,-,13703,2984,12556,make,make,make,VBP,make
w10032619_KML,40,25,List 75,waxwork,2229,-,-,13703,2984,12556,art,art,art,JJ,art
w10033047,11,5,List 55,fawn,1635,-,-,23108,9278,21344,shoot,shoot,shoot,NN,shoot
w10033047,11,5,List 55,fawn,1635,-,-,23108,9278,21344,eat,eat,eat,NN,eat
w10033047,11,5,List 55,fawn,1635,-,-,23108,9278,21344,jump,jump,jump,NN,jump
w10033047,11,5,List 55,fawn,1635,-,-,23108,9278,21344,run,run,run,VB,run
w10033047,12,5,List 55,shuffleboard,1647,-,-,21910,4115,18891,play,play,play,NN,play
w10033047,12,5,List 55,shuffleboard,1647,-,-,21910,4115,18891,shuffle,shuffle,shuffle,RB,shuffle
w10033047,12,5,List 55,shuffleboard,1647,-,-,21910,4115,18891,entertain,entertain,entertain,JJ,entertain
w10033047,13,5,List 55,frankfurter,1627,-,-,14180,6632,12986,sure,sure,sure,JJ,sure
w10033047,14,5,List 55,leash,1646,-,-,23844,3727,22798,choke,choke,choke,NN,choke
w10033047,14,5,List 55,leash,1646,-,-,23844,3727,22798,walk,walk,walk,NN,walk
w10033047,14,5,List 55,leash,1646,-,-,23844,3727,22798,dog,dog,dog,NN,dog
w10033047,14,5,List 55,leash,1646,-,-,23844,3727,22798,tie,tie,tie,NN,tie
w10033047,14,5,List 55,leash,1646,-,-,23844,3727,22798,loosen,loosen,loosen,NN,loosen
w10033047,15,5,List 55,stationery,1645,-,-,77753,5885,39735,still,still,still,RB,still
w10033047,15,5,List 55,stationery,1645,-,-,77753,5885,39735,stop,stop,stop,JJ,stop
w10033047,15,5,List 55,stationery,1645,-,-,77753,5885,39735,firm,firm,firm,NN,firm
w10033047,16,5,List 55,steel,1650,-,-,15376,4923,11282,melt,melt,melt,VBD,melt
w10033047,16,5,List 55,steel,1650,-,-,15376,4923,11282,build,build,build,JJ,build
w10033047,16,5,List 55,steel,1650,-,-,15376,4923,11282,hit,hit,hit,NN,hit
w10033047,17,5,List 55,altar,1640,-,-,12849,2365,11917,pray,pray,pray,NN,pray
w10033047,17,5,List 55,altar,1640,-,-,12849,2365,11917,praise,praise,praise,NN,praise
w10033047,17,5,List 55,altar,1640,-,-,12849,2365,11917,preach,preach,preach,NN,preach
w10033047,18,5,List 55,chowder,1634,-,-,15592,2360,14106,eat,eat,eat,NN,eat
w10033047,18,5,List 55,chowder,1634,-,-,15592,2360,14106,sip,sip,sip,NN,sip
w10033047,18,5,List 55,chowder,1634,-,-,15592,2360,14106,cook,cook,cook,NN,cook
w10033047,19,5,List 55,scab,1632,-,-,17768,2446,14089,pick,pick,pick,NN,pick
w10033047,19,5,List 55,scab,1632,-,-,17768,2446,14089,hurt,hurt,hurt,VBD,hurt
w10033047,19,5,List 55,scab,1632,-,-,17768,2446,14089,bandaide,bandaide,band aide,JJ,bandaide
w10033047,20,5,List 55,basement,1638,-,-,29854,3487,28698,hide,hide,hide,NN,hide
w10033047,20,5,List 55,basement,1638,-,-,29854,3487,28698,scare,scare,scare,NN,scare
w10033047,20,5,List 55,basement,1638,-,-,29854,3487,28698,fill,fill,fill,NN,fill
w10033047,20,5,List 55,basement,1638,-,-,29854,3487,28698,store,store,store,NN,store
w10033047,21,5,List 55,computer,1628,-,-,19321,6003,18132,work,work,work,NN,work
w10033047,21,5,List 55,computer,1628,-,-,19321,6003,18132,play,play,play,NN,play
w10033047,21,5,List 55,computer,1628,-,-,19321,6003,18132,homework,homework,homework,NN,homework
w10033047,21,5,List 55,computer,1628,-,-,19321,6003,18132,school,school,school,NN,school
w10033047,22,5,List 55,chicken,1631,-,-,27238,12803,25964,kill,kill,kill,NN,kill
w10033047,22,5,List 55,chicken,1631,-,-,27238,12803,25964,eat,eat,eat,NN,eat
w10033047,22,5,List 55,chicken,1631,-,-,27238,12803,25964,cook,cook,cook,NN,cook
w10033047,23,5,List 55,entertainer,1624,-,-,45968,5437,44108,fun,fun,fun,NN,fun
w10033047,23,5,List 55,entertainer,1624,-,-,45968,5437,44108,watch,watch,watch,NN,watch
w10033047,23,5,List 55,entertainer,1624,-,-,45968,5437,44108,enjoy,enjoy,enjoy,NN,enjoy
w10033047,23,5,List 55,entertainer,1624,-,-,45968,5437,44108,laugh,laugh,laugh,JJ,laugh
w10033047,24,5,List 55,library,1630,-,-,8910,2064,7935,work,work,work,NN,work
w10033047,24,5,List 55,library,1630,-,-,8910,2064,7935,read,read,read,NN,read
w10033047,24,5,List 55,library,1630,-,-,8910,2064,7935,books,books,book,NNS,book
w10033047,25,5,List 55,breeches,1623,-,-,43011,38407,42037,wear,wear,wear,VBP,wear
w10033047,25,5,List 55,breeches,1623,-,-,43011,38407,42037,clean,clean,clean,JJ,clean
w10033047,25,5,List 55,breeches,1623,-,-,43011,38407,42037,buy,buy,buy,NN,buy
w10033047,26,5,List 55,brandy,1633,-,-,18303,1997,17159,drink,drink,drink,VBP,drink
w10033047,26,5,List 55,brandy,1633,-,-,18303,1997,17159,girl,girl,girl,NN,girl
w10033047,26,5,List 55,brandy,1633,-,-,18303,1997,17159,alcohol,alcohol,alcohol,NN,alcohol
w10033047,26,5,List 55,brandy,1633,-,-,18303,1997,17159,drunk,drunk,drink,NN,drunk
w10033047,27,5,List 55,ship,1636,-,-,36674,12971,33183,sail,sail,sail,NN,sail
w10033047,27,5,List 55,ship,1636,-,-,36674,12971,33183,ride,ride,ride,NN,ride
w10033047,27,5,List 55,ship,1636,-,-,36674,12971,33183,boat,boat,boat,NN,boat
w10033047,28,5,List 55,stairs,1644,-,-,43461,15626,41886,climb,climb,climb,NN,climb
w10033047,28,5,List 55,stairs,1644,-,-,43461,15626,41886,walk,walk,walk,VBP,walk
w10033047,28,5,List 55,stairs,1644,-,-,43461,15626,41886,jump,jump,jump,NN,jump
w10033047,28,5,List 55,stairs,1644,-,-,43461,15626,41886,fall,fall,fall,NN,fall
w10033047,28,5,List 55,stairs,1644,-,-,43461,15626,41886,trip,trip,trip,NN,trip
w10033047,29,5,List 55,appendage,1641,-,-,12152,2818,11021,pain,pain,pain,NN,pain
w10033047,29,5,List 55,appendage,1641,-,-,12152,2818,11021,surgery,surgery,surgery,NN,surgery
w10033047,30,5,List 55,customer,1643,-,-,18855,4456,17067,buy,buy,buy,NN,buy
w10033047,30,5,List 55,customer,1643,-,-,18855,4456,17067,sell,sell,sell,VBP,sell
w10033047,30,5,List 55,customer,1643,-,-,18855,4456,17067,assist,assist,assist,NN,assist
w10033047,30,5,List 55,customer,1643,-,-,18855,4456,17067,help,help,help,NN,help
w10033047,31,5,List 55,shrimp,1626,-,-,31602,6481,29877,eat,eat,eat,VB,eat
w10033047,31,5,List 55,shrimp,1626,-,-,31602,6481,29877,fish,fish,fish,JJ,fish
w10033047,31,5,List 55,shrimp,1626,-,-,31602,6481,29877,cook,cook,cook,NN,cook
w10033047,31,5,List 55,shrimp,1626,-,-,31602,6481,29877,peel,peel,peel,NN,peel
w10033047,31,5,List 55,shrimp,1626,-,-,31602,6481,29877,blacken,blacken,blacken,IN,blacken
w10033047,32,5,List 55,soy,1648,-,-,10331,3050,8313,sauce,sauce,sauce,NN,sauce
w10033047,32,5,List 55,soy,1648,-,-,10331,3050,8313,milk,milk,milk,NN,milk
w10033047,33,5,List 55,rook,1637,-,-,4431,2898,3702,rookie,rookie,rookie,NN,rookie
w10033047,34,5,List 55,pouch,1649,-,-,18420,2716,17295,kangaroo,kangaroo,kangaroo,NN,kangaroo
w10033047,34,5,List 55,pouch,1649,-,-,18420,2716,17295,pocket,pocket,pocket,NN,pocket
w10033047,34,5,List 55,pouch,1649,-,-,18420,2716,17295,hoodie,hoodie,hoodie,NN,hoodie
w10033047,34,5,List 55,pouch,1649,-,-,18420,2716,17295,pants,pants,pant,NNS,pant
w10033047,35,5,List 55,bunion,1642,-,-,15598,5206,11890,foot,foot,foot,VBP,foot
w10033047,35,5,List 55,bunion,1642,-,-,15598,5206,11890,pain,pain,pain,NN,pain
w10033047,35,5,List 55,bunion,1642,-,-,15598,5206,11890,surgery,surgery,surgery,NN,surgery
w10033047,36,5,List 55,teammate,1625,-,-,36924,10894,24041,play,play,play,NN,play
w10033047,36,5,List 55,teammate,1625,-,-,36924,10894,24041,practice,practice,practice,NN,practice
w10033047,36,5,List 55,teammate,1625,-,-,36924,10894,24041,work,work,work,NN,work
w10033047,36,5,List 55,teammate,1625,-,-,36924,10894,24041,commrad,commrad,comm rad,NN,commrad
w10033047,37,5,List 55,colt,1651,-,-,23059,3595,18402,worship,worship,worship,NN,worship
w10033047,37,5,List 55,colt,1651,-,-,23059,3595,18402,sex,sex,sex,NN,sex
w10033047,37,5,List 55,colt,1651,-,-,23059,3595,18402,religion,religion,religion,NN,religion
w10033047,38,5,List 55,valve,1629,-,-,8740,3251,6919,body,body,body,NN,body
w10033047,38,5,List 55,valve,1629,-,-,8740,3251,6919,blood,blood,blood,NN,blood
w10033047,39,5,List 55,dishwater,1639,-,-,14746,1759,12865,clean,clean,clean,JJ,clean
w10033047,39,5,List 55,dishwater,1639,-,-,14746,1759,12865,dishes,dishes,dish,NNS,dish
w10033047,39,5,List 55,dishwater,1639,-,-,14746,1759,12865,load,load,load,VBP,load
w10033047,39,5,List 55,dishwater,1639,-,-,14746,1759,12865,unload,unload,unload,JJ,unload
w10033047,40,5,List 55,pearl,1622,-,-,20728,2288,18596,necklace,necklace,necklace,NN,necklace
w10033047,40,5,List 55,pearl,1622,-,-,20728,2288,18596,earrings,earrings,earring,NNS,earring
w10033047,40,5,List 55,pearl,1622,-,-,20728,2288,18596,bracelets,bracelets,bracelet,NNS,bracelet
w10033047,40,5,List 55,pearl,1622,-,-,20728,2288,18596,oyster,oyster,oyster,VBP,oyster
w10033315_zj,11,24,List 99,springboard,2944,-,-,12828,4035,12192,jumping,jumping,jump,VBG,jump
w10033315_zj,11,24,List 99,springboard,2944,-,-,12828,4035,12192,gymnastics,gymnastics,gymnastic,NNS,gymnastics
w10033315_zj,12,24,List 99,thyme,2942,-,-,10551,1591,9848,cooking,cooking,cook,VBG,cook
w10033315_zj,12,24,List 99,thyme,2942,-,-,10551,1591,9848,smell,smell,smell,NN,smell
w10033315_zj,12,24,List 99,thyme,2942,-,-,10551,1591,9848,incense,incense,incense,NN,incense
w10033315_zj,13,24,List 99,cattle,2970,-,-,17462,3397,11560,farming,farming,farm,VBG,farm
w10033315_zj,13,24,List 99,cattle,2970,-,-,17462,3397,11560,food,food,food,NN,food
w10033315_zj,13,24,List 99,cattle,2970,-,-,17462,3397,11560,manure,manure,manure,NN,manure
w10033315_zj,14,24,List 99,armpit,2968,-,-,18412,2754,17774,make,make,make,VBP,make
w10033315_zj,14,24,List 99,armpit,2968,-,-,18412,2754,17774,funny,funny,funny,JJ,funny
w10033315_zj,14,24,List 99,armpit,2968,-,-,18412,2754,17774,noises,noises,noise,NNS,noise
w10033315_zj,14,24,List 99,armpit,2968,-,-,18412,2754,17774,hold,hold,hold,VBP,hold
w10033315_zj,14,24,List 99,armpit,2968,-,-,18412,2754,17774,objects,objects,object,NNS,object
w10033315_zj,15,24,List 99,tar,2952,-,-,30462,24499,29487,coating,coating,coat,VBG,coat
w10033315_zj,15,24,List 99,tar,2952,-,-,30462,24499,29487,painting,painting,paint,NN,painting
w10033315_zj,16,24,List 99,stall,2956,-,-,7220,3407,6532,bathroom,bathroom,bathroom,NN,bathroom
w10033315_zj,16,24,List 99,stall,2956,-,-,7220,3407,6532,division,division,division,NN,division
w10033315_zj,17,24,List 99,aunt,2961,-,-,8677,2172,6333,family,family,family,NN,family
w10033315_zj,17,24,List 99,aunt,2961,-,-,8677,2172,6333,member,member,member,NN,member
w10033315_zj,17,24,List 99,aunt,2961,-,-,8677,2172,6333,friend,friend,friend,NN,friend
w10033315_zj,18,24,List 99,builder,2955,-,-,20224,6829,19247,building,building,build,NN,building
w10033315_zj,18,24,List 99,builder,2955,-,-,20224,6829,19247,home,home,home,NN,home
w10033315_zj,18,24,List 99,builder,2955,-,-,20224,6829,19247,office,office,office,NN,office
w10033315_zj,18,24,List 99,builder,2955,-,-,20224,6829,19247,building,building,build,NN,building
w10033315_zj,18,24,List 99,builder,2955,-,-,20224,6829,19247,ideas,ideas,idea,NNS,idea
w10033315_zj,19,24,List 99,stepfather,2949,-,-,6963,2615,6166,friend,friend,friend,VBP,friend
w10033315_zj,19,24,List 99,stepfather,2949,-,-,6963,2615,6166,family,family,family,NN,family
w10033315_zj,19,24,List 99,stepfather,2949,-,-,6963,2615,6166,member,member,member,NN,member
w10033315_zj,20,24,List 99,river,2948,-,-,21867,2277,21147,way,way,way,NN,way
w10033315_zj,20,24,List 99,river,2948,-,-,21867,2277,21147,transport,transport,transport,NN,transport
w10033315_zj,20,24,List 99,river,2948,-,-,21867,2277,21147,water,water,water,NN,water
w10033315_zj,20,24,List 99,river,2948,-,-,21867,2277,21147,source,source,source,NN,source
w10033315_zj,20,24,List 99,river,2948,-,-,21867,2277,21147,sense,sense,sense,NN,sense
w10033315_zj,20,24,List 99,river,2948,-,-,21867,2277,21147,direction,direction,direction,NN,direction
w10033315_zj,21,24,List 99,casebook,2958,-,-,34192,27895,33229,reading,reading,read,VBG,read
w10033315_zj,21,24,List 99,casebook,2958,-,-,34192,27895,33229,reference,reference,reference,NN,reference
w10033315_zj,21,24,List 99,casebook,2958,-,-,34192,27895,33229,teaching,teaching,teach,VBG,teach
w10033315_zj,22,24,List 99,mitt,2960,-,-,24464,2264,23784,baseball,baseball,baseball,NN,baseball
w10033315_zj,22,24,List 99,mitt,2960,-,-,24464,2264,23784,cooking,cooking,cook,NN,cooking
w10033315_zj,22,24,List 99,mitt,2960,-,-,24464,2264,23784,warmth,warmth,warmth,JJ,warmth
w10033315_zj,22,24,List 99,mitt,2960,-,-,24464,2264,23784,hands,hands,hand,NNS,hand
w10033315_zj,22,24,List 99,mitt,2960,-,-,24464,2264,23784,protection,protection,protection,NN,protection
w10033315_zj,22,24,List 99,mitt,2960,-,-,24464,2264,23784,elements,elements,element,NNS,element
w10033315_zj,23,24,List 99,toast,2954,-,-,17870,1478,15491,food,food,food,NN,food
w10033315_zj,23,24,List 99,toast,2954,-,-,17870,1478,15491,breakfast,breakfast,breakfast,NN,breakfast
w10033315_zj,23,24,List 99,toast,2954,-,-,17870,1478,15491,sandwich,sandwich,sandwich,JJ,sandwich
w10033315_zj,24,24,List 99,plant,2964,-,-,22878,3749,22105,decoration,decoration,decoration,NN,decoration
w10033315_zj,24,24,List 99,plant,2964,-,-,22878,3749,22105,food,food,food,NN,food
w10033315_zj,24,24,List 99,plant,2964,-,-,22878,3749,22105,source,source,source,NN,source
w10033315_zj,24,24,List 99,plant,2964,-,-,22878,3749,22105,source,source,source,NN,source
w10033315_zj,24,24,List 99,plant,2964,-,-,22878,3749,22105,oxygen,oxygen,oxygen,NN,oxygen
w10033315_zj,24,24,List 99,plant,2964,-,-,22878,3749,22105,tranquility,tranquility,tranquility,NN,tranquility
w10033315_zj,25,24,List 99,rat,2951,-,-,15159,6922,14559,pest,pest,pest,VBP,pest
w10033315_zj,25,24,List 99,rat,2951,-,-,15159,6922,14559,toy,toy,toy,NN,toy
w10033315_zj,25,24,List 99,rat,2951,-,-,15159,6922,14559,cat,cat,cat,NN,cat
w10033315_zj,26,24,List 99,building,2969,-,-,19388,6577,18887,office,office,office,NN,office
w10033315_zj,26,24,List 99,building,2969,-,-,19388,6577,18887,space,space,space,NN,space
w10033315_zj,26,24,List 99,building,2969,-,-,19388,6577,18887,play,play,play,NN,play
w10033315_zj,26,24,List 99,building,2969,-,-,19388,6577,18887,work,work,work,NN,work
w10033315_zj,26,24,List 99,building,2969,-,-,19388,6577,18887,hold,hold,hold,VBP,hold
w10033315_zj,26,24,List 99,building,2969,-,-,19388,6577,18887,events,events,event,NNS,event
w10033315_zj,27,24,List 99,concert,2950,-,-,16234,5923,15645,charity,charity,charity,NN,charity
w10033315_zj,27,24,List 99,concert,2950,-,-,16234,5923,15645,celebrity,celebrity,celebrity,NN,celebrity
w10033315_zj,27,24,List 99,concert,2950,-,-,16234,5923,15645,singer,singer,singer,NN,singer
w10033315_zj,28,24,List 99,doughnut,2967,-,-,7578,1566,6695,food,food,food,NN,food
w10033315_zj,28,24,List 99,doughnut,2967,-,-,7578,1566,6695,breakfast,breakfast,breakfast,NN,breakfast
w10033315_zj,28,24,List 99,doughnut,2967,-,-,7578,1566,6695,sweets,sweets,sweet,NNS,sweet
w10033315_zj,29,24,List 99,horseradish,2943,-,-,11930,2017,11281,hotdog,hotdog,hot dog,VBP,hotdog
w10033315_zj,29,24,List 99,horseradish,2943,-,-,11930,2017,11281,hamburger,hamburger,hamburger,JJR,hamburger
w10033315_zj,29,24,List 99,horseradish,2943,-,-,11930,2017,11281,food,food,food,NN,food
w10033315_zj,29,24,List 99,horseradish,2943,-,-,11930,2017,11281,topping,topping,top,VBG,top
w10033315_zj,30,24,List 99,horseman,2957,-,-,15880,2142,13420,riding,riding,ride,VBG,rid
w10033315_zj,30,24,List 99,horseman,2957,-,-,15880,2142,13420,horse,horse,horse,NN,horse
w10033315_zj,30,24,List 99,horseman,2957,-,-,15880,2142,13420,catching,catching,catch,VBG,catch
w10033315_zj,30,24,List 99,horseman,2957,-,-,15880,2142,13420,cattle,cattle,cattle,NNS,cattle
w10033315_zj,31,24,List 99,contraceptive,2959,-,-,25346,18828,24588,birth,birth,birth,NN,birth
w10033315_zj,31,24,List 99,contraceptive,2959,-,-,25346,18828,24588,control,control,control,NN,control
w10033315_zj,31,24,List 99,contraceptive,2959,-,-,25346,18828,24588,condom,condom,condom,NN,condom
w10033315_zj,32,24,List 99,garbage,2953,-,-,15881,2223,14613,landfill,landfill,landfill,NN,landfill
w10033315_zj,32,24,List 99,garbage,2953,-,-,15881,2223,14613,trash,trash,trash,NN,trash
w10033315_zj,32,24,List 99,garbage,2953,-,-,15881,2223,14613,fire,fire,fire,NN,fire
w10033315_zj,32,24,List 99,garbage,2953,-,-,15881,2223,14613,soil,soil,soil,NN,soil
w10033315_zj,33,24,List 99,recorder,2963,-,-,12502,3257,11721,repetition,repetition,repetition,NN,repetition
w10033315_zj,33,24,List 99,recorder,2963,-,-,12502,3257,11721,listening,listening,listen,VBG,listen
w10033315_zj,33,24,List 99,recorder,2963,-,-,12502,3257,11721,later,later,late,RBR,later
w10033315_zj,33,24,List 99,recorder,2963,-,-,12502,3257,11721,singing,singing,sing,VBG,sing
w10033315_zj,34,24,List 99,forefinger,2966,-,-,32721,16020,32015,pointing,pointing,point,VBG,point
w10033315_zj,34,24,List 99,forefinger,2966,-,-,32721,16020,32015,picking,picking,pick,VBG,pick
w10033315_zj,34,24,List 99,forefinger,2966,-,-,32721,16020,32015,things,things,thing,NNS,thing
w10033315_zj,34,24,List 99,forefinger,2966,-,-,32721,16020,32015,number,number,numb,NN,number
w10033315_zj,34,24,List 99,forefinger,2966,-,-,32721,16020,32015,counting,counting,count,VBG,count
w10033315_zj,35,24,List 99,bomb,2971,-,-,15823,3785,15260,explosion,explosion,explosion,NN,explosion
w10033315_zj,35,24,List 99,bomb,2971,-,-,15823,3785,15260,fireworks,fireworks,firework,NNS,firework
w10033315_zj,35,24,List 99,bomb,2971,-,-,15823,3785,15260,defense,defense,defense,NN,defense
w10033315_zj,36,24,List 99,calender,2946,-,-,17090,2192,15948,keep,keep,keep,VB,keep
w10033315_zj,36,24,List 99,calender,2946,-,-,17090,2192,15948,track,track,track,NN,track
w10033315_zj,36,24,List 99,calender,2946,-,-,17090,2192,15948,days,days,day,NNS,day
w10033315_zj,36,24,List 99,calender,2946,-,-,17090,2192,15948,know,know,know,VBP,know
w10033315_zj,36,24,List 99,calender,2946,-,-,17090,2192,15948,need,need,need,VBP,need
w10033315_zj,36,24,List 99,calender,2946,-,-,17090,2192,15948,routine,routine,routine,JJ,routine
w10033315_zj,37,24,List 99,actor,2962,-,-,15159,2195,14526,movies,movies,movie,NNS,movie
w10033315_zj,37,24,List 99,actor,2962,-,-,15159,2195,14526,tv,tv,tv,NN,tv
w10033315_zj,37,24,List 99,actor,2962,-,-,15159,2195,14526,shows,shows,show,NNS,show
w10033315_zj,37,24,List 99,actor,2962,-,-,15159,2195,14526,commercials,commercials,commercial,NNS,commercial
w10033315_zj,37,24,List 99,actor,2962,-,-,15159,2195,14526,musicals,musicals,musical,NNS,musical
w10033315_zj,37,24,List 99,actor,2962,-,-,15159,2195,14526,plays,plays,play,NNS,play
w10033315_zj,38,24,List 99,employer,2945,-,-,12415,2200,11228,job,job,job,NN,job
w10033315_zj,38,24,List 99,employer,2945,-,-,12415,2200,11228,paying,paying,pay,VBG,pay
w10033315_zj,39,24,List 99,flour,2947,-,-,12544,2686,11128,food,food,food,NN,food
w10033315_zj,39,24,List 99,flour,2947,-,-,12544,2686,11128,baking,baking,bake,VBG,bake
w10033315_zj,39,24,List 99,flour,2947,-,-,12544,2686,11128,bread,bread,bread,NN,bread
w10033315_zj,39,24,List 99,flour,2947,-,-,12544,2686,11128,cakes,cakes,cake,NNS,cake
w10033315_zj,40,24,List 99,vaseline,2965,-,-,5488,2313,4897,chapstick,chopstick,chopstick,VBP,chopstick
w10033315_zj,40,24,List 99,vaseline,2965,-,-,5488,2313,4897,lube,lube,lube,JJ,lube
w10033367_mel,11,2,List 52,container,1536,-,-,16372,6910,12845,storage,storage,storage,NN,storage
w10033367_mel,11,2,List 52,container,1536,-,-,16372,6910,12845,cooking,cooking,cook,VBG,cook
w10033367_mel,12,2,List 52,shampoo,1560,-,-,8952,1481,2545,wash,wash,wash,JJ,wash
w10033367_mel,13,2,List 52,badge,1550,-,-,9887,2260,8749,protection,protection,protection,NN,protection
w10033367_mel,14,2,List 52,saddlebag,1555,-,-,10292,2352,4813,storage,storage,storage,NN,storage
w10033367_mel,15,2,List 52,grave,1549,-,-,4970,3229,4279,memorial,memorial,memorial,JJ,memorial
w10033367_mel,16,2,List 52,ax,1542,-,-,8212,1596,7681,chop,chop,chop,NN,chop
w10033367_mel,16,2,List 52,ax,1542,-,-,8212,1596,7681,cut,cut,cut,NN,cut
w10033367_mel,16,2,List 52,ax,1542,-,-,8212,1596,7681,destroy,destroy,destroy,NN,destroy
w10033367_mel,17,2,List 52,cab,1553,-,-,12810,10370,12163,transport,transport,transport,NN,transport
w10033367_mel,18,2,List 52,knuckles,1554,-,-,6631,1464,6452,pop,pop,pop,NN,pop
w10033367_mel,18,2,List 52,knuckles,1554,-,-,6631,1464,6452,hit,hit,hit,VBD,hit
w10033367_mel,18,2,List 52,knuckles,1554,-,-,6631,1464,6452,smash,smash,smash,JJ,smash
w10033367_mel,19,2,List 52,castle,1559,-,-,12196,6649,11332,living,living,live,NN,living
w10033367_mel,20,2,List 52,bandage,1557,-,-,7509,1779,7179,protection,protection,protection,NN,protection
w10033367_mel,20,2,List 52,bandage,1557,-,-,7509,1779,7179,healing,healing,heal,VBG,heal
w10033367_mel,21,2,List 52,apparel,1551,-,-,8196,6435,8025,coverage,coverage,coverage,NN,coverage
w10033367_mel,22,2,List 52,rifle,1541,-,-,7806,2020,7405,protection,protection,protection,NN,protection
w10033367_mel,22,2,List 52,rifle,1541,-,-,7806,2020,7405,hunting,hunting,hunt,VBG,hunt
w10033367_mel,23,2,List 52,clove,1561,-,-,7000,1753,6992,cooking,cooking,cook,VBG,cook
w10033367_mel,23,2,List 52,clove,1561,-,-,7000,1753,6992,yard,yard,yard,NN,yard
w10033367_mel,24,2,List 52,mace,1552,-,-,5450,1615,4728,protection,protection,protection,NN,protection
w10033367_mel,25,2,List 52,casket,1539,-,-,8998,1806,7718,memorial,memorial,memorial,JJ,memorial
w10033367_mel,25,2,List 52,casket,1539,-,-,8998,1806,7718,storage,storage,storage,NN,storage
w10033367_mel,26,2,List 52,pillow,1532,-,-,8315,1817,7978,sleep,sleep,sleep,JJ,sleep
w10033367_mel,26,2,List 52,pillow,1532,-,-,8315,1817,7978,relaxation,relaxation,relaxation,NN,relaxation
w10033367_mel,27,2,List 52,motorcyclist,1540,-,-,14389,4512,13947,fun,fun,fun,NN,fun
w10033367_mel,27,2,List 52,motorcyclist,1540,-,-,14389,4512,13947,cruising,cruising,cruise,VBG,cruise
w10033367_mel,28,2,List 52,washbasin,1556,-,-,3922,2089,3761,cleaning,cleaning,clean,VBG,clean
w10033367_mel,29,2,List 52,copilot,1534,-,-,6025,4006,5849,assistance,assistance,assistance,NN,assistance
w10033367_mel,30,2,List 52,mallard,1543,-,-,8094,2473,7884,duck,duck,duck,NN,duck
w10033367_mel,30,2,List 52,mallard,1543,-,-,8094,2473,7884,food,food,food,NN,food
w10033367_mel,30,2,List 52,mallard,1543,-,-,8094,2473,7884,hunting,hunting,hunt,VBG,hunt
w10033367_mel,31,2,List 52,dollhouse,1547,-,-,8330,1415,7825,play,play,play,NN,play
w10033367_mel,31,2,List 52,dollhouse,1547,-,-,8330,1415,7825,fun,fun,fun,NN,fun
w10033367_mel,31,2,List 52,dollhouse,1547,-,-,8330,1415,7825,enjoyment,enjoyment,enjoyment,JJ,enjoyment
w10033367_mel,32,2,List 52,bookkeeper,1548,-,-,74046,67521,73806,storage,storage,storage,NN,storage
w10033367_mel,32,2,List 52,bookkeeper,1548,-,-,74046,67521,73806,learning,learning,learn,VBG,learn
w10033367_mel,33,2,List 52,bike,1535,-,-,33272,15157,32767,traveling,traveling,travel,VBG,travel
w10033367_mel,33,2,List 52,bike,1535,-,-,33272,15157,32767,transportation,transportation,transportation,NN,transportation
w10033367_mel,33,2,List 52,bike,1535,-,-,33272,15157,32767,exercising,exercising,exercise,VBG,exercise
w10033367_mel,34,2,List 52,seamstress,1538,-,-,50297,46697,50094,sewing,sewing,sew,VBG,sew
w10033367_mel,34,2,List 52,seamstress,1538,-,-,50297,46697,50094,fixing,fixing,fix,VBG,fix
w10033367_mel,35,2,List 52,ceramics,1546,-,-,6103,1677,4811,creativity,creativity,creativity,NN,creativity
w10033367_mel,36,2,List 52,bluefish,1544,-,-,6508,3054,5238,food,food,food,NN,food
w10033367_mel,36,2,List 52,bluefish,1544,-,-,6508,3054,5238,fishing,fishing,fish,NN,fishing
