Stimuli.Cue,affordance_parsed,word,lemma,POS,School
hairdo,to make yourself look better,better,better,ADJ,UCONN
suds,bathtime,bath,bathe,VERB,UCONN
suds,bathtime,time,time,NOUN,UCONN
suds,washing dishes,washing,wash,VERB,UCONN
suds,washing dishes,dishes,dish,NOUN,UCONN
spacesuit,astronaut ,astronaut,astronaut,ADV,UCONN
editor,writing a peer reviewed article ,writing,write,VERB,UCONN
editor,writing a peer reviewed article ,peer,peer,NOUN,UCONN
editor,writing a peer reviewed article ,reviewed,review,VERB,UCONN
editor,writing a peer reviewed article ,article,article,NOUN,UCONN
road,to walk,walk,walk,VERB,UCONN
road,to run,run,run,NOUN,UCONN
road,cycling,cycling,cycle,NOUN,UCONN
whiskey,blackout,blackout,blackout,VERB,UCONN
whiskey,have a good time,good,good,ADJ,UCONN
whiskey,have a good time,time,time,NOUN,UCONN
grater,cheese,cheese,cheese,NOUN,UCONN
milk,coffee,coffee,coffee,NOUN,UCONN
milk,chocolate milk,chocolate,chocolate,NOUN,UCONN
milk,chocolate milk,milk,milk,NOUN,UCONN
milk,cereal,cereal,cereal,NOUN,UCONN
milk,sauce,sauce,sauce,NOUN,UCONN
milk,to drink,drink,drink,NOUN,UCONN
milk,to cook,cook,cake,VERB,UCONN
milk,to eat with cookies,eat,eat,VERB,UCONN
milk,to eat with cookies,cookies,cookie,NOUN,UCONN
shoulder,to stretch,stretch,stretch,VERB,UCONN
volleyball,to play,play,play,VERB,UCONN
shopkeeper,to clean showes,clean,clean,ADJ,UCONN
shopkeeper,to clean showes,show,show,VERB,UCONN
photocopier,used,used,use,VERB,UCONN
photocopier,broke,broke,break,VERB,UCONN
photocopier,utilized,utilized,utilize,VERB,UCONN
photocopier,pressed,pressed,press,VERB,UCONN
photocopier,thrown,thrown,throw,VERB,UCONN
photocopier,caressed,caressed,caress,VERB,UCONN
photocopier,touched,touched,touch,VERB,UCONN
photocopier,lifted up,lifted,lift,VERB,UCONN
photocopier,copied,copied,copy,VERB,UCONN
chef,talked to,talked,talk,VERB,UCONN
chef,chatted with,chatted,chat,VERB,UCONN
chef,yelled at,yelled,yell,VERB,UCONN
chef,screamed at,screamed,scream,VERB,UCONN
chef,cried at,cried,cry,VERB,UCONN
chef,whispered at,whispered,whisper,VERB,UCONN
chef,helped with,helped,help,VERB,UCONN
chef,spun around,spun,spin,VERB,UCONN
chef,spun around,around,around,ADV,UCONN
chef,laughed with,laughed,laugh,VERB,UCONN
chef,danced with,danced,dance,VERB,UCONN
chef,watched,watched,watch,VERB,UCONN
chef,assisted,assisted,assist,VERB,UCONN
chef,sat with,sat,sit,VERB,UCONN
moss,looked at,looked,look,VERB,UCONN
moss,felt,felt,feel,VERB,UCONN
moss,touched,touched,touch,VERB,UCONN
moss,pet,pet,pet,VERB,UCONN
moss,picked up,picked,pick,VERB,UCONN
moss,thrown away,thrown,throw,VERB,UCONN
moss,thrown away,away,away,ADV,UCONN
moss,put in jar,put,put,VERB,UCONN
moss,put in jar,jar,jar,NOUN,UCONN
moss,eaten,eaten,eat,VERB,UCONN
moss,traveled through,traveled,travel,VERB,UCONN
conch,put ear to,put,put,VERB,UCONN
conch,put ear to,ear,ear,ADJ,UCONN
conch,listened to,listened,listen,VERB,UCONN
conch,heard,heard,hear,VERB,UCONN
conch,touched,touched,touch,VERB,UCONN
conch,felt,felt,feel,VERB,UCONN
conch,blew into,blew,blow,VERB,UCONN
conch,blew onto,blew,blow,VERB,UCONN
conch,blew onto,onto,onto,ADP,UCONN
flannel,worn,worn,wear,VERB,UCONN
flannel,tied around waist,tied,tie,VERB,UCONN
flannel,tied around waist,around,around,ADV,UCONN
flannel,tied around waist,waist,waist,NOUN,UCONN
flannel,carried,carried,carry,VERB,UCONN
flannel,thrown away,thrown,throw,VERB,UCONN
flannel,thrown away,away,away,ADV,UCONN
flannel,donated,donated,donate,VERB,UCONN
flannel,saw,saw,see,VERB,UCONN
flannel,touched,touched,touch,VERB,UCONN
flannel,caressed,caressed,caress,VERB,UCONN
spool,unwoven,unwoven,unwoven,ADJ,UCONN
spool,touched,touched,touch,VERB,UCONN
spool,sewn,sewn,sew,VERB,UCONN
spool,caressed,caressed,caress,VERB,UCONN
spool,threaded,threaded,thread,VERB,UCONN
weatherman,seen,seen,see,VERB,UCONN
weatherman,listened to,listened,listen,VERB,UCONN
weatherman,watched,watched,watch,VERB,UCONN
weatherman,chatted with,chatted,chat,VERB,UCONN
weatherman,laughed at,laughed,laugh,VERB,UCONN
weatherman,listened to,listened,listen,VERB,UCONN
weatherman,heard,heard,hear,VERB,UCONN
gym,went to,went,go,VERB,UCONN
gym,cleaned up,cleaned,clean,VERB,UCONN
gym,worked out,worked,work,VERB,UCONN
gym,hit,hit,hit,VERB,UCONN
gym,touched,touched,touch,VERB,UCONN
gym,stepped into,stepped,step,VERB,UCONN
gym,stepped onto,stepped,step,VERB,UCONN
gym,stepped onto,onto,onto,ADP,UCONN
turf,stepped onto,stepped,step,VERB,UCONN
turf,stepped onto,onto,onto,ADP,UCONN
turf,touched,touched,touch,VERB,UCONN
turf,felt,felt,feel,VERB,UCONN
turf,looked,looked,look,VERB,UCONN
turf,saw,saw,see,VERB,UCONN
buttonhook,felt,felt,feel,VERB,UCONN
buttonhook,looked at,looked,look,VERB,UCONN
buttonhook,seen,seen,see,VERB,UCONN
ballot,felt,felt,feel,VERB,UCONN
ballot,seen,seen,see,VERB,UCONN
ballot,filled in,filled,fill,VERB,UCONN
ballot,bubbled in,bubbled,bubble,VERB,UCONN
ballot,signed,signed,sign,VERB,UCONN
ballot,slipped in,slipped,slip,VERB,UCONN
ballot,thought about,thought,thing,VERB,UCONN
anchovy,eaten,eaten,eat,VERB,UCONN
anchovy,spread,spread,spread,VERB,UCONN
anchovy,thrown away,thrown,throw,VERB,UCONN
anchovy,thrown away,away,away,ADV,UCONN
anchovy,seen,seen,see,VERB,UCONN
anchovy,smelled,smelled,smell,VERB,UCONN
villager,seen,seen,see,VERB,UCONN
villager,chatted with,chatted,chat,VERB,UCONN
villager,laughed at,laughed,laugh,VERB,UCONN
villager,commanded,commanded,command,VERB,UCONN
villager,made small talk with,made,make,VERB,UCONN
villager,made small talk with,small,small,ADJ,UCONN
villager,made small talk with,talk,talk,VERB,UCONN
villager,shook hands,shook,handshake,VERB,UCONN
villager,seen,seen,see,VERB,UCONN
hand,felt,felt,feel,VERB,UCONN
hand,controlled,controlled,controlle,VERB,UCONN
hand,moved,moved,move,VERB,UCONN
hand,shook,shook,shake,VERB,UCONN
bagpipe,blew into,blew,blow,VERB,UCONN
bagpipe,stepped on,stepped,step,VERB,UCONN
bagpipe,caressed,caressed,caress,VERB,UCONN
bagpipe,carried,carried,carry,VERB,UCONN
bagpipe,created,created,create,VERB,UCONN
domino,knocked over,knocked,knock,VERB,UCONN
domino,stacked,stacked,stack,VERB,UCONN
domino,put up,put,put,VERB,UCONN
domino,eaten,eaten,eat,VERB,UCONN
domino,thrown,thrown,throw,VERB,UCONN
domino,played with,played,play,VERB,UCONN
sprayer,spray,spray,spray,VERB,UCONN
cloak,worn,worn,wear,VERB,UCONN
cloak,felt,felt,feel,VERB,UCONN
cloak,tossed,tossed,toss,VERB,UCONN
cloak,smelled,smelled,smell,VERB,UCONN
beggar,seen,seen,see,VERB,UCONN
beggar,chatted with,chatted,chat,VERB,UCONN
beggar,talked to,talked,talk,VERB,UCONN
beggar,saw,saw,see,VERB,UCONN
cantaloupe,eaten,eaten,eat,VERB,UCONN
cantaloupe,spoonfed,spooned,spoon,VERB,UCONN
cantaloupe,chucked,chucked,chuck,VERB,UCONN
cantaloupe,thrown,thrown,throw,VERB,UCONN
cantaloupe,tossed,tossed,toss,VERB,UCONN
cantaloupe,sliced open,sliced,slice,VERB,UCONN
cantaloupe,sliced open,open,open,VERB,UCONN
cantaloupe,tore apart,tore,tear,VERB,UCONN
cantaloupe,tore apart,apart,apart,ADV,UCONN
face,felt,felt,feel,VERB,UCONN
face,looked at,looked,look,VERB,UCONN
face,kissed,kissed,kiss,VERB,UCONN
face,held,held,hold,VERB,UCONN
face,did makeup,makeup,makeup,NOUN,UCONN
face,caressed,caressed,caress,VERB,UCONN
face,looked at,looked,look,VERB,UCONN
face,seen,seen,see,VERB,UCONN
poop,pushed out,pushed,push,VERB,UCONN
poop,struggled,struggled,struggle,VERB,UCONN
poop,felt,felt,feel,VERB,UCONN
poop,touched,touched,touch,VERB,UCONN
poop,smelled,smelled,smell,VERB,UCONN
poop,seen,seen,see,VERB,UCONN
poop,tasted,tasted,taste,VERB,UCONN
mansion,was inside,inside,inside,ADV,UCONN
mansion,saw,saw,see,VERB,UCONN
mansion,helped,helped,help,VERB,UCONN
mansion,cleaned,cleaned,clean,VERB,UCONN
mansion,looked at,looked,look,VERB,UCONN
timepiece,saw,saw,see,VERB,UCONN
timepiece,looked at,looked,look,VERB,UCONN
forest,saw,saw,see,VERB,UCONN
forest,walked through,walked,walk,VERB,UCONN
forest,glanced,glanced,glance,VERB,UCONN
forest,loved,loved,love,VERB,UCONN
forest,sat in,sat,sit,VERB,UCONN
forest,got lost,got,get,VERB,UCONN
forest,got lost,lost,lose,VERB,UCONN
grapefruit,eaten,eaten,eat,VERB,UCONN
grapefruit,spooned,spooned,spoon,VERB,UCONN
grapefruit,thrown away,thrown,throw,VERB,UCONN
grapefruit,thrown away,away,away,ADV,UCONN
grapefruit,tossed,tossed,toss,VERB,UCONN
grapefruit,bounced,bounced,bounce,VERB,UCONN
grapefruit,held,held,hold,VERB,UCONN
spine,touched,touched,touch,VERB,UCONN
spine,shivered,shivered,shiver,VERB,UCONN
spine,crumbled,crumbled,crumble,VERB,UCONN
terrace,stood upon,stood,stand,VERB,UCONN
terrace,stood upon,upon,upon,ADP,UCONN
terrace,laughed on,laughed,laugh,VERB,UCONN
terrace,sat on,sat,sit,VERB,UCONN
terrace,enjoyed,enjoyed,enjoy,VERB,UCONN
orgy,participated in,participated,participate,VERB,UCONN
headmistress,seen,seen,see,VERB,UCONN
headmistress,heard,heard,hear,VERB,UCONN
headmistress,spoke to,spoke,spoke,VERB,UCONN
headmistress,chatted with,chatted,chat,VERB,UCONN
gravestone,sat on,sat,sit,VERB,UCONN
gravestone,read,read,read,VERB,UCONN
gravestone,carved,carved,carve,VERB,UCONN
boutique,visited,visited,visit,VERB,UCONN
boutique,shopped at,shopped,shop,VERB,UCONN
boutique,bought,bought,buy,VERB,UCONN
boutique,sold,sold,sell,VERB,UCONN
boutique,passed,passed,pass,VERB,UCONN
barn,stay in,stay,stay,VERB,UCONN
taxpayer,call,call,call,VERB,UCONN
taxpayer,work with,work,work,VERB,UCONN
taxpayer,work for,work,work,VERB,UCONN
chip,eaten,eaten,eat,VERB,UCONN
chip,make,make,make,VERB,UCONN
chip,given,given,give,VERB,UCONN
chip,bite,bite,bite,VERB,UCONN
snowman,build,build,build,VERB,UCONN
snowman,knock over,knock,knock over,VERB,UCONN
snowman,shape,shape,shape,VERB,UCONN
tumbler,drink out of,drink,drink,VERB,UCONN
tumbler,fill,fill,fill,VERB,UCONN
tumbler,dump,dump,dump,VERB,UCONN
crate,carry,carry,carry,VERB,UCONN
crate,fill,fill,fill,VERB,UCONN
crate,unload,unload,unload,VERB,UCONN
assassin,target,target,target,VERB,UCONN
assassin,hire,hire,hire,VERB,UCONN
assassin,kill,kill,kill,VERB,UCONN
fillet,eat,eat,eat,VERB,UCONN
fillet,cook,cook,cake,VERB,UCONN
fillet,cut,cut,cut,VERB,UCONN
alcohol,drink,drink,drink,VERB,UCONN
alcohol,gift,gift,gift,VERB,UCONN
alcohol,carry,carry,carry,VERB,UCONN
alcohol,hide,hide,hide,VERB,UCONN
forearm,bump,bump,bump,VERB,UCONN
forearm,lick,lick,lick,VERB,UCONN
forearm,cut,cut,cut,VERB,UCONN
wax,pour,pour,pour,VERB,UCONN
wax,melt,melt,melt,VERB,UCONN
wax,smell,smell,smell,VERB,UCONN
wax,mold,mold,mold,VERB,UCONN
rainfall,drink,drink,drink,VERB,UCONN
rainfall,catch,catch,catch,VERB,UCONN
rainfall,shower,shower,shower,VERB,UCONN
gumbo,eat,eat,eat,VERB,UCONN
gumbo,make,make,make,VERB,UCONN
gumbo,stir,stir,stir,VERB,UCONN
gumbo,season,season,season,VERB,UCONN
riverboat,ride,ride,ride,VERB,UCONN
riverboat,steer,steer,steer,VERB,UCONN
pug,pet,pet,pet,VERB,UCONN
pug,cuddle,cuddle,cuddle,VERB,UCONN
pug,feed,feed,feed,VERB,UCONN
dove,observe,observe,observe,VERB,UCONN
dove,catch,catch,catch,VERB,UCONN
dove,release,release,release,VERB,UCONN
football,play,play,play,VERB,UCONN
football,catch,catch,catch,VERB,UCONN
football,throw,throw,throw,VERB,UCONN
football,watch,watch,watch,VERB,UCONN
sapling,collect,collect,collect,VERB,UCONN
sapling,harvest,harvest,harvest,VERB,UCONN
glitter,pour,pour,pour,VERB,UCONN
glitter,throw,throw,throw,VERB,UCONN
glitter,sprinkle,sprinkle,sprinkle,VERB,UCONN
searchlight,shine,shine,shine,VERB,UCONN
wrench,crank,crank,crank,VERB,UCONN
wrench,hit,hit,hit,VERB,UCONN
wrench,toss,toss,toss,VERB,UCONN
soldier,fight,fight,fight,VERB,UCONN
soldier,protect,protect,protect,VERB,UCONN
soldier,solute,solute,salute,VERB,UCONN
branch,climb break ,climb,climb,VERB,UCONN
branch,climb break ,break,break,VERB,UCONN
puzzle,solve fix admire,solve,solve,VERB,UCONN
puzzle,solve fix admire,fix,fix,VERB,UCONN
puzzle,solve fix admire,admire,admire,VERB,UCONN
ventilator,breathe break ,breathe,breato,VERB,UCONN
ventilator,breathe break ,break,break,VERB,UCONN
slaw,eat make cook,eat,eat,VERB,UCONN
slaw,eat make cook,make,make,VERB,UCONN
slaw,eat make cook,cook,cake,VERB,UCONN
student,teach study learn,teach,teach,VERB,UCONN
student,teach study learn,study,study,VERB,UCONN
student,teach study learn,learn,learn,VERB,UCONN
creature,kill love mate,kill,kill,VERB,UCONN
creature,kill love mate,love,love,VERB,UCONN
creature,kill love mate,mate,mate,VERB,UCONN
bracelet,wear break give,wear,wear,VERB,UCONN
bracelet,wear break give,break,break,VERB,UCONN
bracelet,wear break give,give,give,VERB,UCONN
underbrush,use ,use,use,VERB,UCONN
faucet,drink pour wash,drink,drink,VERB,UCONN
faucet,drink pour wash,pour,pour,VERB,UCONN
faucet,drink pour wash,wash,wash,VERB,UCONN
skateboard,ride fall break,ride,ride,VERB,UCONN
skateboard,ride fall break,fall,fall,VERB,UCONN
skateboard,ride fall break,break,break,VERB,UCONN
hairdresser, break use store open,break,break,VERB,UCONN
hairdresser, break use store open,use,use,VERB,UCONN
hairdresser, break use store open,store,store,VERB,UCONN
hairdresser, break use store open,open,open,VERB,UCONN
jelly,eat share spread,eat,eat,VERB,UCONN
jelly,eat share spread,share,share,VERB,UCONN
jelly,eat share spread,spread,spread,VERB,UCONN
instrument,play listen make,play,play,VERB,UCONN
instrument,play listen make,listen,listen,VERB,UCONN
instrument,play listen make,make,make,VERB,UCONN
canine,feed train love,feed,feed,VERB,UCONN
canine,feed train love,train,train,VERB,UCONN
canine,feed train love,love,love,VERB,UCONN
automobile,drive break destory,drive,drive,VERB,UCONN
automobile,drive break destory,break,break,VERB,UCONN
automobile,drive break destory,destroy,destroy,VERB,UCONN
carton,drink throw out share,drink,drink,VERB,UCONN
carton,drink throw out share,throw,throw,VERB,UCONN
carton,drink throw out share,share,share,VERB,UCONN
son,share,share,share,VERB,UCONN
son,love,love,love,VERB,UCONN
underpants,wear,wear,wear,VERB,UCONN
underpants,stain,stain,stain,VERB,UCONN
underpants,take off,take,take,VERB,UCONN
thorn,prick,prick,prick,VERB,UCONN
thorn,hurt,hurt,hurt,VERB,UCONN
thorn,bleed,bleed,bleed,VERB,UCONN
suppository,take,take,take,VERB,UCONN
suppository,ingest,ingest,ingest,VERB,UCONN
picture,take,take,take,VERB,UCONN
picture,love,love,love,VERB,UCONN
picture,admire,admire,admire,VERB,UCONN
caramel,eat,eat,eat,VERB,UCONN
caramel,stick,stick,stick,VERB,UCONN
caramel,enjoy,enjoy,enjoy,VERB,UCONN
bodice,love,love,love,VERB,UCONN
pinewood,cut,cut,cut,VERB,UCONN
pinewood,burn,burn,burn,VERB,UCONN
stair,climb,climb,climb,VERB,UCONN
stair,decline,decline,decline,VERB,UCONN
stair,fall,fall,fall,VERB,UCONN
archives,remember,remember,remember,VERB,UCONN
archives,love,love,love,VERB,UCONN
archives,share,share,share,VERB,UCONN
quilt,wear,wear,wear,VERB,UCONN
quilt,make,make,make,VERB,UCONN
quilt,knit,knit,knit,VERB,UCONN
spectacles,wear,wear,wear,VERB,UCONN
spectacles,share,share,share,VERB,UCONN
spectacles,use,use,use,VERB,UCONN
clipboard,use,use,use,VERB,UCONN
clipboard,write,write,write,VERB,UCONN
clipboard,clip,clip,clip,VERB,UCONN
furniture,sit on,sit,sit,VERB,UCONN
furniture,lay on,lay,lay,VERB,UCONN
furniture,sleep,sleep,sleep,VERB,UCONN
squash,food,food,food,NOUN,UCONN
needlework,knitting,knitting,knitt,VERB,UCONN
needlework,fixing,fixing,fix,VERB,UCONN
needlework,hard,hard,hard,ADJ,UCONN
needlework,time consuming,time,time,NOUN,UCONN
needlework,time consuming,consuming,consume,VERB,UCONN
pistol,football formation,football,football,NOUN,UCONN
pistol,football formation,formation,formation,NOUN,UCONN
pistol,gun,gun,gun,VERB,UCONN
pistol,weapon,weapon,weapon,VERB,UCONN
landlady,lady that has land,lady,lady,NOUN,UCONN
landlady,lady that has land,land,land,NOUN,UCONN
pocket,in pants,pants,pants,NOUN,UCONN
pocket,bag,bag,bag,NOUN,UCONN
pocket,cars,cars,cars,NOUN,UCONN
pocket,carry things around,carry,carry,VERB,UCONN
pocket,carry things around,things,thing,NOUN,UCONN
pocket,carry things around,around,around,ADV,UCONN
pocket,put phone in,put,put,VERB,UCONN
pocket,put phone in,phone,phone,NOUN,UCONN
windowpane,into the window ceil,window,window,NOUN,UCONN
ophthalmologist,helps with eye sight,helps,help,VERB,UCONN
ophthalmologist,helps with eye sight,eye,eye,NOUN,UCONN
ophthalmologist,helps with eye sight,sight,sight,NOUN,UCONN
handwork,made by hand,made,make,VERB,UCONN
handwork,made by hand,hand,hand,NOUN,UCONN
handwork,the way you use your hands,way,way,NOUN,UCONN
handwork,the way you use your hands,use,use,VERB,UCONN
handwork,the way you use your hands,hands,hand,NOUN,UCONN
lovebird,a relationship,relationship,relationship,NOUN,UCONN
lovebird,you love birds,love,love,VERB,UCONN
lovebird,you love birds,birds,bird,NOUN,UCONN
cello,instrument you play,instrument,instrument,VERB,UCONN
cello,instrument you play,play,play,VERB,UCONN
nightdress,a dress you wear at night,dress,dress,NOUN,UCONN
nightdress,a dress you wear at night,wear,wear,VERB,UCONN
nightdress,a dress you wear at night,night,night,NOUN,UCONN
barrette,it helps,helps,help,VERB,UCONN
blueprint,scopes out the landscape,scopes,scope,NOUN,UCONN
blueprint,scopes out the landscape,landscape,landscape,NOUN,UCONN
blueprint,has the plans of the construction,plans,plan,NOUN,UCONN
blueprint,has the plans of the construction,construction,construction,VERB,UCONN
robe,things you wear,things,thing,NOUN,UCONN
robe,things you wear,wear,wear,VERB,UCONN
persimmon,food,food,food,NOUN,UCONN
plastic,could be recycled,recycled,recycle,VERB,UCONN
plastic,reused,reused,reuse,VERB,UCONN
plastic,not good for the environment,good,good,ADJ,UCONN
plastic,not good for the environment,environment,environment,NOUN,UCONN
plastic,plastic is everywhere,plastic,plastic,ADJ,UCONN
plastic,plastic is everywhere,everywhere,everywhere,ADV,UCONN
vaccine,a lot of different vaccines,lot,lot,NOUN,UCONN
vaccine,a lot of different vaccines,different,different,ADJ,UCONN
vaccine,a lot of different vaccines,vaccines,vaccine,NOUN,UCONN
vaccine,each for a different purpose to prevent an illness,different,different,ADJ,UCONN
vaccine,each for a different purpose to prevent an illness,purpose,purpose,VERB,UCONN
vaccine,each for a different purpose to prevent an illness,prevent,prevent,VERB,UCONN
vaccine,each for a different purpose to prevent an illness,illness,illness,NOUN,UCONN
human,human being,human,human,ADJ,UCONN
human,humans are used for a lot of things,humans,human,NOUN,UCONN
human,humans are used for a lot of things,used,use,VERB,UCONN
human,humans are used for a lot of things,lot,lot,NOUN,UCONN
human,humans are used for a lot of things,things,thing,NOUN,UCONN
duckling,baby duck,baby,baby,NOUN,UCONN
duckling,baby duck,duck,duck,NOUN,UCONN
tripod,used to stabilize a camera,used,use,VERB,UCONN
tripod,used to stabilize a camera,stabilize,stabilize,VERB,UCONN
tripod,used to stabilize a camera,camera,camera,NOUN,UCONN
bookmark,used to mark where you left off reading,used,use,VERB,UCONN
bookmark,used to mark where you left off reading,mark,mark,VERB,UCONN
bookmark,used to mark where you left off reading,left,leave,VERB,UCONN
bookmark,used to mark where you left off reading,reading,read,NOUN,UCONN
lager,a tool,tool,tool,NOUN,UCONN
bunny,a mammal,mammal,mammal,ADJ,UCONN
bunny,wild or domesticated,wild,wild,ADJ,UCONN
bunny,wild or domesticated,domesticated,domesticate,VERB,UCONN
daffodil,expensive flower,expensive,expensive,ADJ,UCONN
daffodil,expensive flower,flower,flower,NOUN,UCONN
daffodil,different colors,different,different,ADJ,UCONN
daffodil,different colors,colors,color,NOUN,UCONN
daffodil,just for looks,just,just,ADV,UCONN
daffodil,just for looks,looks,look,VERB,UCONN
salve,helps,helps,help,VERB,UCONN
pike,a type of spear,type,type,NOUN,UCONN
pike,a type of spear,spear,spare,NOUN,UCONN
pike,used as a tool. also a fish,used,use,VERB,UCONN
pike,used as a tool. also a fish,tool,tool,VERB,UCONN
pike,used as a tool. also a fish,also,also,ADV,UCONN
pike,used as a tool. also a fish,fish,fish,VERB,UCONN
vegetation,grown out of the ground for consumption,grown,grow,VERB,UCONN
vegetation,grown out of the ground for consumption,ground,ground,NOUN,UCONN
vegetation,grown out of the ground for consumption,consumption,consume,VERB,UCONN
accountant,helps with keeping track of where your money goes,helps,help,VERB,UCONN
accountant,helps with keeping track of where your money goes,keeping,keep,VERB,UCONN
accountant,helps with keeping track of where your money goes,track,track,VERB,UCONN
