Stimuli.Cue,affordance_parsed,word,lemma,POS,School
dishwater,water plants,water,water,NOUN,UCONN
dishwater,water plants,plants,plant,NOUN,UCONN
plaintiff,win a debate,win,win,VERB,UCONN
plaintiff,win a debate,debate,debate,VERB,UCONN
plaintiff,manipulate others,manipulate,manipulate,VERB,UCONN
plaintiff,manipulate others,others,other,NOUN,UCONN
bathtub,showering,showering,showere,VERB,UCONN
bathtub,bathing,bathing,bathe,VERB,UCONN
bathtub,changing room,changing,change,VERB,UCONN
bathtub,changing room,room,room,NOUN,UCONN
bathtub,bucket,bucket,bucket,NOUN,UCONN
catwalk,stage,stage,stage,NOUN,UCONN
catwalk,pageant,pageant,pageant,NOUN,UCONN
catwalk,fashion show,fashion,fashion,NOUN,UCONN
catwalk,fashion show,show,show,VERB,UCONN
entree,main meal,main,main,ADJ,UCONN
entree,main meal,meal,meal,NOUN,UCONN
rocker,rocking chair,rocking,rock,NOUN,UCONN
rocker,rocking chair,chair,chair,NOUN,UCONN
rocker,bassinette,bassinet,bassinet,NOUN,UCONN
rocker,seesaw ,seesaw,seesee,VERB,UCONN
lick,eating,eating,eat,VERB,UCONN
lick,tasting,tasting,taste,VERB,UCONN
lick,sealing envelopes,sealing,sea,VERB,UCONN
lick,sealing envelopes,envelopes,envelopes,NOUN,UCONN
garb,clothing,clothing,clothing,NOUN,UCONN
congresswoman,debating,debating,debate,VERB,UCONN
congresswoman,giving a speech,giving,give,VERB,UCONN
congresswoman,giving a speech,speech,speech,NOUN,UCONN
congresswoman,expressing opinions,expressing,express,VERB,UCONN
congresswoman,expressing opinions,opinions,opinion,NOUN,UCONN
brooch,decorative pin,decorative,decorate,VERB,UCONN
brooch,decorative pin,pin,pin,NOUN,UCONN
brooch,hold clothes closed,hold,hold,INTJ,UCONN
brooch,hold clothes closed,clothes,clothes,NOUN,UCONN
brooch,hold clothes closed,closed,close,VERB,UCONN
brooch,identification,identification,identify,VERB,UCONN
waitress,taking orders,taking,take,VERB,UCONN
waitress,taking orders,orders,order,VERB,UCONN
waitress,serving food,serving,serive,VERB,UCONN
waitress,serving food,food,food,NOUN,UCONN
waitress,receiving money,receiving,receive,VERB,UCONN
waitress,receiving money,money,money,NOUN,UCONN
band,listening to music,listening,listen,VERB,UCONN
band,listening to music,music,music,NOUN,UCONN
band,entertaining crowds,entertaining,entertaine,VERB,UCONN
band,entertaining crowds,crowds,crowd,NOUN,UCONN
band,tie together hair,tie,tie,VERB,UCONN
band,tie together hair,together,together,ADV,UCONN
band,tie together hair,hair,hair,NOUN,UCONN
guestroom,living space for guest,living,live,VERB,UCONN
guestroom,living space for guest,space,space,NOUN,UCONN
guestroom,living space for guest,guest,guest,NOUN,UCONN
guestroom,office,office,office,NOUN,UCONN
guestroom,playroom,playroom,playroom,NOUN,UCONN
guestroom,nursery,nursery,nursery,NOUN,UCONN
guestroom,craft room,craft,craft,NOUN,UCONN
guestroom,craft room,room,room,NOUN,UCONN
banister,sign,sign,sign,VERB,UCONN
banister,advertisement,advertisement,advertise,VERB,UCONN
banister,painting,painting,paint,VERB,UCONN
lace,sleeves,sleeves,sleeve,VERB,UCONN
lace,jewelry,jewelry,jewelry,NOUN,UCONN
lace,tablecloth,tablecloth,tablecloth,NOUN,UCONN
trash,recycling,recycling,recycl,VERB,UCONN
trash,art,art,art,NOUN,UCONN
mum,childcare,childcare,childcare,NOUN,UCONN
mum,cooking,cooking,cook,VERB,UCONN
mum,cleaning,cleaning,clean,VERB,UCONN
icepick,murder,murder,murder,NOUN,UCONN
icepick,breaking ice,breaking,break,VERB,UCONN
icepick,breaking ice,ice,ice,NOUN,UCONN
rail,safety,safety,safety,NOUN,UCONN
cupboard,storage,storage,store,NOUN,UCONN
cupboard,bookshelf,bookshelf,bookshelf,NOUN,UCONN
cupboard,cups,cups,cup,NOUN,UCONN
radio,news,news,news,NOUN,UCONN
radio,music,music,music,NOUN,UCONN
radio,talkshow,talkshow,talkshow,NOUN,UCONN
picnicker,entertainment,entertainment,entertainment,NOUN,UCONN
picnicker,friend,friend,friend,NOUN,UCONN
crackers,snacking,snacking,snack,VERB,UCONN
crackers,crust,crust,crust,NOUN,UCONN
jar,food storage,food,food,NOUN,UCONN
jar,food storage,storage,store,NOUN,UCONN
jar,paint cup,paint,paint,VERB,UCONN
jar,paint cup,cup,cup,NOUN,UCONN
jar,drinking cup,drinking,drink,VERB,UCONN
jar,drinking cup,cup,cup,NOUN,UCONN
jar,making butter,making,make,NOUN,UCONN
jar,making butter,butter,butter,NOUN,UCONN
needles,sewing,sewing,sew,VERB,UCONN
needles,medical stitching,medical,medical,ADJ,UCONN
needles,medical stitching,stitching,stitch,VERB,UCONN
needles,vaccinations,vaccinations,vaccination,NOUN,UCONN
needles,crocheting,crocheting,crochet,VERB,UCONN
needles,murder,murder,murder,NOUN,UCONN
barkeep,serving,serving,serive,VERB,UCONN
barkeep,entertaining,entertaining,entertaine,VERB,UCONN
barkeep,cleaning,cleaning,clean,NOUN,UCONN
croquette,eating,eating,eat,VERB,UCONN
croquette,throwing,throwing,throw,VERB,UCONN
hat,blocks sun,blocks,block,NOUN,UCONN
hat,blocks sun,sun,sun,NOUN,UCONN
hat,decorative accessory,decorative,decorate,VERB,UCONN
hat,decorative accessory,accessory,accessory,NOUN,UCONN
hat,bowl,bowl,bowl,NOUN,UCONN
hamburger,eating,eating,eat,VERB,UCONN
hamburger,throwing,throwing,throw,VERB,UCONN
dwarf,getting into small spaces,getting,get,VERB,UCONN
dwarf,getting into small spaces,small,small,ADJ,UCONN
dwarf,getting into small spaces,spaces,space,NOUN,UCONN
dwarf,sweeping,sweeping,sweep,VERB,UCONN
husband,cooking,cooking,cook,VERB,UCONN
husband,cleaning,cleaning,clean,VERB,UCONN
husband,working,working,work,VERB,UCONN
husband,taxes,taxes,tax,NOUN,UCONN
diploma,receive,receive,receive,VERB,UCONN
diploma,display,display,display,VERB,UCONN
diploma,present,present,present,VERB,UCONN
outhouse,storage,storage,store,NOUN,UCONN
outhouse,clean,clean,clean,VERB,UCONN
outhouse,declutter,clutter,clutter,NOUN,UCONN
slush,avoid,avoid,avoid,VERB,UCONN
slush,slip,slip,slip,VERB,UCONN
slush,clean,clean,clean,VERB,UCONN
slush,drink,drink,drink,VERB,UCONN
tile,clean,clean,clean,VERB,UCONN
tile,stand,stand,stand,VERB,UCONN
tile,replace,replace,replace,VERB,UCONN
electrocardiogram,data,data,data,NOUN,UCONN
electrocardiogram,proceed,proceed,proceed,VERB,UCONN
electrocardiogram,order,order,order,NOUN,UCONN
musician,listen,listen,listen,VERB,UCONN
musician,practice,practice,practice,VERB,UCONN
musician,perform,perform,perform,VERB,UCONN
holder,stand,stand,stand,VERB,UCONN
holder,organize,organize,organize,VERB,UCONN
holder,hold,hold,hold,VERB,UCONN
stirrer,unsure,unsure,unsure,ADJ,UCONN
runner,practice,practice,practice,VERB,UCONN
runner,fit,fit,fit,VERB,UCONN
runner,jog,jog,jog,VERB,UCONN
runner,stretch,stretch,stretch,VERB,UCONN
soccer,practice,practice,practice,VERB,UCONN
soccer,kick,kick,kick,VERB,UCONN
soccer,tackle,tackle,tackle,VERB,UCONN
soccer,dribble ball,dribble,dribble,VERB,UCONN
soccer,dribble ball,ball,ball,NOUN,UCONN
soccer,ball,ball,ball,NOUN,UCONN
stagecoach,teacher,teacher,teacher,NOUN,UCONN
honeysuckle,unsure,unsure,unsure,ADJ,UCONN
shoehorn,horse shoe,horse,horse,NOUN,UCONN
shoehorn,horse shoe,shoe,shoe,NOUN,UCONN
surgeon,surgery,surgery,surgery,NOUN,UCONN
surgeon,fix,fix,fix,VERB,UCONN
surgeon,operate,operate,operate,VERB,UCONN
surgeon,help,help,help,VERB,UCONN
midwife,home,home,home,ADV,UCONN
midwife,kids,kids,kid,NOUN,UCONN
softball,practice,practice,practice,VERB,UCONN
softball,play,play,play,VERB,UCONN
tenant,live here,live,live,VERB,UCONN
belongings,own stuff,stuff,stuff,NOUN,UCONN
axes,throw,throw,throw,VERB,UCONN
axes,break wood,break,break,VERB,UCONN
axes,break wood,wood,wood,NOUN,UCONN
attire,wear,wear,wear,VERB,UCONN
attire,clothing,clothing,clothing,NOUN,UCONN
trolley,travel,travel,travel,VERB,UCONN
beret,hair clip,hair,hair,NOUN,UCONN
beret,hair clip,clip,clip,NOUN,UCONN
eye,see,see,see,VERB,UCONN
eye,watch,watch,watch,VERB,UCONN
eye,avoid,avoid,avoid,VERB,UCONN
statuette,solider,solider,solider,NOUN,UCONN
knitting,make clothes,make,make,VERB,UCONN
knitting,make clothes,clothes,clothes,NOUN,UCONN
knitting,blanket,blanket,blanket,NOUN,UCONN
beautician,beauty,beauty,beauty,NOUN,UCONN
whip,whipped cream,whipped,whip,VERB,UCONN
whip,whipped cream,cream,cream,NOUN,UCONN
whip,hit,hit,hit,VERB,UCONN
bullet,gun,gun,gun,NOUN,UCONN
bullet,shoot,shoot,shoot,VERB,UCONN
triceps,exercise,exercise,exercise,VERB,UCONN
triceps,muscle,muscle,muscle,NOUN,UCONN
baggage,bag,bag,bag,NOUN,UCONN
baggage,travel,travel,travel,NOUN,UCONN
omelet,eat,eat,eat,VERB,UCONN
omelet,throw,throw,throw,VERB,UCONN
omelet,sell,sell,sell,VERB,UCONN
omelet,buy,buy,buy,VERB,UCONN
omelet,smell,smell,smell,VERB,UCONN
omelet,catch,catch,catch,VERB,UCONN
girl,help,help,help,VERB,UCONN
girl,talk to,talk,talk,VERB,UCONN
girl,listen to,listen,listen,VERB,UCONN
bassinet,throw,throw,throw,VERB,UCONN
fag,smoke,smoke,smoke,VERB,UCONN
bridge,run across,run,run,VERB,UCONN
bridge,run across,across,across,ADP,UCONN
bridge,walk across,walk,walk,VERB,UCONN
bridge,walk across,across,across,ADP,UCONN
bridge,swim under,swim,swim,VERB,UCONN
bridge,destroy,destroy,destroy,VERB,UCONN
bridge,build,build,build,VERB,UCONN
jeep,drive,drive,drive,VERB,UCONN
jeep,crash,crash,crash,VERB,UCONN
jeep,wash,wash,wash,VERB,UCONN
jeep,open ,open,open,VERB,UCONN
catnip,eat,eat,eat,VERB,UCONN
catnip,plant,plant,plant,VERB,UCONN
catnip,harvest,harvest,harvest,VERB,UCONN
hanky,blow nose into,blow,blow,VERB,UCONN
hanky,blow nose into,nose,nose,NOUN,UCONN
cigar,smoke,smoke,smoke,VERB,UCONN
cigar,step on,step,step on,VERB,UCONN
cigar,sell,sell,sell,VERB,UCONN
cigar,buy,buy,buy,VERB,UCONN
kernel,eat,eat,eat,VERB,UCONN
kernel,pop,pop,pop,VERB,UCONN
kernel,smell,smell,smell,VERB,UCONN
kernel,wash,wash,wash,VERB,UCONN
kernel,step on,step,step,VERB,UCONN
sax,play,play,play,VERB,UCONN
sax,listen to,listen,listen,VERB,UCONN
sax,teach,teach,teach,VERB,UCONN
sax,learn,learn,learn,VERB,UCONN
sax,wash,wash,wash,VERB,UCONN
kazoo,play,play,play,VERB,UCONN
kazoo,listen,listen,listen,VERB,UCONN
kazoo,teach,teach,teach,VERB,UCONN
kazoo,learn,learn,learn,VERB,UCONN
snorkel,breath,breath,breathe,VERB,UCONN
snorkel,wash,wash,wash,VERB,UCONN
snorkel,swim,swim,swim,VERB,UCONN
lighthouse,climb,climb,climb,VERB,UCONN
lighthouse,live in,live,live,VERB,UCONN
lighthouse,turn on,turn,turn,VERB,UCONN
lighthouse,turn off,turn,turn,VERB,UCONN
lighthouse,see,see,see,VERB,UCONN
nutcrackers,break,break,break,VERB,UCONN
nutcrackers,clean,clean,clean,VERB,UCONN
nutcrackers,step on,step,step on,VERB,UCONN
pork,eat,eat,eat,VERB,UCONN
pork,cook,cook,cake,VERB,UCONN
pork,wash,wash,wash,VERB,UCONN
pork,thaw ,thaw,thaw,VERB,UCONN
aircraft,fly,fly,fly,VERB,UCONN
aircraft,crash,crash,crash,VERB,UCONN
aircraft,land,land,land,VERB,UCONN
aircraft,clean,clean,clean,VERB,UCONN
aircraft,sit in,sit,sit,VERB,UCONN
oyster,eat,eat,eat,VERB,UCONN
oyster,wash,wash,wash,VERB,UCONN
oyster,find,find,find,VERB,UCONN
toothpaste,clean,clean,clean,VERB,UCONN
toothpaste,taste,taste,taste,VERB,UCONN
toothpaste,smell,smell,smell,VERB,UCONN
toothpaste,brush teeth with,brush,brush,VERB,UCONN
toothpaste,brush teeth with,teeth,tooth,NOUN,UCONN
sheet,clean,clean,clean,VERB,UCONN
sheet,sleep on,sleep,sleep,VERB,UCONN
sheet,tuck in,tuck,tuck,NOUN,UCONN
sack,store things,store,store,VERB,UCONN
sack,store things,things,thing,NOUN,UCONN
sack,hit someone,hit,hit,VERB,UCONN
sack,hit someone,someone,someone,PRON,UCONN
sack,fill,fill,fill,VERB,UCONN
retriever,fetch,fetch,fetch,VERB,UCONN
fishbone,break,break,break,VERB,UCONN
fishbone,cut,cut,cut,VERB,UCONN
fishbone,clean,clean,clean,VERB,UCONN
cafe,eat,eat,eat,VERB,UCONN
cafe,drink,drink,drink,VERB,UCONN
cafe,talk,talk,talk,VERB,UCONN
cafe,sit,sit,sit,VERB,UCONN
cheerleader,dance,dance,dance,VERB,UCONN
cheerleader,cheer,cheer,cheer,VERB,UCONN
cheerleader,sing,sing,se,VERB,UCONN
booze,drink,drink,drink,VERB,UCONN
maggot,throw away,throw,throw,VERB,UCONN
maggot,throw away,away,away,ADV,UCONN
sackcloth,clean,clean,clean,VERB,UCONN
sackcloth,sell,sell,sell,VERB,UCONN
sackcloth,buy,buy,buy,VERB,UCONN
dispenser,retrieve items,retrieve,retrieve,VERB,UCONN
dispenser,retrieve items,items,item,NOUN,UCONN
dispenser,pay,pay,pay,VERB,UCONN
computer,homework,homework,homework,NOUN,UCONN
computer,watching shows/movies,watching,watch,VERB,UCONN
computer,watching shows/movies,shows,show,NOUN,UCONN
computer,watching shows/movies,movies,movie,NOUN,UCONN
computer,online shopping,online,online,ADV,UCONN
computer,online shopping,shopping,shop,VERB,UCONN
bunion,none,none,none,NOUN,UCONN
basement,storage ,storage,store,VERB,UCONN
valve,handy stuff,handy,handy,ADJ,UCONN
valve,handy stuff,stuff,stuff,NOUN,UCONN
shuffleboard,games,games,game,VERB,UCONN
shuffleboard,entertainment,entertainment,entertain,VERB,UCONN
brandy,toy,toy,toy,NOUN,UCONN
leash,animals,animals,animal,NOUN,UCONN
fawn,clothing,clothing,clothing,NOUN,UCONN
steel,materials,materials,materials,NOUN,UCONN
steel,electronics,electronics,electronics,NOUN,UCONN
steel,earrings,earrings,earring,NOUN,UCONN
shrimp,eating,eating,eat,VERB,UCONN
shrimp,cooking,cooking,cook,VERB,UCONN
dishwater,cleaning dishes ,cleaning,clean,VERB,UCONN
dishwater,cleaning dishes ,dishes,dish,NOUN,UCONN
pouch,keeping things secure ,keeping,keep,VERB,UCONN
pouch,keeping things secure ,things,thing,NOUN,UCONN
pouch,keeping things secure ,secure,secure,VERB,UCONN
breeches,clothes,clothes,clothes,NOUN,UCONN
library,studying,studying,study,VERB,UCONN
library,research,research,research,VERB,UCONN
library,homework,homework,homework,NOUN,UCONN
library,study groups,study,study,VERB,UCONN
library,study groups,groups,group,NOUN,UCONN
appendage,protection,protection,protect,VERB,UCONN
colt,firearms,firearms,firearm,NOUN,UCONN
colt,rifles,rifles,rifle,NOUN,UCONN
scab,lessons,lessons,lesson,NOUN,UCONN
stairs,climbing,climbing,climb,VERB,UCONN
rook,birds,birds,bird,NOUN,UCONN
pearl,fashion,fashion,fashion,NOUN,UCONN
pearl,jewelry ,jewelry,jewelry,NOUN,UCONN
chowder,food,food,food,NOUN,UCONN
chowder,eating,eating,eat,VERB,UCONN
frankfurter,eating,eating,eat,VERB,UCONN
stationery,random,random,random,X,UCONN
entertainer,enjoyment,enjoyment,enjoyment,NOUN,UCONN
entertainer,pleasure ,pleasure,pleasure,VERB,UCONN
chicken,eating,eating,eat,VERB,UCONN
chicken,comfort,comfort,comfort,NOUN,UCONN
chicken,farm,farm,farm,NOUN,UCONN
chicken,cooking,cooking,cook,NOUN,UCONN
chicken,hatching,hatching,hatch,VERB,UCONN
teammate,support,support,support,VERB,UCONN
ship,travel,travel,travel,VERB,UCONN
ship,shipment,shipment,shipment,NOUN,UCONN
soy,eating,eating,eat,VERB,UCONN
soy,cooking,cooking,cook,VERB,UCONN
altar,church,church,church,NOUN,UCONN
altar,wedding,wedding,wedding,NOUN,UCONN
altar,events,events,event,NOUN,UCONN
customer,store,store,store,VERB,UCONN
customer,shopping,shopping,shop,VERB,UCONN
abacus,play,play,play,VERB,UCONN
abacus,clean,clean,clean,VERB,UCONN
abacus,count,count,count,NOUN,UCONN
lunch,eat,eat,eat,VERB,UCONN
lunch,make,make,make,VERB,UCONN
lunch,cook,cook,cake,VERB,UCONN
lunch,throw away,throw,throw,VERB,UCONN
lunch,throw away,away,away,ADV,UCONN
lunch,give ,give,give,VERB,UCONN
underclothing,wash,wash,wash,VERB,UCONN
underclothing,take off,take,take,VERB,UCONN
underclothing,dirty,dirty,dirty,ADJ,UCONN
underclothing,clean,clean,clean,VERB,UCONN
underclothing,dry,dry,dry,ADJ,UCONN
underclothing,buy,buy,buy,VERB,UCONN
underclothing,sell,sell,sell,VERB,UCONN
underclothing,give,give,give,VERB,UCONN
rowboat,sit,sit,sit,VERB,UCONN
rowboat,move,move,move,VERB,UCONN
rowboat,clean,clean,clean,VERB,UCONN
rowboat,put away,put,put,VERB,UCONN
rowboat,put away,away,away,ADV,UCONN
gasket,put things inside,put,put,VERB,UCONN
gasket,put things inside,things,thing,NOUN,UCONN
gasket,put things inside,inside,inside,ADV,UCONN
gasket,pick up,pick,pick,VERB,UCONN
percolator,touch,touch,touch,NOUN,UCONN
stage,walk on,walk,walk,VERB,UCONN
stage,laugh on,laugh,laugh,VERB,UCONN
stage,act,act,act,NOUN,UCONN
stage,stumble on,stumble,stumble,VERB,UCONN
stage,play,play,play,VERB,UCONN
stage,look at,look,look,VERB,UCONN
stage,clean,clean,clean,VERB,UCONN
stage,decorate,decorate,decorate,VERB,UCONN
stage,dance,dance,dance,VERB,UCONN
stage,jump on,jump,jump,VERB,UCONN
worksheet,write on,write,write,VERB,UCONN
worksheet,erase,erase,erase,VERB,UCONN
worksheet,rip up,rip,rip,VERB,UCONN
worksheet,turn in,turn,turn,VERB,UCONN
worksheet,give back,give,give,VERB,UCONN
worksheet,give back,back,back,ADV,UCONN
stepbrother,play with,play,play,VERB,UCONN
stepbrother,argue,argue,argue,VERB,UCONN
stepbrother,hit,hit,hit,VERB,UCONN
stepbrother,hug,hug,hug,VERB,UCONN
stepbrother,kiss,kiss,kiss,VERB,UCONN
stepbrother,talk,talk,talk,VERB,UCONN
stepbrother,laugh,laugh,laugh,VERB,UCONN
stepbrother,cook with,cook,cake,VERB,UCONN
stepbrother,watch movies,watch,watch,VERB,UCONN
stepbrother,watch movies,movies,movie,NOUN,UCONN
stepbrother,do activites,activity,activity,NOUN,UCONN
ruler,measure things,measure,measure,VERB,UCONN
ruler,measure things,things,thing,NOUN,UCONN
ruler,use as a weapon,use,use,VERB,UCONN
ruler,use as a weapon,weapon,weapon,VERB,UCONN
ruler,hit someone with,hit,hit,VERB,UCONN
ruler,hit someone with,someone,someone,PRON,UCONN
ruler,play,play,play,VERB,UCONN
ruler,break ,break,break,VERB,UCONN
coaster,put away,put,put,VERB,UCONN
coaster,put away,away,away,ADV,UCONN
coaster,break,break,break,VERB,UCONN
coaster,put cup on top of it,put,put,VERB,UCONN
coaster,put cup on top of it,cup,cup,NOUN,UCONN
coaster,put cup on top of it,top,top,ADJ,UCONN
coaster,dirtty,dirty,dirty,ADJ,UCONN
props,put away,put,put,VERB,UCONN
props,put away,away,away,ADV,UCONN
props,take out,take,take,VERB,UCONN
props,break,break,break,VERB,UCONN
props,hit,hit,hit,VERB,UCONN
props,make,make,make,VERB,UCONN
props,decorate,decorate,decorate,VERB,UCONN
props,put on stage,put,put,VERB,UCONN
props,put on stage,stage,stage,NOUN,UCONN
engineer,talk to,talk,talk,VERB,UCONN
engineer,laugh with,laugh,laugh,VERB,UCONN
engineer,work with,work,work,NOUN,UCONN
teacher,talk to,talk,talk,VERB,UCONN
teacher,be angry at,angry,angry,ADJ,UCONN
teacher,walk with,walk,walk,VERB,UCONN
teacher,ask questions,ask,ask,VERB,UCONN
teacher,ask questions,questions,question,VERB,UCONN
flaxseed,eat,eat,eat,VERB,UCONN
flaxseed,plant,plant,plant,VERB,UCONN
flaxseed,grow,grow,grow,VERB,UCONN
tangerine,eat,eat,eat,VERB,UCONN
tangerine,plant,plant,plant,VERB,UCONN
tangerine,make juice,make,make,VERB,UCONN
tangerine,make juice,juice,juice,NOUN,UCONN
tangerine,put in compost bin,put,put,VERB,UCONN
tangerine,put in compost bin,compost,compost,VERB,UCONN
tangerine,put in compost bin,bin,bin,NOUN,UCONN
salamander,play,play,play,VERB,UCONN
salamander,eat,eat,eat,VERB,UCONN
salamander,touch,touch,touch,VERB,UCONN
salamander,step on,step,step on,VERB,UCONN
salamander,look at,look,look,VERB,UCONN
trench,sit in,sit,sit,VERB,UCONN
trench,lay down,lay,lay,VERB,UCONN
trench,cry,cry,cry,VERB,UCONN
trench,tend to wounds,tend,tend,VERB,UCONN
trench,tend to wounds,wounds,wound,NOUN,UCONN
trench,talk to soliders ,talk,talk,VERB,UCONN
trench,talk to soliders ,soldiers,soldier,NOUN,UCONN
tablecloth,clean,clean,clean,VERB,UCONN
tablecloth,dirty,dirty,dirty,ADJ,UCONN
tablecloth,put away,put,put,VERB,UCONN
tablecloth,put away,away,away,ADV,UCONN
tablecloth,fold,fold,fold,VERB,UCONN
tablecloth,set up on table,set,set,VERB,UCONN
tablecloth,set up on table,table,table,NOUN,UCONN
tablecloth,throw at someone,throw,throw,VERB,UCONN
tablecloth,throw at someone,someone,someone,PRON,UCONN
cheek,kiss,kiss,kiss,VERB,UCONN
cheek,touch,touch,touch,VERB,UCONN
cheek,punch,punch,punch,VERB,UCONN
cheek,slap,slap,slap,VERB,UCONN
cheek,pinch,pinch,pinch,VERB,UCONN
cheek,cup,cup,cup,NOUN,UCONN
cheek,squeeze,squeeze,squeeze,VERB,UCONN
lunchroom,eat,eat,eat,VERB,UCONN
lunchroom,talk,talk,talk,VERB,UCONN
lunchroom,throw food,throw,throw,VERB,UCONN
lunchroom,throw food,food,food,NOUN,UCONN
lunchroom,fight,fight,fight,VERB,UCONN
lunchroom,laugh,laugh,laugh,VERB,UCONN
lunchroom,cook ,cook,cake,VERB,UCONN
eyewash,turn on,turn,turn,VERB,UCONN
eyewash,check,check,check,VERB,UCONN
eyewash,clean,clean,clean,VERB,UCONN
eyewash,turn off,turn,turn,VERB,UCONN
thumbtack,put things on wall,put,put,VERB,UCONN
thumbtack,put things on wall,things,thing,NOUN,UCONN
thumbtack,put things on wall,wall,wall,NOUN,UCONN
thumbtack,prick yourself,prick,prick,VERB,UCONN
thumbtack,step on,step,step on,VERB,UCONN
thumbtack,throw,throw,throw,VERB,UCONN
thumbtack,throw away,throw,throw,VERB,UCONN
thumbtack,throw away,away,away,ADV,UCONN
parchment,use for baking,use,use,VERB,UCONN
parchment,use for baking,baking,bake,VERB,UCONN
parchment,crumble,crumble,crumble,VERB,UCONN
parchment,rip,rip,rip,VERB,UCONN
parchment,throw away,throw,throw,VERB,UCONN
parchment,throw away,away,away,ADV,UCONN
electrician,talk to,talk,talk,VERB,UCONN
electrician,pay,pay,pay,VERB,UCONN
electrician,ask for advice,ask,ask,VERB,UCONN
electrician,ask for advice,advice,advice,NOUN,UCONN
watchband,look at,look,look,VERB,UCONN
watchband,break,break,break,VERB,UCONN
watchband,throw,throw,throw,VERB,UCONN
watchband,buy,buy,buy,VERB,UCONN
watchband,sell,sell,sell,VERB,UCONN
watchband,look at,look,look,VERB,UCONN
shank,look at,look,look,VERB,UCONN
stem,touch,touch,touch,VERB,UCONN
stem,snap,snap,snap,VERB,UCONN
stem,step on,step,step on,VERB,UCONN
stem,throw away,throw,throw,VERB,UCONN
stem,throw away,away,away,ADV,UCONN
medal,bite it,bite,bite,VERB,UCONN
medal,hang up on wall,hang,hang,VERB,UCONN
medal,hang up on wall,wall,wall,NOUN,UCONN
medal,gloat,gloat,gloat,VERB,UCONN
medal,wear,wear,wear,VERB,UCONN
duster,clean,clean,clean,VERB,UCONN
duster,throw away,throw,throw,VERB,UCONN
duster,throw away,away,away,ADV,UCONN
duster,use to remove dust,use,use,VERB,UCONN
duster,use to remove dust,remove,remove,VERB,UCONN
duster,use to remove dust,dust,dust,VERB,UCONN
chin,touch,touch,touch,NOUN,UCONN
chin,eat,eat,eat,VERB,UCONN
chin,rest,rest,rest,VERB,UCONN
flamethrower,fire,fire,fire,NOUN,UCONN
flamethrower,throw,throw,throw,VERB,UCONN
headboard,support,support,support,VERB,UCONN
headboard,confort,comfort,comfort,VERB,UCONN
dad,love,love,love,VERB,UCONN
dad,support,support,support,VERB,UCONN
dad,money,money,money,NOUN,UCONN
icebox,cooling,cooling,cool,VERB,UCONN
icebox,cold,cold,cold,ADJ,UCONN
icebox,freeze,freeze,freeze,VERB,UCONN
stencil,trace,trace,trace,VERB,UCONN
stencil,copy,copy,copy,VERB,UCONN
stencil,draw,draw,dree,VERB,UCONN
eyeglass,see,see,see,VERB,UCONN
eyeglass,watch,watch,watch,VERB,UCONN
eyeglass,observe,observe,observe,VERB,UCONN
counselor,talk,talk,talk,VERB,UCONN
counselor,support,support,support,VERB,UCONN
cranberry,eat,eat,eat,VERB,UCONN
cranberry,drink,drink,drink,VERB,UCONN
cranberry,cook,cook,cake,VERB,UCONN
cranberry,bake,bake,bake,VERB,UCONN
thermostat,measure water,measure,measure,VERB,UCONN
thermostat,measure water,water,water,NOUN,UCONN
thermostat,temp,temp,temp,NOUN,UCONN
thermostat,food,food,food,NOUN,UCONN
kiln,bake,bake,bake,VERB,UCONN
kiln,cook,cook,cake,VERB,UCONN
kiln,harden,harden,harden,VERB,UCONN
ferryboat,sail,sail,sail,VERB,UCONN
ferryboat,transport,transport,transport,VERB,UCONN
ferryboat,travel,travel,travel,VERB,UCONN
videotape,record,record,record,VERB,UCONN
videotape,remeber ,remember,remember,VERB,UCONN
pecan,eat,eat,eat,VERB,UCONN
pecan,bake,bake,bake,VERB,UCONN
pecan,cook,cook,cake,VERB,UCONN
coffeepot,make,make,make,VERB,UCONN
hatband,wear,wear,wear,VERB,UCONN
hatband,feel,feel,feel,VERB,UCONN
tapestry,decoratoin,decoration,decorate,VERB,UCONN
tapestry,cover up,cover,cover,NOUN,UCONN
crayfish,eat,eat,eat,VERB,UCONN
crayfish,cook,cook,cake,VERB,UCONN
den,live,live,live,VERB,UCONN
den,relax,relax,relax,VERB,UCONN
den,sleep,sleep,sleep,VERB,UCONN
ankle,walk,walk,walk,VERB,UCONN
ankle,run,run,run,NOUN,UCONN
ankle,support,support,support,VERB,UCONN
lilly,pick,pick,pick,VERB,UCONN
lilly,look at,look,look,VERB,UCONN
lilly,smell,smell,smell,VERB,UCONN
lilly,take care of,take,take,VERB,UCONN
lilly,take care of,care,care,VERB,UCONN
handball,throw,throw,throw,VERB,UCONN
handball,catch,catch,catch,VERB,UCONN
handball,watch,watch,watch,VERB,UCONN
trophy,earn,earn,earn,VERB,UCONN
trophy,look at,look,look,VERB,UCONN
trophy,hold,hold,hold,VERB,UCONN
diamond,wear,wear,wear,VERB,UCONN
diamond,touch,touch,touch,VERB,UCONN
diamond,look at,look,look,VERB,UCONN
mushroom,eat,eat,eat,VERB,UCONN
mushroom,grow,grow,grow,VERB,UCONN
hammer,bang,bang,bang,VERB,UCONN
hammer,bend,bend,bend,VERB,UCONN
windbreaker,wear,wear,wear,VERB,UCONN
groceries,shop,shop,shop,VERB,UCONN
