Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group,
5c63363b935c87000118a78a,son,chores,chores,chore,VERB,Prolific,
5c63363b935c87000118a78a,bracelet,wear,wear,wear,VERB,Prolific,
5c63363b935c87000118a78a,carton,open,open,open,VERB,Prolific,
5c63363b935c87000118a78a,carton,close,close,close,VERB,Prolific,
5c63363b935c87000118a78a,carton,pour,pour,pour,VERB,Prolific,
5c63363b935c87000118a78a,skateboard,ride,ride,ride,VERB,Prolific,
5c63363b935c87000118a78a,skateboard,do tricks,tricks,trick,VERB,Prolific,
5c63363b935c87000118a78a,caramel,eat,eat,eat,VERB,Prolific,
5c63363b935c87000118a78a,furniture,sit on,sit,sit,VERB,Prolific,
5c63363b935c87000118a78a,furniture,polish,polish,polish,VERB,Prolific,
5c63363b935c87000118a78a,furniture,sell,sell,sell,VERB,Prolific,
5c63363b935c87000118a78a,furniture,buy,buy,buy,VERB,Prolific,
5c63363b935c87000118a78a,hairdresser,cut hair,cut,cut,VERB,Prolific,
5c63363b935c87000118a78a,hairdresser,cut hair,hair,hair,NOUN,Prolific,
5c63363b935c87000118a78a,hairdresser,wash hair,wash,wash,VERB,Prolific,
5c63363b935c87000118a78a,hairdresser,wash hair,hair,hair,NOUN,Prolific,
5c63363b935c87000118a78a,stair,climb,climb,climb,VERB,Prolific,
5c63363b935c87000118a78a,stair,descend,descend,descend,VERB,Prolific,
5c63363b935c87000118a78a,picture,look at,look,look,VERB,Prolific,
5c63363b935c87000118a78a,picture,hang on wall,hang,hang,VERB,Prolific,
5c63363b935c87000118a78a,picture,hang on wall,wall,wall,NOUN,Prolific,
5c63363b935c87000118a78a,picture,share with others,share,share,VERB,Prolific,
5c63363b935c87000118a78a,picture,share with others,others,other,NOUN,Prolific,
5c63363b935c87000118a78a,clipboard,keep documents safe,keep,keep,VERB,Prolific,
5c63363b935c87000118a78a,clipboard,keep documents safe,documents,document,NOUN,Prolific,
5c63363b935c87000118a78a,suppository,piles treatment,piles,pile,NOUN,Prolific,
5c63363b935c87000118a78a,suppository,piles treatment,treatment,treat,VERB,Prolific,
5c63363b935c87000118a78a,jelly,eat,eat,eat,VERB,Prolific,
5c63363b935c87000118a78a,ventilator,support breathing,support,support,NOUN,Prolific,
5c63363b935c87000118a78a,ventilator,support breathing,breathing,breathe,VERB,Prolific,
5c63363b935c87000118a78a,automobile,drive,drive,drive,VERB,Prolific,
5c63363b935c87000118a78a,automobile,taxi,taxi,taxi,NOUN,Prolific,
5c63363b935c87000118a78a,automobile,ambulance,ambulance,ambulance,NOUN,Prolific,
5c63363b935c87000118a78a,automobile,police car,police,police,NOUN,Prolific,
5c63363b935c87000118a78a,automobile,police car,car,car,NOUN,Prolific,
5c63363b935c87000118a78a,puzzle,complete,complete,complete,VERB,Prolific,
5c63363b935c87000118a78a,creature,tame,tame,tame,VERB,Prolific,
5c63363b935c87000118a78a,creature,observe,observe,observe,VERB,Prolific,
5c63363b935c87000118a78a,canine,pet,pet,pet,VERB,Prolific,
5c63363b935c87000118a78a,canine,feed,feed,feed,VERB,Prolific,
5c63363b935c87000118a78a,canine,walk,walk,walk,VERB,Prolific,
5c63363b935c87000118a78a,canine,play with,play,play,VERB,Prolific,
5c63363b935c87000118a78a,underpants,wear,wear,wear,VERB,Prolific,
5c63363b935c87000118a78a,underpants,wash,wash,wash,VERB,Prolific,
5c63363b935c87000118a78a,thorn,remove from finger,remove,remove,VERB,Prolific,
5c63363b935c87000118a78a,thorn,remove from finger,finger,finger,NOUN,Prolific,
5c63363b935c87000118a78a,faucet,wash hands,wash,wash,VERB,Prolific,
5c63363b935c87000118a78a,faucet,wash hands,hands,hand,NOUN,Prolific,
5c63363b935c87000118a78a,faucet,wash dishes,wash,wash,VERB,Prolific,
5c63363b935c87000118a78a,faucet,wash dishes,dishes,dish,NOUN,Prolific,
5c63363b935c87000118a78a,faucet,fill a bath,fill,fill,VERB,Prolific,
5c63363b935c87000118a78a,faucet,fill a bath,bath,bath,NOUN,Prolific,
5c63363b935c87000118a78a,student,research assistant,research,research,VERB,Prolific,
5c63363b935c87000118a78a,student,research assistant,assistant,assistant,NOUN,Prolific,
5d4200b0f1006e00196a9322,page,fold,fold,fold,VERB,Prolific,
5d4200b0f1006e00196a9322,page,read,read,read,VERB,Prolific,
5d4200b0f1006e00196a9322,page,origami,origami,origami,VERB,Prolific,
5d4200b0f1006e00196a9322,page,write,write,write,VERB,Prolific,
5d4200b0f1006e00196a9322,wench,talk,talk,talk,VERB,Prolific,
5d4200b0f1006e00196a9322,wench,kiss,kiss,kiss,VERB,Prolific,
5d4200b0f1006e00196a9322,wench,laugh,laugh,laugh,VERB,Prolific,
5d4200b0f1006e00196a9322,wench,drink with,drink,drink,VERB,Prolific,
5d4200b0f1006e00196a9322,trainee,teach,teach,teach,VERB,Prolific,
5d4200b0f1006e00196a9322,trainee,supervise,supervise,supervise,VERB,Prolific,
5d4200b0f1006e00196a9322,trainee,mentor,mentor,mentor,VERB,Prolific,
5d4200b0f1006e00196a9322,trainee,grade,grade,grade,NOUN,Prolific,
5d4200b0f1006e00196a9322,firearm,shoot,shoot,shoot,VERB,Prolific,
5d4200b0f1006e00196a9322,firearm,twirl,twirl,twirl,VERB,Prolific,
5d4200b0f1006e00196a9322,firearm,load,load,load,VERB,Prolific,
5d4200b0f1006e00196a9322,firearm,polish,polish,polish,VERB,Prolific,
5d4200b0f1006e00196a9322,headpiece,wear,wear,wear,VERB,Prolific,
5d4200b0f1006e00196a9322,headpiece,pose,pose,pose,VERB,Prolific,
5d4200b0f1006e00196a9322,headpiece,sit,sit,sit,VERB,Prolific,
5d4200b0f1006e00196a9322,calculator,do sums,sums,sum,VERB,Prolific,
5d4200b0f1006e00196a9322,calculator,break,break,break,VERB,Prolific,
5d4200b0f1006e00196a9322,calculator,fractions,fractions,fraction,NOUN,Prolific,
5d4200b0f1006e00196a9322,dough,bread,bread,bread,NOUN,Prolific,
5d4200b0f1006e00196a9322,dough,kneed,kneed,knee,VERB,Prolific,
5d4200b0f1006e00196a9322,dough,bake,bake,bake,VERB,Prolific,
5d4200b0f1006e00196a9322,dandelion,blow,blow,blow,VERB,Prolific,
5d4200b0f1006e00196a9322,dandelion,tie together,tie,tie,VERB,Prolific,
5d4200b0f1006e00196a9322,dandelion,tie together,together,together,ADV,Prolific,
5d4200b0f1006e00196a9322,dandelion,make tea,make,make,VERB,Prolific,
5d4200b0f1006e00196a9322,dandelion,make tea,tea,tea,VERB,Prolific,
5d4200b0f1006e00196a9322,chevy,drive,drive,drive,VERB,Prolific,
5d4200b0f1006e00196a9322,chevy,fix,fix,fix,VERB,Prolific,
5d4200b0f1006e00196a9322,chevy,maintain,maintain,maintain,VERB,Prolific,
5d4200b0f1006e00196a9322,noodle,eat,eat,eat,VERB,Prolific,
5d4200b0f1006e00196a9322,noodle,tie,tie,tie,VERB,Prolific,
5d4200b0f1006e00196a9322,noodle,cook,cook,cook,VERB,Prolific,
5d4200b0f1006e00196a9322,noodle,stir fry,stir,stir fry,VERB,Prolific,
5d4200b0f1006e00196a9322,wineglass,drink,drink,drink,VERB,Prolific,
5d4200b0f1006e00196a9322,wineglass,tap,tap,tap,VERB,Prolific,
5d4200b0f1006e00196a9322,wineglass,sound on rim,sound,sound,VERB,Prolific,
5d4200b0f1006e00196a9322,wineglass,sound on rim,rim,rim,INTJ,Prolific,
5d4200b0f1006e00196a9322,vomit,fertiliser,fertilize,fertilize,VERB,Prolific,
5d4200b0f1006e00196a9322,underclothes,wear,wear,wear,VERB,Prolific,
5d4200b0f1006e00196a9322,underclothes,sniff,sniff,sniff,VERB,Prolific,
5d4200b0f1006e00196a9322,underclothes,stitch together,stitch,stitch,VERB,Prolific,
5d4200b0f1006e00196a9322,underclothes,stitch together,together,together,ADV,Prolific,
5d4200b0f1006e00196a9322,underclothes,mend,mend,mend,VERB,Prolific,
5d4200b0f1006e00196a9322,sheepdog,gather sheep,gather,gather,VERB,Prolific,
5d4200b0f1006e00196a9322,sheepdog,gather sheep,sheep,sheep,NOUN,Prolific,
5d4200b0f1006e00196a9322,sheepdog,feed,feed,feed,VERB,Prolific,
5d4200b0f1006e00196a9322,sheepdog,walk,walk,walk,VERB,Prolific,
5d4200b0f1006e00196a9322,sheepdog,pet,pet,pet,VERB,Prolific,
5d4200b0f1006e00196a9322,pebble,polish,polish,polish,VERB,Prolific,
5d4200b0f1006e00196a9322,pebble,skim,skim,skim,VERB,Prolific,
5d4200b0f1006e00196a9322,pebble,scrape,scrape,scrape,VERB,Prolific,
5d4200b0f1006e00196a9322,storybook,read,read,read,VERB,Prolific,
5d4200b0f1006e00196a9322,storybook,balance,balance,balance,VERB,Prolific,
5d4200b0f1006e00196a9322,storybook,write,write,write,VERB,Prolific,
5d4200b0f1006e00196a9322,margarine,toast,toast,toast,NOUN,Prolific,
5d4200b0f1006e00196a9322,margarine,cakes,cakes,cake,NOUN,Prolific,
5d4200b0f1006e00196a9322,margarine,grease,grease,grease,VERB,Prolific,
5d4200b0f1006e00196a9322,parent,love,love,love,VERB,Prolific,
5d4200b0f1006e00196a9322,parent,respect,respect,respect,VERB,Prolific,
5d4200b0f1006e00196a9322,parent,revolt,revolt,revolt,VERB,Prolific,
5d4200b0f1006e00196a9322,hardwood,bed,bed,bed,NOUN,Prolific,
5d4200b0f1006e00196a9322,hardwood,house,house,house,NOUN,Prolific,
5d4200b0f1006e00196a9322,hardwood,chair,chair,chair,NOUN,Prolific,
5d4200b0f1006e00196a9322,hardwood,sanding block,sanding,sand,VERB,Prolific,
5d4200b0f1006e00196a9322,hardwood,sanding block,block,block,NOUN,Prolific,
5d4200b0f1006e00196a9322,headlight,flash,flash,flash,VERB,Prolific,
5d4200b0f1006e00196a9322,headlight,full beam,full,full,ADJ,Prolific,
5d4200b0f1006e00196a9322,headlight,full beam,beam,beam,NOUN,Prolific,
5d4200b0f1006e00196a9322,cauliflower,cheese,cheese,cheese,NOUN,Prolific,
5d4200b0f1006e00196a9322,cauliflower,steam,steam,steam,VERB,Prolific,
5d4200b0f1006e00196a9322,cauliflower,boil,boil,boil,VERB,Prolific,
5d4200b0f1006e00196a9322,fiancee,love,love,love,VERB,Prolific,
5d4200b0f1006e00196a9322,fiancee,propose,propose,propose,VERB,Prolific,
5d4200b0f1006e00196a9322,fiancee,date,date,date,VERB,Prolific,
5d4200b0f1006e00196a9322,grandnephew,visit,visit,visit,VERB,Prolific,
5d4200b0f1006e00196a9322,grandnephew,play,play,play,VERB,Prolific,
5d4200b0f1006e00196a9322,grandnephew,talk,talk,talk,VERB,Prolific,
5d4200b0f1006e00196a9322,sledgehammer,crack concrete,crack,crack,VERB,Prolific,
5d4200b0f1006e00196a9322,sledgehammer,crack concrete,concrete,concrete,NOUN,Prolific,
5d4200b0f1006e00196a9322,sledgehammer,vandalise,vandalize,vandalize,VERB,Prolific,
5d4200b0f1006e00196a9322,sledgehammer,break in,break,break in,VERB,Prolific,
5d4200b0f1006e00196a9322,pilot,fly,fly,fly,VERB,Prolific,
5d4200b0f1006e00196a9322,pilot,land,land,land,VERB,Prolific,
5d4200b0f1006e00196a9322,pilot,shoot,shoot,shoot,VERB,Prolific,
5d4200b0f1006e00196a9322,pilot,glide,glide,glide,VERB,Prolific,
5d4200b0f1006e00196a9322,pepperoni,pizza,pizza,pizza,NOUN,Prolific,
5d4200b0f1006e00196a9322,pepperoni,salad,salad,salad,NOUN,Prolific,
5d4200b0f1006e00196a9322,pepperoni,relish,relish,relish,INTJ,Prolific,
5d4200b0f1006e00196a9322,him,talk,talk,talk,VERB,Prolific,
5d4200b0f1006e00196a9322,him,respect,respect,respect,VERB,Prolific,
5d4200b0f1006e00196a9322,him,sport,sport,sport,NOUN,Prolific,
5d4200b0f1006e00196a9322,scarecrow,bird scarer,bird,bird,NOUN,Prolific,
5d4200b0f1006e00196a9322,scarecrow,bird scarer,scare,scare,VERB,Prolific,
5d4200b0f1006e00196a9322,scarecrow,puppet,puppet,puppet,NOUN,Prolific,
5d4200b0f1006e00196a9322,scarecrow,clothe,clothe,clothe,VERB,Prolific,
5d4200b0f1006e00196a9322,flag,hoist,hoist,hoist,VERB,Prolific,
5d4200b0f1006e00196a9322,flag,half-mast,half,half-mast,NOUN,Prolific,
5d4200b0f1006e00196a9322,flag,bring down,bring,bring,VERB,Prolific,
5d4200b0f1006e00196a9322,hamper,eat,eat,eat,VERB,Prolific,
5d4200b0f1006e00196a9322,hamper,picnic,picnic,picnic,VERB,Prolific,
5d4200b0f1006e00196a9322,hamper,sit,sit,sit,VERB,Prolific,
5d4200b0f1006e00196a9322,hamper,float,float,float,VERB,Prolific,
5d49ac72c23d930001dd9c36,lyre,strum,strum,strum,VERB,Prolific,
5d49ac72c23d930001dd9c36,lyre,play,play,play,VERB,Prolific,
5d49ac72c23d930001dd9c36,lyre,listen to,listen,listen,VERB,Prolific,
5d49ac72c23d930001dd9c36,watermelon,eat,eat,eat,VERB,Prolific,
5d49ac72c23d930001dd9c36,watermelon,cut,cut,cut,VERB,Prolific,
5d49ac72c23d930001dd9c36,watermelon,throw,throw,throw,VERB,Prolific,
5d49ac72c23d930001dd9c36,watermelon,pulp,pulp,pulp,NOUN,Prolific,
5d49ac72c23d930001dd9c36,watermelon,sieve,sieve,sieve,NOUN,Prolific,
5d49ac72c23d930001dd9c36,watermelon,chop,chop,chop,VERB,Prolific,
5d49ac72c23d930001dd9c36,watermelon,soup,soup,soup,NOUN,Prolific,
5d49ac72c23d930001dd9c36,sauna,sweat,sweat,sweat,VERB,Prolific,
5d49ac72c23d930001dd9c36,sauna,have a meeting in,meeting,meet,VERB,Prolific,
5d49ac72c23d930001dd9c36,sauna,relax,relax,relax,VERB,Prolific,
5d49ac72c23d930001dd9c36,sauna,read a book,read,read,VERB,Prolific,
5d49ac72c23d930001dd9c36,sauna,read a book,book,book,NOUN,Prolific,
5d49ac72c23d930001dd9c36,oregano,cook,cook,cook,VERB,Prolific,
5d49ac72c23d930001dd9c36,oregano,chop,chop,chop,VERB,Prolific,
5d49ac72c23d930001dd9c36,oregano,crush,crush,crush,VERB,Prolific,
5d49ac72c23d930001dd9c36,oregano,smell,smell,smell,VERB,Prolific,
5d49ac72c23d930001dd9c36,porch,sit in,sit,sit,VERB,Prolific,
5d49ac72c23d930001dd9c36,porch,read on,read,read,VERB,Prolific,
5d49ac72c23d930001dd9c36,porch,talk to people,talk,talk,VERB,Prolific,
5d49ac72c23d930001dd9c36,porch,talk to people,people,people,NOUN,Prolific,
5d49ac72c23d930001dd9c36,porch,shelter,shelter,shelter,VERB,Prolific,
5d49ac72c23d930001dd9c36,porch,keep umbrellas,keep,keep,VERB,Prolific,
5d49ac72c23d930001dd9c36,porch,keep umbrellas,umbrellas,umbrella,NOUN,Prolific,
5d49ac72c23d930001dd9c36,porch,keep boots,keep,keep,VERB,Prolific,
5d49ac72c23d930001dd9c36,porch,keep boots,boots,boot,NOUN,Prolific,
5d49ac72c23d930001dd9c36,porch,shelter,shelter,shelter,VERB,Prolific,
5d49ac72c23d930001dd9c36,beer,drink,drink,drink,VERB,Prolific,
5d49ac72c23d930001dd9c36,beer,socialise,socialize,socialize,VERB,Prolific,
5d49ac72c23d930001dd9c36,beer,pour over someone,pour,pour,VERB,Prolific,
5d49ac72c23d930001dd9c36,beer,pour over someone,someone,someone,PRON,Prolific,
5d49ac72c23d930001dd9c36,beer,throw,throw,throw,VERB,Prolific,
5d49ac72c23d930001dd9c36,beer,slug trap,slug,slug,X,Prolific,
5d49ac72c23d930001dd9c36,beer,slug trap,trap,trap,VERB,Prolific,
5d49ac72c23d930001dd9c36,handbag,keep objects,keep,keep,VERB,Prolific,
5d49ac72c23d930001dd9c36,handbag,keep objects,objects,object,VERB,Prolific,
5d49ac72c23d930001dd9c36,handbag,swing,swing,swing,VERB,Prolific,
5d49ac72c23d930001dd9c36,handbag,hit a foe,hit,hit,VERB,Prolific,
5d49ac72c23d930001dd9c36,handbag,hit a foe,foe,foe,NOUN,Prolific,
5d49ac72c23d930001dd9c36,handbag,carry,carry,carry,VERB,Prolific,
5d49ac72c23d930001dd9c36,handbag,wear as fashion item,wear,wear,VERB,Prolific,
5d49ac72c23d930001dd9c36,handbag,wear as fashion item,fashion,fashion,NOUN,Prolific,
5d49ac72c23d930001dd9c36,handbag,wear as fashion item,item,item,NOUN,Prolific,
5d49ac72c23d930001dd9c36,residence,live in,live,live,VERB,Prolific,
5d49ac72c23d930001dd9c36,residence,entertain,entertain,entertain,VERB,Prolific,
5d49ac72c23d930001dd9c36,residence,practice hobbies,practice,practice,NOUN,Prolific,
5d49ac72c23d930001dd9c36,residence,practice hobbies,hobbies,hobby,VERB,Prolific,
5d49ac72c23d930001dd9c36,residence,keep pets,keep,keep,VERB,Prolific,
5d49ac72c23d930001dd9c36,residence,keep pets,pets,pets,NOUN,Prolific,
5d49ac72c23d930001dd9c36,residence,work from home,work,work,VERB,Prolific,
5d49ac72c23d930001dd9c36,residence,work from home,home,home,ADV,Prolific,
5d49ac72c23d930001dd9c36,cellophane,wrap food,wrap,wrap,VERB,Prolific,
5d49ac72c23d930001dd9c36,cellophane,wrap food,food,food,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cellophane,wrap presents,wrap,wrap,VERB,Prolific,
5d49ac72c23d930001dd9c36,cellophane,wrap presents,presents,present,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cellophane,wrap parcels,wrap,wrap,VERB,Prolific,
5d49ac72c23d930001dd9c36,cellophane,wrap parcels,parcels,parcel,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cellophane,cover dishes,cover,cover,VERB,Prolific,
5d49ac72c23d930001dd9c36,cellophane,cover dishes,dishes,dish,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cellophane,pop,pop,pop,VERB,Prolific,
5d49ac72c23d930001dd9c36,caviar,eat,eat,eat,VERB,Prolific,
5d49ac72c23d930001dd9c36,caviar,put on crackers,put,put,VERB,Prolific,
5d49ac72c23d930001dd9c36,caviar,put on crackers,crackers,cracker,NOUN,Prolific,
5d49ac72c23d930001dd9c36,caviar,entertain,entertain,entertain,VERB,Prolific,
5d49ac72c23d930001dd9c36,caviar,show off,show,show,VERB,Prolific,
5d49ac72c23d930001dd9c36,carpeting,walk on ,walk,walk,VERB,Prolific,
5d49ac72c23d930001dd9c36,carpeting,put in house,put,put,VERB,Prolific,
5d49ac72c23d930001dd9c36,carpeting,put in house,house,house,NOUN,Prolific,
5d49ac72c23d930001dd9c36,carpeting,office,office,office,NOUN,Prolific,
5d49ac72c23d930001dd9c36,carpeting,shops,shops,shop,NOUN,Prolific,
5d49ac72c23d930001dd9c36,carpeting,supress weeds,suppress,suppress,NOUN,Prolific,
5d49ac72c23d930001dd9c36,carpeting,supress weeds,weeds,weed,NOUN,Prolific,
5d49ac72c23d930001dd9c36,extinguisher,put out fires,put,put,VERB,Prolific,
5d49ac72c23d930001dd9c36,extinguisher,put out fires,fires,fire,NOUN,Prolific,
5d49ac72c23d930001dd9c36,extinguisher,throw at attacker,throw,throw,VERB,Prolific,
5d49ac72c23d930001dd9c36,extinguisher,throw at attacker,attacker,attacker,NOUN,Prolific,
5d49ac72c23d930001dd9c36,pillar,support ceilings,support,support,VERB,Prolific,
5d49ac72c23d930001dd9c36,pillar,support ceilings,ceilings,ceiling,NOUN,Prolific,
5d49ac72c23d930001dd9c36,pillar,display a vase,display,display,VERB,Prolific,
5d49ac72c23d930001dd9c36,pillar,display a vase,vase,vase,NOUN,Prolific,
5d49ac72c23d930001dd9c36,pillar,tie something to,tie,tie,VERB,Prolific,
5d49ac72c23d930001dd9c36,pillar,tie something to,something,something,PRON,Prolific,
5d49ac72c23d930001dd9c36,shortbread,eat,eat,eat,VERB,Prolific,
5d49ac72c23d930001dd9c36,shortbread,crumble,crumble,crumble,VERB,Prolific,
5d49ac72c23d930001dd9c36,shortbread,crush,crush,crush,VERB,Prolific,
5d49ac72c23d930001dd9c36,shortbread,serve,serve,serve,VERB,Prolific,
5d49ac72c23d930001dd9c36,braid,bracelet,bracelet,bracelet,NOUN,Prolific,
5d49ac72c23d930001dd9c36,braid,hairstyle,hairstyle,hairstyle,NOUN,Prolific,
5d49ac72c23d930001dd9c36,braid,tie something together,tie,tie,VERB,Prolific,
5d49ac72c23d930001dd9c36,braid,tie something together,something,something,PRON,Prolific,
5d49ac72c23d930001dd9c36,braid,tie something together,together,together,ADV,Prolific,
5d49ac72c23d930001dd9c36,braid,hang something up,hang,hang,VERB,Prolific,
5d49ac72c23d930001dd9c36,braid,hang something up,something,something,PRON,Prolific,
5d49ac72c23d930001dd9c36,pliers,pull out nail,pull,pull,VERB,Prolific,
5d49ac72c23d930001dd9c36,pliers,pull out nail,nail,nail,NOUN,Prolific,
5d49ac72c23d930001dd9c36,pliers,cut wire,cut,cut,VERB,Prolific,
5d49ac72c23d930001dd9c36,pliers,cut wire,wire,wire,NOUN,Prolific,
5d49ac72c23d930001dd9c36,headdress,dress up,dress,dress up,VERB,Prolific,
5d49ac72c23d930001dd9c36,headdress,evening out,evening,evening,NOUN,Prolific,
5d49ac72c23d930001dd9c36,headdress,play,play,play,VERB,Prolific,
5d49ac72c23d930001dd9c36,headdress,film,film,film,NOUN,Prolific,
5d49ac72c23d930001dd9c36,headdress,theatre,theater,theater,NOUN,Prolific,
5d49ac72c23d930001dd9c36,newsman,watch,watch,watch,VERB,Prolific,
5d49ac72c23d930001dd9c36,newsman,listen to,listen,listen,VERB,Prolific,
5d49ac72c23d930001dd9c36,glassware,drink from,drink,drink,VERB,Prolific,
5d49ac72c23d930001dd9c36,glassware,throw,throw,throw,VERB,Prolific,
5d49ac72c23d930001dd9c36,glassware,carry,carry,carry,VERB,Prolific,
5d49ac72c23d930001dd9c36,glassware,eat from,eat,eat,VERB,Prolific,
5d49ac72c23d930001dd9c36,cow,milk,milk,milk,VERB,Prolific,
5d49ac72c23d930001dd9c36,cow,eat,eat,eat,VERB,Prolific,
5d49ac72c23d930001dd9c36,cow,farm,farm,farm,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cow,pet,pet,pet,VERB,Prolific,
5d49ac72c23d930001dd9c36,cow,sell,sell,sell,VERB,Prolific,
5d49ac72c23d930001dd9c36,cow,buy,buy,buy,VERB,Prolific,
5d49ac72c23d930001dd9c36,cow,cuddle,cuddle,cuddle,VERB,Prolific,
5d49ac72c23d930001dd9c36,pepper,season,season,season,VERB,Prolific,
5d49ac72c23d930001dd9c36,pepper,rub on steak,rub,rub,VERB,Prolific,
5d49ac72c23d930001dd9c36,pepper,rub on steak,steak,steak,NOUN,Prolific,
5d49ac72c23d930001dd9c36,pepper,throw at attacker,throw,throw,VERB,Prolific,
5d49ac72c23d930001dd9c36,pepper,throw at attacker,attacker,attacker,NOUN,Prolific,
5d49ac72c23d930001dd9c36,pepper,make someone sneeze,make,make,VERB,Prolific,
5d49ac72c23d930001dd9c36,pepper,make someone sneeze,someone,someone,PRON,Prolific,
5d49ac72c23d930001dd9c36,pepper,make someone sneeze,sneeze,sneeze,VERB,Prolific,
5d49ac72c23d930001dd9c36,footstool,stand on,stand,stand,VERB,Prolific,
5d49ac72c23d930001dd9c36,footstool,put feet up,put,put,VERB,Prolific,
5d49ac72c23d930001dd9c36,footstool,put feet up,feet,foot,NOUN,Prolific,
5d49ac72c23d930001dd9c36,footstool,stand things on,stand,stand,VERB,Prolific,
5d49ac72c23d930001dd9c36,footstool,stand things on,things,thing,NOUN,Prolific,
5d49ac72c23d930001dd9c36,vodka,drink,drink,drink,VERB,Prolific,
5d49ac72c23d930001dd9c36,vodka,cocktails,cocktails,cocktail,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cabin,live in,live,live,VERB,Prolific,
5d49ac72c23d930001dd9c36,cabin,holiday,holiday,holiday,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cabin,hobbies,hobbies,hobby,VERB,Prolific,
5d49ac72c23d930001dd9c36,cabin,fishing,fishing,fish,VERB,Prolific,
5d49ac72c23d930001dd9c36,barricade,keep people out,keep,keep,VERB,Prolific,
5d49ac72c23d930001dd9c36,barricade,keep people out,people,people,NOUN,Prolific,
5d49ac72c23d930001dd9c36,barricade,keep animal out,keep,keep,VERB,Prolific,
5d49ac72c23d930001dd9c36,barricade,keep animal out,animal,animal,NOUN,Prolific,
5d49ac72c23d930001dd9c36,barricade,stop vehicles,stop,stop,VERB,Prolific,
5d49ac72c23d930001dd9c36,barricade,stop vehicles,vehicles,vehicles,NOUN,Prolific,
5d49ac72c23d930001dd9c36,compass,directions,directions,direction,VERB,Prolific,
5d49ac72c23d930001dd9c36,compass,navigation,navigation,navigate,VERB,Prolific,
5d49ac72c23d930001dd9c36,compass,hiking,hiking,hik,VERB,Prolific,
5d49ac72c23d930001dd9c36,compass,sport,sport,sport,NOUN,Prolific,
5d49ac72c23d930001dd9c36,compass,orienteering,orienteering,orienteer,VERB,Prolific,
5d49ac72c23d930001dd9c36,compass,mountain climbing,mountain,mountain,NOUN,Prolific,
5d49ac72c23d930001dd9c36,compass,mountain climbing,climbing,climb,VERB,Prolific,
5d49ac72c23d930001dd9c36,yearbook,remembering,remembering,remember,VERB,Prolific,
5d49ac72c23d930001dd9c36,yearbook,show friends and family,show,show,VERB,Prolific,
5d49ac72c23d930001dd9c36,yearbook,show friends and family,friends,friend,NOUN,Prolific,
5d49ac72c23d930001dd9c36,yearbook,show friends and family,family,family,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cradle,baby bed,baby,baby,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cradle,baby bed,bed,bed,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cradle,pet bed,pet,pet,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cradle,pet bed,bed,bed,NOUN,Prolific,
5d49ac72c23d930001dd9c36,cradle,storage,storage,store,VERB,Prolific,
5d49ac72c23d930001dd9c36,cradle,rocking,rocking,rock,VERB,Prolific,
5d49ac72c23d930001dd9c36,racehorse,betting,betting,bet,VERB,Prolific,
5d49ac72c23d930001dd9c36,racehorse,riding,riding,ride,VERB,Prolific,
5d49ac72c23d930001dd9c36,racehorse,jumping,jumping,jump,VERB,Prolific,
5d49ac72c23d930001dd9c36,racehorse,racing,racing,race,VERB,Prolific,
5d49ac72c23d930001dd9c36,racehorse,feeding ,feeding,feed,VERB,Prolific,
5d49ac72c23d930001dd9c36,racehorse,petting,petting,pet,VERB,Prolific,
5d60d34008ff870016878a6d,primate,to climb on shoulders,climb,climb,VERB,Prolific,
5d60d34008ff870016878a6d,primate,to climb on shoulders,shoulders,shoulder,NOUN,Prolific,
5d60d34008ff870016878a6d,primate,to get a hug,get,get,VERB,Prolific,
5d60d34008ff870016878a6d,primate,to get a hug,hug,hug,VERB,Prolific,
5d60d34008ff870016878a6d,primate,make conversation with,make,make,VERB,Prolific,
5d60d34008ff870016878a6d,primate,make conversation with,conversation,converse,VERB,Prolific,
5d60d34008ff870016878a6d,whisk,to beat eggs,beat,beat,VERB,Prolific,
5d60d34008ff870016878a6d,whisk,to beat eggs,eggs,egg,NOUN,Prolific,
5d60d34008ff870016878a6d,whisk,to make pancake mix,make,make,VERB,Prolific,
5d60d34008ff870016878a6d,whisk,to make pancake mix,pancake,pancake,NOUN,Prolific,
5d60d34008ff870016878a6d,whisk,to make pancake mix,mix,mix,VERB,Prolific,
5d60d34008ff870016878a6d,whisk,to make a cake mix,make,make,VERB,Prolific,
5d60d34008ff870016878a6d,whisk,to make a cake mix,cake,cake,NOUN,Prolific,
5d60d34008ff870016878a6d,whisk,to make a cake mix,mix,mix,VERB,Prolific,
5d60d34008ff870016878a6d,whisk,to use on drums,use,use,VERB,Prolific,
