Stimuli.Cue,affordance_parsed,word,lemma,POS,Source,,
dessert,display,display,display,VERB,Hope,,
dessert,serving,serving,serive,VERB,Hope,,
dessert,baking,baking,bake,VERB,Hope,,
stretcher,become flexible,become,become,VERB,Hope,,
stretcher,become flexible,flexible,flexible,ADJ,Hope,,
stretcher,health,health,health,NOUN,Hope,,
stretcher,dance,dance,dance,VERB,Hope,,
stretcher,gymnastics,gymnastics,gymnastic,NOUN,Hope,,
dollar,buy something,buy,buy,VERB,Hope,,
dollar,buy something,something,something,PRON,Hope,,
dollar,make a craft,make,make,VERB,Hope,,
dollar,make a craft,craft,craft,NOUN,Hope,,
dollar,put in wallet,put,put,VERB,Hope,,
dollar,put in wallet,wallet,wallet,NOUN,Hope,,
dollar,give somebody,give,give,VERB,Hope,,
dollar,give somebody,somebody,somebody,PRON,Hope,,
machinery,factory,factory,factory,NOUN,Hope,,
machinery,make clothes,make,make,VERB,Hope,,
machinery,make clothes,clothes,clothes,NOUN,Hope,,
machinery,make jobs easier,make,make,VERB,Hope,,
machinery,make jobs easier,jobs,job,NOUN,Hope,,
machinery,make jobs easier,easier,easier,ADJ,Hope,,
songbook,read music,read,read,VERB,Hope,,
songbook,read music,music,music,NOUN,Hope,,
songbook,musicians,musicians,musician,NOUN,Hope,,
songbook,performing,performing,perform,VERB,Hope,,
songbook,practicing,practicing,practice,VERB,Hope,,
honey,stirred,stirred,stir,VERB,Hope,,
honey,poured,poured,pour,VERB,Hope,,
honey,drizzled,drizzled,drizzl,VERB,Hope,,
honey,cooked,cooked,cook,VERB,Hope,,
honey,baked,baked,bake,VERB,Hope,,
honey,eaten,eaten,eat,VERB,Hope,,
honey,licked,licked,lick,VERB,Hope,,
honey,drank,drank,drank,NOUN,Hope,,
honey,spooned,spooned,spoon,VERB,Hope,,
clubhouse,meet,meet,meet,VERB,Hope,,
clubhouse,collaborate,collaborate,collaborate,VERB,Hope,,
clubhouse,explore,explore,explore,VERB,Hope,,
clubhouse,hang out,hang,hang,VERB,Hope,,
clubhouse,talk,talk,talk,VERB,Hope,,
clubhouse,built,built,build,VERB,Hope,,
clubhouse,relax,relax,relax,VERB,Hope,,
crisps,eat,eat,eat,VERB,Hope,,
crisps,dip,dip,dip,VERB,Hope,,
crisps,fry,fry,fry,NOUN,Hope,,
crisps,break,break,break,VERB,Hope,,
crisps,throw,throw,throw,VERB,Hope,,
crisps,smell,smell,smell,VERB,Hope,,
crisps,bake,bake,bake,VERB,Hope,,
crisps,crush ,crush,crush,VERB,Hope,,
harpist,listen,listen,listen,VERB,Hope,,
harpist,talk to,talk,talk,VERB,Hope,,
harpist,enjoy,enjoy,enjoy,VERB,Hope,,
harpist,laugh at,laugh,laugh,VERB,Hope,,
harpist,respect,respect,respect,NOUN,Hope,,
poncho,wear,wear,wear,VERB,Hope,,
poncho,sit on,sit,sit,VERB,Hope,,
poncho,rip,rip,rip,VERB,Hope,,
poncho,wash,wash,wash,VERB,Hope,,
poncho,fold,fold,fold,VERB,Hope,,
poncho,throw,throw,throw,VERB,Hope,,
poncho,take off,take,take,VERB,Hope,,
poncho,put on,put,put,VERB,Hope,,
poncho,dry,dry,dry,VERB,Hope,,
poncho,hang up,hang,hang,VERB,Hope,,
tower,build,build,build,VERB,Hope,,
tower,climb,climb,climb,VERB,Hope,,
tower,live in,live,live,VERB,Hope,,
tower,visit,visit,visit,VERB,Hope,,
tower,explore,explore,explore,VERB,Hope,,
tower,find,find,find,VERB,Hope,,
tower,hang out,hang,hang,VERB,Hope,,
tower,store,store,store,VERB,Hope,,
tower,live,live,live,VERB,Hope,,
tower,paint,paint,paint,VERB,Hope,,
tower,destroy ,destroy,destroy,VERB,Hope,,
flesh,cook ,cook,cake,VERB,Hope,,
flesh,eat ,eat,eat,VERB,Hope,,
flesh,study ,study,study,VERB,Hope,,
flesh,fight ,fight,fight,VERB,Hope,,
flesh,touch,touch,touch,VERB,Hope,,
flesh,cut,cut,cut,VERB,Hope,,
flesh,pinch,pinch,pinch,VERB,Hope,,
flesh,scratch ,scratch,scratch,VERB,Hope,,
ass,shake,shake,shake,VERB,Hope,,
ass,smack,smack,smack,VERB,Hope,,
ass,sit,sit,sit,VERB,Hope,,
ass,hold,hold,hold,VERB,Hope,,
ass,rub,rub,rub,VERB,Hope,,
comic,read,read,read,VERB,Hope,,
comic,write,write,write,VERB,Hope,,
comic,look at pictures,look,look,VERB,Hope,,
comic,look at pictures,pictures,picture,NOUN,Hope,,
comic,rip,rip,rip,VERB,Hope,,
comic,shred,shred,shr,VERB,Hope,,
comic,swat a fly,swat,swat,VERB,Hope,,
comic,swat a fly,fly,fly,VERB,Hope,,
comic,roll up,roll,roll,VERB,Hope,,
comic,open,open,open,ADJ,Hope,,
comic,close,close,close,ADJ,Hope,,
gatehouse,work,work,work,VERB,Hope,,
gatehouse,build,build,build,VERB,Hope,,
gatehouse,hang out in,hang,hang,VERB,Hope,,
gatehouse,guard,guard,guard,VERB,Hope,,
gatehouse,watch,watch,watch,VERB,Hope,,
gatehouse,hide,hide,hide,VERB,Hope,,
gatehouse,vist ,visit,visit,VERB,Hope,,
viewfinder,look in to,look,look,VERB,Hope,,
viewfinder,look at,look,look,VERB,Hope,,
viewfinder,press button,press,press,VERB,Hope,,
viewfinder,press button,button,button,NOUN,Hope,,
viewfinder,insert disk,insert,insert,VERB,Hope,,
viewfinder,insert disk,disk,disk,NOUN,Hope,,
dart,throw,throw,throw,VERB,Hope,,
dart,stab,stab,stab,VERB,Hope,,
dart,play,play,play,VERB,Hope,,
dart,poke,poke,poke,VERB,Hope,,
dart,blow,blow,blow,VERB,Hope,,
ink,write,write,write,VERB,Hope,,
ink,pour,pour,pour,VERB,Hope,,
ink,spill,spill,spill,VERB,Hope,,
ceramic,make dishes,make,make,VERB,Hope,,
ceramic,make dishes,dishes,dish,NOUN,Hope,,
ceramic,shatter,shatter,shatter,VERB,Hope,,
ceramic,bake,bake,bake,VERB,Hope,,
ceramic,scratch,scratch,scratch,VERB,Hope,,
ceramic,throw,throw,throw,VERB,Hope,,
house,build,build,build,NOUN,Hope,,
house,live in,live,live,VERB,Hope,,
house,hang out,hang,hang,VERB,Hope,,
house,cook in,cook,cake,VERB,Hope,,
house,sleep in,sleep,sleep,VERB,Hope,,
house,paint,paint,paint,VERB,Hope,,
matchstick,strike,strike,strike,VERB,Hope,,
matchstick,break,break,break,VERB,Hope,,
matchstick,light,light,light,NOUN,Hope,,
matchstick,burn,burn,burn,VERB,Hope,,
swamp,wade through,wade,wade,VERB,Hope,,
swamp,explore,explore,explore,VERB,Hope,,
swamp,study,study,study,VERB,Hope,,
swamp,smell,smell,smell,VERB,Hope,,
mailbag,carry,carry,carry,VERB,Hope,,
mailbag,fill,fill,fill,VERB,Hope,,
mailbag,throw,throw,throw,VERB,Hope,,
mailbag,rip,rip,rip,VERB,Hope,,
mailbag,sew,sew,sew,VERB,Hope,,
mailbag,lose,lose,lose,VERB,Hope,,
buttermilk,drink,drink,drink,VERB,Hope,,
buttermilk,cook,cook,cake,VERB,Hope,,
buttermilk,make,make,make,VERB,Hope,,
buttermilk,smell,smell,smell,VERB,Hope,,
buttermilk,pour,pour,pour,VERB,Hope,,
buttermilk,stir,stir,stir,VERB,Hope,,
buttermilk,measure,measure,measure,VERB,Hope,,
buttermilk,slosh,slosh,slosh,VERB,Hope,,
chambermaid,pay,pay,pay,VERB,Hope,,
chambermaid,instruct,instruct,instruct,VERB,Hope,,
chambermaid,help,help,help,VERB,Hope,,
chambermaid,employ,employ,employ,VERB,Hope,,
chambermaid,talk to,talk,talk,VERB,Hope,,
chambermaid,work with,work,work,VERB,Hope,,
chambermaid,respect,respect,respect,VERB,Hope,,
tote,carry,carry,carry,VERB,Hope,,
tote,fill,fill,fill,VERB,Hope,,
tote,sew,sew,sew,VERB,Hope,,
tote,rip,rip,rip,VERB,Hope,,
tote,decorate,decorate,decorate,VERB,Hope,,
tote,lose,lose,lose,VERB,Hope,,
dandruff,wash,wash,wash,VERB,Hope,,
dandruff,heal,heal,heal,VERB,Hope,,
dandruff,scrub,scrub,scrub,VERB,Hope,,
dandruff,pick at ,pick,pick,VERB,Hope,,
genitals,urinate,urinate,urinate,ADJ,Hope,,
genitals,mate,mate,mate,VERB,Hope,,
genitals,scratch,scratch,scratch,VERB,Hope,,
genitals,touch,touch,touch,VERB,Hope,,
genitals,shave,shave,shave,VERB,Hope,,
traveler,explore,explore,explore,VERB,Hope,,
traveler,fly,fly,fly,VERB,Hope,,
traveler,travel,travel,travel,VERB,Hope,,
traveler,ride,ride,ride,VERB,Hope,,
traveler,employee,employee,employee,NOUN,Hope,,
traveler,work with,work,work,VERB,Hope,,
traveler,work for,work,work,VERB,Hope,,
traveler,learn from ,learn,learn,VERB,Hope,,
skateboarder,ride with,ride,ride,VERB,Hope,,
skateboarder,hang out with,hang,hang,VERB,Hope,,
skateboarder,be friends with,friends,friend,NOUN,Hope,,
manhole,fall into,fall,fall,VERB,Hope,,
manhole,cover,cover,cover,VERB,Hope,,
manhole,uncover,uncover,uncover,VERB,Hope,,
manhole,work in,work,work,VERB,Hope,,
manhole,explore,explore,explore,VERB,Hope,,
garden,water,water,water,NOUN,Hope,,
garden,grow,grow,grow,VERB,Hope,,
garden,plant,plant,plant,NOUN,Hope,,
garden,enjoy,enjoy,enjoy,VERB,Hope,,
garden,explore,explore,explore,VERB,Hope,,
garden,harvest ,harvest,harvest,ADJ,Hope,,
butter,spread,spread,spread,VERB,Hope,,
butter,eat,eat,eat,VERB,Hope,,
butter,cook,cook,cake,VERB,Hope,,
butter,bake,bake,bake,VERB,Hope,,
butter,fry,fry,fry,NOUN,Hope,,
butter,cut,cut,cut,VERB,Hope,,
butter,mesure,resume,resume,NOUN,Hope,,
washer,fill,fill,fill,VERB,Hope,,
washer,press buttons on,press,press,NOUN,Hope,,
washer,press buttons on,buttons,button,NOUN,Hope,,
washer,use,use,use,VERB,Hope,,
washer,wash,wash,wash,VERB,Hope,,
barnacle,weapon,weapon,weapon,NOUN,Hope,,
barnacle,a decoration,decoration,decorate,VERB,Hope,,
barnacle,aquarium decor,aquarium,aquarium,NOUN,Hope,,
barnacle,aquarium decor,decor,decorate,VERB,Hope,,
barnacle,in a fish tank,fish,fish,NOUN,Hope,,
barnacle,in a fish tank,tank,tank,NOUN,Hope,,
barnacle,as a hammer,hammer,hammer,NOUN,Hope,,
barnacle,as a sword,sword,sword,NOUN,Hope,,
curb,hit with my car,hit,hit,VERB,Hope,,
curb,hit with my car,car,car,NOUN,Hope,,
curb,hit someone else with it,hit,hit,VERB,Hope,,
curb,hit someone else with it,someone,someone,PRON,Hope,,
curb,hit someone else with it,else,else,ADJ,Hope,,
curb,as a ramp for a tiny race car,ramp,ramp,VERB,Hope,,
curb,as a ramp for a tiny race car,tiny,tiny,ADJ,Hope,,
curb,as a ramp for a tiny race car,race,race,NOUN,Hope,,
curb,as a ramp for a tiny race car,car,car,NOUN,Hope,,
curb,as a seat,seat,sit,VERB,Hope,,
curb,chair,chair,chair,NOUN,Hope,,
curb,study spot,study,study,NOUN,Hope,,
curb,study spot,spot,spot,NOUN,Hope,,
curb,do wheelies off of,wheelies,wheely,NOUN,Hope,,
hangnail,pick it,pick,pick,VERB,Hope,,
hangnail,rip it off,rip,rip,VERB,Hope,,
hangnail,as a key,key,key,ADJ,Hope,,
hangnail,as a tiny sword,tiny,tiny,ADJ,Hope,,
hangnail,as a tiny sword,sword,sword,NOUN,Hope,,
hangnail,to gross out my roommate,gross,gross,ADJ,Hope,,
hangnail,to gross out my roommate,roommate,roommate,NOUN,Hope,,
hangnail,as a toothpick,toothpick,toothpick,NOUN,Hope,,
schoolgirl,as a friend,friend,friend,NOUN,Hope,,
schoolgirl,a playmate,playmate,playmate,NOUN,Hope,,
schoolgirl,to help me rob a bank,help,help,VERB,Hope,,
schoolgirl,to help me rob a bank,rob,rob,VERB,Hope,,
schoolgirl,to help me rob a bank,bank,bank,NOUN,Hope,,
schoolgirl,a partner in crime,partner,partner,NOUN,Hope,,
schoolgirl,a partner in crime,crime,crime,NOUN,Hope,,
schoolgirl,my sidekick,sidekick,sidekick,NOUN,Hope,,
schoolgirl,to do my homework,homework,homework,NOUN,Hope,,
schoolgirl,as a tutor,tutor,tutor,VERB,Hope,,
schoolgirl,as a girlfriend,girlfriend,girlfriend,NOUN,Hope,,
schoolgirl,to braid my hair,braid,braid,VERB,Hope,,
schoolgirl,to braid my hair,hair,hair,NOUN,Hope,,
schoolgirl,to do my dishes,dishes,dish,NOUN,Hope,,
schoolgirl,to cook for me,cook,cake,VERB,Hope,,
schoolgirl,to clean,clean,clean,VERB,Hope,,
sprinkler,to hit someone in the head with,hit,hit,VERB,Hope,,
sprinkler,to hit someone in the head with,someone,someone,PRON,Hope,,
sprinkler,to hit someone in the head with,head,head,NOUN,Hope,,
sprinkler,to take a shower,take,take,VERB,Hope,,
sprinkler,to take a shower,shower,shower,VERB,Hope,,
sprinkler,to get wet on a hot day,get,get,VERB,Hope,,
sprinkler,to get wet on a hot day,wet,wet,ADJ,Hope,,
sprinkler,to get wet on a hot day,hot,hot,ADJ,Hope,,
sprinkler,to get wet on a hot day,day,day,NOUN,Hope,,
sprinkler,to water my plants,water,water,NOUN,Hope,,
sprinkler,to water my plants,plants,plant,NOUN,Hope,,
sprinkler,to give my dog a bath,give,give,VERB,Hope,,
sprinkler,to give my dog a bath,dog,dog,NOUN,Hope,,
sprinkler,to give my dog a bath,bath,bathe,NOUN,Hope,,
sprinkler,to do my laundry,laundry,laundry,NOUN,Hope,,
sprinkler,to fill my water bottle,fill,fill,VERB,Hope,,
sprinkler,to fill my water bottle,water,water,NOUN,Hope,,
sprinkler,to fill my water bottle,bottle,bottle,NOUN,Hope,,
sprinkler,to clean out a plastic pool,clean,clean,VERB,Hope,,
sprinkler,to clean out a plastic pool,plastic,plastic,ADJ,Hope,,
sprinkler,to clean out a plastic pool,pool,pool,INTJ,Hope,,
sprinkler,to fill a pool,fill,fill,VERB,Hope,,
sprinkler,to fill a pool,pool,pool,INTJ,Hope,,
sprinkler,to fill my dogs bowl,fill,fill,VERB,Hope,,
sprinkler,to fill my dogs bowl,dogs,dog,NOUN,Hope,,
sprinkler,to fill my dogs bowl,bowl,bowl,NOUN,Hope,,
sprinkler,to water flowers,water,water,NOUN,Hope,,
sprinkler,to water flowers,flowers,flower,NOUN,Hope,,
sprinkler,to clean my feet,clean,clean,ADJ,Hope,,
sprinkler,to clean my feet,feet,foot,NOUN,Hope,,
grass,to braid,braid,braid,VERB,Hope,,
grass,to rip,rip,rip,VERB,Hope,,
grass,to sleep on,sleep,sleep,VERB,Hope,,
grass,to roll in,roll,roll,VERB,Hope,,
grass,as a bedding substitute,bedding,bed,NOUN,Hope,,
grass,as a bedding substitute,substitute,substitute,VERB,Hope,,
grass,to build a house,build,build,NOUN,Hope,,
grass,to build a house,house,house,NOUN,Hope,,
grass,to create baskets,create,create,VERB,Hope,,
grass,to create baskets,baskets,basket,NOUN,Hope,,
palm,to create baskets,create,create,VERB,Hope,,
palm,to create baskets,baskets,basket,NOUN,Hope,,
palm,to fan myself,fan,fan,NOUN,Hope,,
palm,as a blanket,blanket,blanket,NOUN,Hope,,
palm,as a building material,building,building,NOUN,Hope,,
palm,as a building material,material,material,NOUN,Hope,,
intern,to do my work,work,work,NOUN,Hope,,
intern,to get me coffee,get,get,VERB,Hope,,
intern,to get me coffee,coffee,coffee,NOUN,Hope,,
intern,get my bagel,get,get,VERB,Hope,,
intern,get my bagel,bagel,bagel,NOUN,Hope,,
intern,submit paperwork,submit,submit,VERB,Hope,,
intern,submit paperwork,paperwork,paperwork,NOUN,Hope,,
intern,file paperwork,file,file,VERB,Hope,,
intern,file paperwork,paperwork,paperwork,NOUN,Hope,,
intern,allow me to nap,allow,allow,VERB,Hope,,
intern,allow me to nap,nap,nap,VERB,Hope,,
intern,take my calls,take,take,VERB,Hope,,
intern,take my calls,calls,call,NOUN,Hope,,
intern,organize my things,organize,organize,VERB,Hope,,
intern,organize my things,things,thing,NOUN,Hope,,
scorpion,to kill an enemy,kill,kill,VERB,Hope,,
scorpion,to kill an enemy,enemy,enemy,NOUN,Hope,,
scorpion,as a cool pet,cool,cool,ADJ,Hope,,
scorpion,as a cool pet,pet,pet,NOUN,Hope,,
scorpion,to make a poison,make,make,VERB,Hope,,
scorpion,to make a poison,poison,poison,VERB,Hope,,
scorpion,to stab someone,stab,stab,VERB,Hope,,
scorpion,to stab someone,someone,someone,PRON,Hope,,
scorpion,to name earl,name,name,VERB,Hope,,
scorpion,to name earl,earl,earl,INTJ,Hope,,
scorpion,kiss him,kiss,kiss,VERB,Hope,,
vinegar,to get out stains,get,get,VERB,Hope,,
vinegar,to get out stains,stains,stain,NOUN,Hope,,
vinegar,to put on food,put,put,VERB,Hope,,
vinegar,to put on food,food,food,NOUN,Hope,,
vinegar,do laundry,laundry,laundry,NOUN,Hope,,
vinegar,mix with bleach,mix,mix,NOUN,Hope,,
vinegar,mix with bleach,bleach,bleach,NOUN,Hope,,
vinegar,make chips,make,make,VERB,Hope,,
vinegar,make chips,chips,chip,NOUN,Hope,,
vinegar,science experiments,science,science,NOUN,Hope,,
vinegar,science experiments,experiments,experiment,VERB,Hope,,
teenager,to nag me,nag,nag,VERB,Hope,,
teenager,to annoy me,annoy,annoy,ADJ,Hope,,
teenager,do my work,work,work,NOUN,Hope,,
cookbook,to cook with,cook,cake,VERB,Hope,,
cookbook,as a stool,stool,stool,NOUN,Hope,,
cookbook,as a chair,chair,chair,NOUN,Hope,,
cookbook,as a way to balance a table,way,way,NOUN,Hope,,
cookbook,as a way to balance a table,balance,balance,NOUN,Hope,,
cookbook,as a way to balance a table,table,table,NOUN,Hope,,
cookbook,as a desk,desk,desk,NOUN,Hope,,
cookbook,as a weight,weight,weight,NOUN,Hope,,
feast,to feed my friends,feed,feed,NOUN,Hope,,
feast,to feed my friends,friends,friend,NOUN,Hope,,
feast,to poison an enemy,poison,poison,NOUN,Hope,,
feast,to poison an enemy,enemy,enemy,NOUN,Hope,,
feast,to help the homeless,help,help,VERB,Hope,,
feast,to help the homeless,homeless,homeless,ADJ,Hope,,
goatskin,to make a cool shirt,make,make,VERB,Hope,,
goatskin,to make a cool shirt,cool,cool,ADJ,Hope,,
goatskin,to make a cool shirt,shirt,shirt,NOUN,Hope,,
goatskin,dress,dress,dress,NOUN,Hope,,
goatskin,skirt,skirt,skirt,NOUN,Hope,,
goatskin,as a teepee material,tepee,tepee,NOUN,Hope,,
goatskin,as a teepee material,material,material,NOUN,Hope,,
goatskin,to paint on,paint,paint,VERB,Hope,,
goatskin,as a cool hat,cool,cool,ADJ,Hope,,
goatskin,as a cool hat,hat,hat,NOUN,Hope,,
cymbal,to crash,crash,crash,VERB,Hope,,
cymbal,make noise,make,make,VERB,Hope,,
cymbal,make noise,noise,noise,NOUN,Hope,,
cymbal,band stuff,band,band,NOUN,Hope,,
cymbal,band stuff,stuff,stuff,NOUN,Hope,,
cymbal,as a bowl,bowl,bowl,NOUN,Hope,,
cymbal,as a wok,wok,wok,INTJ,Hope,,
eel,to eat,eat,eat,VERB,Hope,,
eel,to kill someone,kill,kill,VERB,Hope,,
eel,to kill someone,someone,someone,PRON,Hope,,
eel,as a rubber band,rubber,rubber,NOUN,Hope,,
eel,as a rubber band,band,band,NOUN,Hope,,
eel,as a little scrunch,little,little,ADJ,Hope,,
eel,as a little scrunch,scrunch,scrunch,VERB,Hope,,
eel,as a hat,hat,hat,NOUN,Hope,,
sourdough,to make a sandwich,make,make,VERB,Hope,,
sourdough,to make a sandwich,sandwich,sandwich,NOUN,Hope,,
sourdough,to make toast,make,make,VERB,Hope,,
sourdough,to make toast,toast,toast,VERB,Hope,,
sourdough,to hit someone with,hit,hit,VERB,Hope,,
sourdough,to hit someone with,someone,someone,PRON,Hope,,
sourdough,to put in oven,put,put,VERB,Hope,,
sourdough,to put in oven,oven,oven,ADV,Hope,,
sourdough,to make artwork on,make,make,VERB,Hope,,
sourdough,to make artwork on,artwork,artwork,NOUN,Hope,,
slime,to entertain children,entertain,entertain,ADJ,Hope,,
slime,to entertain children,children,child,NOUN,Hope,,
slime,to entertain me,entertain,entertain,ADJ,Hope,,
slime,to get in carpet,get,get,VERB,Hope,,
slime,to get in carpet,carpet,carpet,NOUN,Hope,,
slime,to clean out of carpet,clean,clean,VERB,Hope,,
slime,to clean out of carpet,carpet,carpet,NOUN,Hope,,
slime,to stick something together,stick,stick,NOUN,Hope,,
slime,to stick something together,something,something,PRON,Hope,,
slime,to stick something together,together,together,ADV,Hope,,
statue,to throw at someone,throw,throw,VERB,Hope,,
statue,to throw at someone,someone,someone,PRON,Hope,,
statue,as artwork,artwork,artwork,NOUN,Hope,,
vinaigrette,salad dressing,salad,salad,NOUN,Hope,,
vinaigrette,salad dressing,dressing,dress,NOUN,Hope,,
vinaigrette,on a sandwich,sandwich,sandwich,NOUN,Hope,,
vinaigrette,to unstick an arm,unstick,unstick,VERB,Hope,,
vinaigrette,to unstick an arm,arm,arm,X,Hope,,
watchdog,to bite someone,bite,bite,VERB,Hope,,
watchdog,to bite someone,someone,someone,PRON,Hope,,
watchdog,to be my friend,friend,friend,NOUN,Hope,,
watchdog,a companion,companion,companion,NOUN,Hope,,
watchdog,to growl,growl,growl,VERB,Hope,,
watchdog,be intimidating,intimidating,intimidate,VERB,Hope,,
watchdog,carry my stuff,carry,carry,VERB,Hope,,
watchdog,carry my stuff,stuff,stuff,NOUN,Hope,,
swab,to get out my ear gunk,get,get,VERB,Hope,,
swab,to get out my ear gunk,ear,ear,ADJ,Hope,,
swab,to get out my ear gunk,gunk,gunk,NOUN,Hope,,
swab,to clean up eye make up,clean,clean,VERB,Hope,,
swab,to clean up eye make up,eye,eye,NOUN,Hope,,
swab,to clean up eye make up,make,make,VERB,Hope,,
hypnotist,to get my enemies swayed,get,get,VERB,Hope,,
hypnotist,to get my enemies swayed,enemies,enemy,NOUN,Hope,,
hypnotist,to get my enemies swayed,swayed,sway,VERB,Hope,,
peanuts,to kill someone with a peanut allergy,kill,kill,VERB,Hope,,
peanuts,to kill someone with a peanut allergy,someone,someone,PRON,Hope,,
peanuts,to kill someone with a peanut allergy,peanut,peanut,NOUN,Hope,,
peanuts,to kill someone with a peanut allergy,allergy,allergy,NOUN,Hope,,
peanuts,to eat,eat,eat,VERB,Hope,,
peanuts,to make peanut butter,make,make,VERB,Hope,,
peanuts,to make peanut butter,peanut,peanut,NOUN,Hope,,
peanuts,to make peanut butter,butter,butter,NOUN,Hope,,
peanuts,to make cookies,make,make,VERB,Hope,,
peanuts,to make cookies,cookies,cookie,NOUN,Hope,,
darkroom,to develop photos,develop,develop,VERB,Hope,,
darkroom,to develop photos,photos,photo,NOUN,Hope,,
darkroom,to take a nap\,take,take,VERB,Hope,,
darkroom,to take a nap\,nap,nap,VERB,Hope,,
vinyl,to play music,play,play,VERB,Hope,,
vinyl,to play music,music,music,NOUN,Hope,,
vinyl,to make fun noises,make,make,VERB,Hope,,
vinyl,to make fun noises,fun,fun,NOUN,Hope,,
vinyl,to make fun noises,noises,noise,NOUN,Hope,,
guest,to play with,play,play,VERB,Hope,,
guest,to entertain,entertain,entertain,VERB,Hope,,
streetcar,to race,race,race,VERB,Hope,,
streetcar,to drive to the store,drive,drive,VERB,Hope,,
streetcar,to drive to the store,store,store,NOUN,Hope,,
mistletoe,to stand under,stand,stand,VERB,Hope,,
insect,eat,eat,eat,VERB,Hope,,
insect,feed to another animal,feed,feed,VERB,Hope,,
insect,feed to another animal,another,another,DET,Hope,,
insect,feed to another animal,animal,animal,NOUN,Hope,,
sauce,eat,eat,eat,VERB,Hope,,
sauce,give to others,give,give,VERB,Hope,,
sauce,give to others,others,other,NOUN,Hope,,
sauce,mix,mix,mix,VERB,Hope,,
sauce,put on top of dish,put,put,VERB,Hope,,
sauce,put on top of dish,top,top,ADJ,Hope,,
sauce,put on top of dish,dish,dish,NOUN,Hope,,
pincushion,to put pins in,put,put,VERB,Hope,,
pincushion,to put pins in,pins,pin,NOUN,Hope,,
pincushion,protect hands,protect,protect,VERB,Hope,,
pincushion,protect hands,hands,hand,NOUN,Hope,,
mat,step on,step,step,NOUN,Hope,,
mat,sit on,sit,sit,VERB,Hope,,
mat,wipe shoes on,wipe,wipe,VERB,Hope,,
mat,wipe shoes on,shoes,shoe,VERB,Hope,,
prisoner,sit in a cell,sit,sit,VERB,Hope,,
prisoner,sit in a cell,cell,cell,NOUN,Hope,,
prisoner,serve time,serve,serve,VERB,Hope,,
prisoner,serve time,time,time,NOUN,Hope,,
marble,play with,play,play,VERB,Hope,,
marble,look at,look,look,VERB,Hope,,
wallet,put money in,put,put,VERB,Hope,,
wallet,put money in,money,money,NOUN,Hope,,
wallet,carry belongings,carry,carry,VERB,Hope,,
wallet,carry belongings,belongings,belonging,NOUN,Hope,,
poster,hang up,hang,hang,VERB,Hope,,
poster,to look at,look,look,VERB,Hope,,
head,to see,see,see,VERB,Hope,,
head,hear,hear,hear,VERB,Hope,,
head,perform important brain function,perform,perform,VERB,Hope,,
head,perform important brain function,important,important,ADJ,Hope,,
head,perform important brain function,brain,brain,NOUN,Hope,,
head,perform important brain function,function,function,NOUN,Hope,,
crepe,as food,food,food,NOUN,Hope,,
crepe,a gift,gift,gift,NOUN,Hope,,
weapon,to protect yourself,protect,protect,VERB,Hope,,
weapon,it can harm someone ,can,can,AUX,Hope,,
weapon,it can harm someone ,harm,harm,NOUN,Hope,,
weapon,it can harm someone ,someone,someone,PRON,Hope,,
steelworker,works with steel,works,work,VERB,Hope,,
steelworker,works with steel,steel,steel,NOUN,Hope,,
magazine,to read,read,read,VERB,Hope,,
magazine,to gift,gift,gift,NOUN,Hope,,
magazine,to be informed,informed,inform,VERB,Hope,,
tracksuit,to wear,wear,wear,VERB,Hope,,
tracksuit,to run with,run,run,NOUN,Hope,,
tracksuit,use as an outfit,use,use,VERB,Hope,,
tracksuit,use as an outfit,outfit,outfit,NOUN,Hope,,
roast,to eat,eat,eat,VERB,Hope,,
roast,to cook,cook,cake,VERB,Hope,,
beverage,to drink,drink,drink,VERB,Hope,,
beverage,to quench thirst,quench,quench,VERB,Hope,,
beverage,to quench thirst,thirst,thirst,ADJ,Hope,,
lamb,can be eaten,can,can,AUX,Hope,,
lamb,can be eaten,eaten,eat,VERB,Hope,,
lamb,be a pet,pet,pet,NOUN,Hope,,
caretaker,to take care of someone,take,take,VERB,Hope,,
caretaker,to take care of someone,care,care,NOUN,Hope,,
caretaker,to take care of someone,someone,someone,PRON,Hope,,
caretaker,to help others,help,help,VERB,Hope,,
caretaker,to help others,others,other,NOUN,Hope,,
powder,cook with,cook,cake,VERB,Hope,,
hatchet,to cut wood,cut,cut,VERB,Hope,,
hatchet,to cut wood,wood,wood,NOUN,Hope,,
hatchet,construction,construction,construction,NOUN,Hope,,
paratrooper,parachute into somewhere,parachute,parachute,NOUN,Hope,,
paratrooper,parachute into somewhere,somewhere,somewhere,ADV,Hope,,
snot,to come out of nose,come,come,VERB,Hope,,
snot,to come out of nose,nose,nose,PRON,Hope,,
citrus,eat,eat,eat,VERB,Hope,,
citrus,cook,cook,cake,VERB,Hope,,
citrus,smell,smell,smell,VERB,Hope,,
slug,to eat in survivial,eat,eat,VERB,Hope,,
slug,to eat in survivial,survival,survival,NOUN,Hope,,
pal,be friends with,friends,friend,NOUN,Hope,,
tomb,bury a person,bury,bury,VERB,Hope,,
tomb,bury a person,person,person,NOUN,Hope,,
tomb,sleep in,sleep,sleep,NOUN,Hope,,
tomb,look at ,look,look,VERB,Hope,,
portfolio,future job,future,future,NOUN,Hope,,
portfolio,future job,job,job,NOUN,Hope,,
portfolio,career opportunity,career,career,NOUN,Hope,,
