Username,Condition.Description,Stimuli.Cue,Procedure.Item,affordance_parsed,word,lemma,POS,Group
M20284854_KHM,Version 81,adult,2405,drove,drove,drive,VERB,MSU-TEXAS
M20284854_KHM,Version 81,adult,2405,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,adult,2405,chaperoned,chaperoned,chaperon,VERB,MSU-TEXAS
M20284854_KHM,Version 81,adult,2405,comforted,comforted,comforte,VERB,MSU-TEXAS
M20284854_KHM,Version 81,adult,2405,cared for,cared,care,VERB,MSU-TEXAS
M20284854_KHM,Version 81,adult,2405,watched,watched,watch,VERB,MSU-TEXAS
M20284854_KHM,Version 81,adult,2405,learned,learned,learn,VERB,MSU-TEXAS
M20284854_KHM,Version 81,thesaurus,2420,read,read,read,VERB,MSU-TEXAS
M20284854_KHM,Version 81,thesaurus,2420,learned,learned,learn,VERB,MSU-TEXAS
M20284854_KHM,Version 81,thesaurus,2420,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,thesaurus,2420,wrote,wrote,write,VERB,MSU-TEXAS
M20284854_KHM,Version 81,weed,2422,smoked,smoked,smok,VERB,MSU-TEXAS
M20284854_KHM,Version 81,weed,2422,ripped,ripped,rip,VERB,MSU-TEXAS
M20284854_KHM,Version 81,weed,2422,eaten,eaten,eat,VERB,MSU-TEXAS
M20284854_KHM,Version 81,weed,2422,thrown away,thrown,throw,VERB,MSU-TEXAS
M20284854_KHM,Version 81,weed,2422,thrown away,away,away,ADV,MSU-TEXAS
M20284854_KHM,Version 81,yachtsman,2408,sailed,sailed,sail,VERB,MSU-TEXAS
M20284854_KHM,Version 81,meat,2412,eat,eat,eat,VERB,MSU-TEXAS
M20284854_KHM,Version 81,meat,2412,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,meat,2412,cooked,cooked,cook,VERB,MSU-TEXAS
M20284854_KHM,Version 81,meat,2412,grilled,grilled,grill,VERB,MSU-TEXAS
M20284854_KHM,Version 81,meat,2412,cut,cut,cut,VERB,MSU-TEXAS
M20284854_KHM,Version 81,meat,2412,fed,fed,feed,VERB,MSU-TEXAS
M20284854_KHM,Version 81,blanket,2421,thrown,thrown,throw,VERB,MSU-TEXAS
M20284854_KHM,Version 81,blanket,2421,washed,washed,washed,VERB,MSU-TEXAS
M20284854_KHM,Version 81,blanket,2421,made,made,make,VERB,MSU-TEXAS
M20284854_KHM,Version 81,blanket,2421,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,blanket,2421,thrown away,thrown,throw,VERB,MSU-TEXAS
M20284854_KHM,Version 81,blanket,2421,thrown away,away,away,ADV,MSU-TEXAS
M20284854_KHM,Version 81,blanket,2421,sold,sold,sell,VERB,MSU-TEXAS
M20284854_KHM,Version 81,hallway,2402,painted,painted,paint,VERB,MSU-TEXAS
M20284854_KHM,Version 81,hallway,2402,cleaned,cleaned,clean,VERB,MSU-TEXAS
M20284854_KHM,Version 81,hallway,2402,renovated,renovated,renovate,VERB,MSU-TEXAS
M20284854_KHM,Version 81,footman,2415,hosted,hosted,host,VERB,MSU-TEXAS
M20284854_KHM,Version 81,footman,2415,waited,waited,wait,VERB,MSU-TEXAS
M20284854_KHM,Version 81,footman,2415,cleaned,cleaned,clean,VERB,MSU-TEXAS
M20284854_KHM,Version 81,footman,2415,escorted,escorted,escort,VERB,MSU-TEXAS
M20284854_KHM,Version 81,footman,2415,led,led,lead,VERB,MSU-TEXAS
M20284854_KHM,Version 81,boots,2410,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,boots,2410,washed,washed,washed,VERB,MSU-TEXAS
M20284854_KHM,Version 81,boots,2410,cleaned,cleaned,clean,VERB,MSU-TEXAS
M20284854_KHM,Version 81,boots,2410,dirtied,dirtied,dirtie,VERB,MSU-TEXAS
M20284854_KHM,Version 81,boots,2410,ripped,ripped,rip,VERB,MSU-TEXAS
M20284854_KHM,Version 81,boots,2410,lost,lost,lose,VERB,MSU-TEXAS
M20284854_KHM,Version 81,desk,2429,sat in,sat,sit,VERB,MSU-TEXAS
M20284854_KHM,Version 81,desk,2429,stored in,stored,store,VERB,MSU-TEXAS
M20284854_KHM,Version 81,desk,2429,drawn on,drawn,draw,VERB,MSU-TEXAS
M20284854_KHM,Version 81,desk,2429,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,desk,2429,thrown away,thrown,throw,VERB,MSU-TEXAS
M20284854_KHM,Version 81,desk,2429,thrown away,away,away,ADV,MSU-TEXAS
M20284854_KHM,Version 81,beachwear,2426,worn,worn,wear,VERB,MSU-TEXAS
M20284854_KHM,Version 81,beachwear,2426,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,beachwear,2426,washed,washed,washed,VERB,MSU-TEXAS
M20284854_KHM,Version 81,brushes,2430,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,brushes,2430,cleaned,cleaned,clean,VERB,MSU-TEXAS
M20284854_KHM,Version 81,brushes,2430,painted,painted,paint,VERB,MSU-TEXAS
M20284854_KHM,Version 81,brushes,2430,covered,covered,cover,VERB,MSU-TEXAS
M20284854_KHM,Version 81,brushes,2430,broken,broken,break,VERB,MSU-TEXAS
M20284854_KHM,Version 81,fork,2417,eaten,eaten,eat,VERB,MSU-TEXAS
M20284854_KHM,Version 81,fork,2417,cleaned,cleaned,clean,VERB,MSU-TEXAS
M20284854_KHM,Version 81,fork,2417,thrown,thrown,throw,VERB,MSU-TEXAS
M20284854_KHM,Version 81,fork,2417,stabbed,stabbed,stab,VERB,MSU-TEXAS
M20284854_KHM,Version 81,children,2418,watched over,watched,watch,VERB,MSU-TEXAS
M20284854_KHM,Version 81,children,2418,cared for,cared,care,VERB,MSU-TEXAS
M20284854_KHM,Version 81,children,2418,loved,loved,love,VERB,MSU-TEXAS
M20284854_KHM,Version 81,children,2418,carried,carried,carry,VERB,MSU-TEXAS
M20284854_KHM,Version 81,children,2418,played with,played,play,VERB,MSU-TEXAS
M20284854_KHM,Version 81,guardsman,2407,watched,watched,watch,VERB,MSU-TEXAS
M20284854_KHM,Version 81,guardsman,2407,monitored,monitored,monitor,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pear,2411,eaten,eaten,eat,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pear,2411,grown,grown,grow,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pear,2411,cut,cut,cut,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pear,2411,diced,diced,dice,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pear,2411,backed,backed,back,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pear,2411,scooped,scooped,scoope,VERB,MSU-TEXAS
M20284854_KHM,Version 81,jeans,2423,worn,worn,wear,VERB,MSU-TEXAS
M20284854_KHM,Version 81,jeans,2423,ripped,ripped,rip,VERB,MSU-TEXAS
M20284854_KHM,Version 81,jeans,2423,sewed,sewed,sew,VERB,MSU-TEXAS
M20284854_KHM,Version 81,jeans,2423,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,jeans,2423,washed,washed,washed,VERB,MSU-TEXAS
M20284854_KHM,Version 81,mouth,2425,opened,opened,open,VERB,MSU-TEXAS
M20284854_KHM,Version 81,mouth,2425,cleaned,cleaned,clean,VERB,MSU-TEXAS
M20284854_KHM,Version 81,mouth,2425,shut ,shut,shut,VERB,MSU-TEXAS
M20284854_KHM,Version 81,chiropractor,2406,cracked,cracked,crack,VERB,MSU-TEXAS
M20284854_KHM,Version 81,chiropractor,2406,broke,broke,break,VERB,MSU-TEXAS
M20284854_KHM,Version 81,chiropractor,2406,comforted,comforted,comforte,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pants,2403,worn,worn,wear,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pants,2403,washed,washed,washed,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pants,2403,bought,bought,buy,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pants,2403,sewn,sewn,sew,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pants,2403,ripped,ripped,rip,VERB,MSU-TEXAS
M20284854_KHM,Version 81,pants,2403,broken in to,broken,break,VERB,MSU-TEXAS
M20289622,Version 24,parcel,693,package,package,package,NOUN,MSU-TEXAS
M20289622,Version 24,parcel,693,bundle,bundle,bundle,NOUN,MSU-TEXAS
M20289622,Version 24,breast,709,breast milk,milk,milk,NOUN,MSU-TEXAS
M20289622,Version 24,breast,709,bras,bras,bra,NOUN,MSU-TEXAS
M20289622,Version 24,sugar,714,cook,cook,cake,VERB,MSU-TEXAS
M20289622,Version 24,sugar,714,eat,eat,eat,VERB,MSU-TEXAS
M20289622,Version 24,enemy,695,bad,bad,bad,ADJ,MSU-TEXAS
M20289622,Version 24,hibiscus,713,drink,drink,drink,VERB,MSU-TEXAS
M20289622,Version 24,charcoal,703,cooking,cooking,cook,VERB,MSU-TEXAS
M20289622,Version 24,charcoal,703,outdoor,outdoor,outdoor,ADJ,MSU-TEXAS
M20289622,Version 24,countrywoman,712,boots,boots,boot,NOUN,MSU-TEXAS
M20289622,Version 24,countrywoman,712,hats,hats,hat,NOUN,MSU-TEXAS
M20289622,Version 24,countrywoman,712,dance,dance,dance,VERB,MSU-TEXAS
M20289622,Version 24,wildlife,701,animals,animals,animal,NOUN,MSU-TEXAS
M20289622,Version 24,wildlife,701,forest,forest,forest,NOUN,MSU-TEXAS
M20289622,Version 24,giblets,720,cook,cook,cake,VERB,MSU-TEXAS
M20289622,Version 24,giblets,720,eat,eat,eat,VERB,MSU-TEXAS
M20289622,Version 24,placard,694,concert,concert,concert,NOUN,MSU-TEXAS
M20289622,Version 24,placard,694,protest,protest,protest,VERB,MSU-TEXAS
M20289622,Version 24,placard,694,storefront,storefront,storefront,NOUN,MSU-TEXAS
M20289622,Version 24,smuggler,696,drugs,drugs,drug,NOUN,MSU-TEXAS
M20289622,Version 24,smuggler,696,money,money,money,NOUN,MSU-TEXAS
M20289622,Version 24,rock,704,build material,build,build,VERB,MSU-TEXAS
M20289622,Version 24,rock,704,build material,material,material,NOUN,MSU-TEXAS
M20289622,Version 24,rock,704,cosmetics,cosmetics,cosmetic,NOUN,MSU-TEXAS
M20289622,Version 24,rock,704,cars,cars,cars,NOUN,MSU-TEXAS
M20289622,Version 24,rock,704,roads ,roads,roads,NOUN,MSU-TEXAS
M20289622,Version 24,cactus,708,medicine,medicine,medicine,NOUN,MSU-TEXAS
M20289622,Version 24,cactus,708,food,food,food,NOUN,MSU-TEXAS
M20289622,Version 24,artichoke,718,indigestion,indigestion,indigestion,NOUN,MSU-TEXAS
M20289622,Version 24,artichoke,718,high blood pressure,high,high,INTJ,MSU-TEXAS
M20289622,Version 24,artichoke,718,high blood pressure,blood,blood,NOUN,MSU-TEXAS
M20289622,Version 24,artichoke,718,high blood pressure,pressure,pressure,NOUN,MSU-TEXAS
M20289622,Version 24,nightlight,707,bed,bed,bed,NOUN,MSU-TEXAS
M20289622,Version 24,nightlight,707,outdoors,outdoors,outdoors,ADV,MSU-TEXAS
M20289622,Version 24,lampshade,702,lights,lights,light,NOUN,MSU-TEXAS
M20289622,Version 24,floor,697,clean,clean,clean,VERB,MSU-TEXAS
M20289622,Version 24,floor,697,walk on,walk,walk,VERB,MSU-TEXAS
M20289622,Version 24,puck,706,sick,sick,sick,ADJ,MSU-TEXAS
M20289622,Version 24,bosom,719,breast,breast,breast,NOUN,MSU-TEXAS
M20289622,Version 24,quarters,717,money,money,money,NOUN,MSU-TEXAS
M20289622,Version 24,quarters,717,save,save,save,VERB,MSU-TEXAS
M20289622,Version 24,herb,710,clean,clean,clean,ADJ,MSU-TEXAS
M20289622,Version 24,herb,710,cook,cook,cake,VERB,MSU-TEXAS
M20289622,Version 24,herb,710,baths,baths,bathe,VERB,MSU-TEXAS
M20289622,Version 24,herb,710,teas,teas,teas,NOUN,MSU-TEXAS
M20289622,Version 24,leotard,721,yoga,yoga,yoga,NOUN,MSU-TEXAS
M20289622,Version 24,leotard,721,exercise,exercise,exercise,VERB,MSU-TEXAS
M20289622,Version 24,leotard,721,dance ,dance,dance,VERB,MSU-TEXAS
M20289622,Version 24,cricket,700,phone brand,phone,phone,NOUN,MSU-TEXAS
M20289622,Version 24,cricket,700,phone brand,brand,brand,ADV,MSU-TEXAS
M20289622,Version 24,cricket,700,eat ,eat,eat,VERB,MSU-TEXAS
M20289622,Version 24,gymnasium,699,performances,performances,perform,VERB,MSU-TEXAS
M20289622,Version 24,blueberry,711,eat,eat,eat,VERB,MSU-TEXAS
M20289622,Version 24,blueberry,711,cook ,cook,cake,VERB,MSU-TEXAS
M20289622,Version 24,shin,705,wear,wear,wear,VERB,MSU-TEXAS
M20289622,Version 24,woodpecker,715,trees ,trees,tree,NOUN,MSU-TEXAS
M20289622,Version 24,harp,698,play,play,play,VERB,MSU-TEXAS
M20289928_HAW,Version 23,lasso,664,tying,tying,tie,VERB,MSU-TEXAS
M20289928_HAW,Version 23,lasso,664,secure,secure,secure,VERB,MSU-TEXAS
M20289928_HAW,Version 23,shaker,674,cooking,cooking,cook,VERB,MSU-TEXAS
M20289928_HAW,Version 23,turtleneck,682,wearing ,wearing,wear,VERB,MSU-TEXAS
M20289928_HAW,Version 23,journal,675,notes,notes,note,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,journal,675,mental health outlet,mental,mental,ADJ,MSU-TEXAS
M20289928_HAW,Version 23,journal,675,mental health outlet,health,health,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,journal,675,mental health outlet,outlet,outlet,X,MSU-TEXAS
M20289928_HAW,Version 23,ice,686,skating,skating,skat,VERB,MSU-TEXAS
M20289928_HAW,Version 23,ice,686,cooling,cooling,cool,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,shovel,689,digging,digging,digge,VERB,MSU-TEXAS
M20289928_HAW,Version 23,lodge,678,living,living,live,VERB,MSU-TEXAS
M20289928_HAW,Version 23,stapler,683,secure,secure,secure,VERB,MSU-TEXAS
M20289928_HAW,Version 23,bucket,670,collecting,collecting,collect,VERB,MSU-TEXAS
M20289928_HAW,Version 23,bifocals,673,seeing,seeing,see,VERB,MSU-TEXAS
M20289928_HAW,Version 23,child,662,raising,raising,raise,VERB,MSU-TEXAS
M20289928_HAW,Version 23,woodcraft,665,building,building,build,VERB,MSU-TEXAS
M20289928_HAW,Version 23,podiatrist,663,inspect,inspect,inspect,VERB,MSU-TEXAS
M20289928_HAW,Version 23,podiatrist,663,heal,heal,heal,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,heroin,666,getting high,getting,get,VERB,MSU-TEXAS
M20289928_HAW,Version 23,heroin,666,getting high,high,high,INTJ,MSU-TEXAS
M20289928_HAW,Version 23,earplug,690,listening,listening,listen,VERB,MSU-TEXAS
M20289928_HAW,Version 23,earplug,690,sound supression,sound,sound,VERB,MSU-TEXAS
M20289928_HAW,Version 23,earplug,690,sound supression,suppression,supress,VERB,MSU-TEXAS
M20289928_HAW,Version 23,Shirt,677,wearing,wearing,wear,VERB,MSU-TEXAS
M20289928_HAW,Version 23,Shirt,677,washing,washing,wash,VERB,MSU-TEXAS
M20289928_HAW,Version 23,Shirt,677,cleaning,cleaning,clean,VERB,MSU-TEXAS
M20289928_HAW,Version 23,prize,688,winning,winning,win,VERB,MSU-TEXAS
M20289928_HAW,Version 23,prize,688,giving,giving,give,VERB,MSU-TEXAS
M20289928_HAW,Version 23,diaper,679,cleanliness,cleanliness,clean,VERB,MSU-TEXAS
M20289928_HAW,Version 23,suture,687,healing,healing,heal,VERB,MSU-TEXAS
M20289928_HAW,Version 23,suture,687,fixing,fixing,fix,VERB,MSU-TEXAS
M20289928_HAW,Version 23,crown,680,wearing,wearing,wear,VERB,MSU-TEXAS
M20289928_HAW,Version 23,slide,676,fun,fun,fun,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,slide,676,music,music,music,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,brick,672,building,building,build,VERB,MSU-TEXAS
M20289928_HAW,Version 23,box,669,storage,storage,store,VERB,MSU-TEXAS
M20289928_HAW,Version 23,box,669,fun,fun,fun,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,pantaloons,691,wearing,wearing,wear,VERB,MSU-TEXAS
M20289928_HAW,Version 23,auditorium,684,theater shows,theater,theater,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,auditorium,684,theater shows,shows,show,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,auditorium,684,conferences,conferences,conference,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,auditorium,684,assembly,assembly,assembly,ADV,MSU-TEXAS
M20289928_HAW,Version 23,actress,685,perform,perform,perform,VERB,MSU-TEXAS
M20289928_HAW,Version 23,honeydew,668,baking,baking,bake,VERB,MSU-TEXAS
M20289928_HAW,Version 23,breadbasket,681,storage,storage,store,VERB,MSU-TEXAS
M20289928_HAW,Version 23,breadbasket,681,farming,farming,farm,VERB,MSU-TEXAS
M20289928_HAW,Version 23,flowerbed,671,asthetics,aesthetics,aesthetic,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,flowerbed,671,cultivating,cultivating,cultivate,VERB,MSU-TEXAS
M20289928_HAW,Version 23,pill,667,health,health,health,NOUN,MSU-TEXAS
M20289928_HAW,Version 23,pill,667,overdose,overdose,overdose,PRON,MSU-TEXAS
M20290538JPGV,Version 48,oat,1428,eating,eating,eat,VERB,MSU-TEXAS
M20290538JPGV,Version 48,oat,1428,cooking,cooking,cook,VERB,MSU-TEXAS
M20290538JPGV,Version 48,oat,1428,baking,baking,bake,VERB,MSU-TEXAS
M20290538JPGV,Version 48,oat,1428,fermenting ,fermenting,ferment,VERB,MSU-TEXAS
M20290538JPGV,Version 48,condom,1440,protection,protection,protect,VERB,MSU-TEXAS
M20290538JPGV,Version 48,condom,1440,foreplay,foreplay,foreplay,VERB,MSU-TEXAS
M20290538JPGV,Version 48,neckband,1417,wearing,wearing,wear,VERB,MSU-TEXAS
M20290538JPGV,Version 48,neckband,1417,accessorizing,accessorizing,accessorize,VERB,MSU-TEXAS
M20290538JPGV,Version 48,neckband,1417,displaying,displaying,display,VERB,MSU-TEXAS
M20290538JPGV,Version 48,tape,1422,adhesive,adhesive,adhesive,ADJ,MSU-TEXAS
M20290538JPGV,Version 48,tape,1422,decoration,decoration,decorate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,tape,1422,repairing ,repairing,repaire,VERB,MSU-TEXAS
M20290538JPGV,Version 48,earpiece,1425,hearing,hearing,hear,VERB,MSU-TEXAS
M20290538JPGV,Version 48,earpiece,1425,decorating,decorating,decorate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,earpiece,1425,spying,spying,spy,VERB,MSU-TEXAS
M20290538JPGV,Version 48,earpiece,1425,listening,listening,listen,VERB,MSU-TEXAS
M20290538JPGV,Version 48,acne,1426,treating,treating,treat,VERB,MSU-TEXAS
M20290538JPGV,Version 48,latex,1432,rubber,rubber,rubber,NOUN,MSU-TEXAS
M20290538JPGV,Version 48,latex,1432,protection,protection,protect,VERB,MSU-TEXAS
M20290538JPGV,Version 48,bone,1427,broth,broth,broth,NOUN,MSU-TEXAS
M20290538JPGV,Version 48,bone,1427,dogs,dogs,dog,NOUN,MSU-TEXAS
M20290538JPGV,Version 48,bone,1427,decoration,decoration,decorate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,bloodhound,1416,smelling,smelling,smell,VERB,MSU-TEXAS
M20290538JPGV,Version 48,bloodhound,1416,searching,searching,search,VERB,MSU-TEXAS
M20290538JPGV,Version 48,bloodhound,1416,hunting ,hunting,hunt,VERB,MSU-TEXAS
M20290538JPGV,Version 48,yoga,1439,stretching,stretching,stretch,VERB,MSU-TEXAS
M20290538JPGV,Version 48,yoga,1439,relaxing,relaxing,relax,VERB,MSU-TEXAS
M20290538JPGV,Version 48,yoga,1439,calming,calming,calme,VERB,MSU-TEXAS
M20290538JPGV,Version 48,yoga,1439,stress-relieving,stress,stress,VERB,MSU-TEXAS
M20290538JPGV,Version 48,yoga,1439,stress-relieving,relieving,relieive,VERB,MSU-TEXAS
M20290538JPGV,Version 48,land,1421,building,building,build,VERB,MSU-TEXAS
M20290538JPGV,Version 48,land,1421,construction,construction,construction,NOUN,MSU-TEXAS
M20290538JPGV,Version 48,land,1421,farming,farming,farm,VERB,MSU-TEXAS
M20290538JPGV,Version 48,land,1421,living,living,live,VERB,MSU-TEXAS
M20290538JPGV,Version 48,pegboard,1435,decoration,decoration,decorate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,pegboard,1435,informatio,information,inform,VERB,MSU-TEXAS
M20290538JPGV,Version 48,peelings,1418,composting,composting,compost,VERB,MSU-TEXAS
M20290538JPGV,Version 48,newsletter,1438,reading,reading,read,VERB,MSU-TEXAS
M20290538JPGV,Version 48,newsletter,1438,writing,writing,write,VERB,MSU-TEXAS
M20290538JPGV,Version 48,brass,1419,metallic objects,metallic,metallic,NOUN,MSU-TEXAS
M20290538JPGV,Version 48,brass,1419,metallic objects,objects,object,VERB,MSU-TEXAS
M20290538JPGV,Version 48,brass,1419,instruments,instruments,instrument,NOUN,MSU-TEXAS
M20290538JPGV,Version 48,brass,1419,deco,decor,decorate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,detergent,1429,cleaning,cleaning,clean,VERB,MSU-TEXAS
M20290538JPGV,Version 48,detergent,1429,washing,washing,wash,VERB,MSU-TEXAS
M20290538JPGV,Version 48,detergent,1429,laundry,laundry,laundry,NOUN,MSU-TEXAS
M20290538JPGV,Version 48,graveyard,1433,burial,burial,bury,VERB,MSU-TEXAS
M20290538JPGV,Version 48,graveyard,1433,celebration,celebration,celebrate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,graveyard,1433,haunting,haunting,haunt,VERB,MSU-TEXAS
M20290538JPGV,Version 48,chick,1436,raising,raising,raise,VERB,MSU-TEXAS
M20290538JPGV,Version 48,chick,1436,petting,petting,pet,VERB,MSU-TEXAS
M20290538JPGV,Version 48,chick,1436,befriending,befriending,befriend,VERB,MSU-TEXAS
M20290538JPGV,Version 48,chick,1436,holding,holding,hold,VERB,MSU-TEXAS
M20290538JPGV,Version 48,talisman,1414,displaying,displaying,display,VERB,MSU-TEXAS
M20290538JPGV,Version 48,talisman,1414,wearing,wearing,wear,VERB,MSU-TEXAS
M20290538JPGV,Version 48,talisman,1414,praying,praying,pray,VERB,MSU-TEXAS
M20290538JPGV,Version 48,primrose,1430,raising,raising,raise,VERB,MSU-TEXAS
M20290538JPGV,Version 48,primrose,1430,growing,growing,grow,VERB,MSU-TEXAS
M20290538JPGV,Version 48,primrose,1430,observing,observing,obserive,VERB,MSU-TEXAS
M20290538JPGV,Version 48,peppercorn,1413,seasoning,seasoning,season,VERB,MSU-TEXAS
M20290538JPGV,Version 48,peppercorn,1413,cooking,cooking,cook,VERB,MSU-TEXAS
M20290538JPGV,Version 48,pencil,1437,writing,writing,write,VERB,MSU-TEXAS
M20290538JPGV,Version 48,pencil,1437,flinging,flinging,flinge,VERB,MSU-TEXAS
M20290538JPGV,Version 48,pencil,1437,erasing (kinda),erasing,erase,VERB,MSU-TEXAS
M20290538JPGV,Version 48,pencil,1437,erasing (kinda),kinda,kinda,ADV,MSU-TEXAS
M20290538JPGV,Version 48,pencil,1437,drawing,drawing,drawe,VERB,MSU-TEXAS
M20290538JPGV,Version 48,pencil,1437,underlining,underlining,underlin,VERB,MSU-TEXAS
M20290538JPGV,Version 48,childbirth,1434,celebrating,celebrating,celebrate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,childbirth,1434,bringing life,bringing,bring,VERB,MSU-TEXAS
M20290538JPGV,Version 48,childbirth,1434,bringing life,life,life,NOUN,MSU-TEXAS
M20290538JPGV,Version 48,childbirth,1434,loving ,loving,love,VERB,MSU-TEXAS
M20290538JPGV,Version 48,maize,1420,eating,eating,eat,VERB,MSU-TEXAS
M20290538JPGV,Version 48,maize,1420,cooking,cooking,cook,VERB,MSU-TEXAS
M20290538JPGV,Version 48,maize,1420,baking,baking,bake,VERB,MSU-TEXAS
M20290538JPGV,Version 48,maize,1420,harvesting,harvesting,harvest,X,MSU-TEXAS
M20290538JPGV,Version 48,terrycloth,1412,cleaning,cleaning,clean,VERB,MSU-TEXAS
M20290538JPGV,Version 48,terrycloth,1412,drying,drying,dry,VERB,MSU-TEXAS
M20290538JPGV,Version 48,terrycloth,1412,wearing,wearing,wear,VERB,MSU-TEXAS
M20290538JPGV,Version 48,morsel,1415,eating,eating,eat,VERB,MSU-TEXAS
M20290538JPGV,Version 48,hut,1423,living,living,live,VERB,MSU-TEXAS
M20290538JPGV,Version 48,hut,1423,residing,residing,reside,VERB,MSU-TEXAS
M20290538JPGV,Version 48,hut,1423,decorating,decorating,decorate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,cuisine,1441,eating,eating,eat,VERB,MSU-TEXAS
M20290538JPGV,Version 48,cuisine,1441,cooking,cooking,cook,VERB,MSU-TEXAS
M20290538JPGV,Version 48,cuisine,1441,baking,baking,bake,VERB,MSU-TEXAS
M20290538JPGV,Version 48,cuisine,1441,sampling ,sampling,sample,NOUN,MSU-TEXAS
M20290538JPGV,Version 48,eggshell,1431,composting,composting,compost,VERB,MSU-TEXAS
M20290538JPGV,Version 48,eggshell,1431,decorating ,decorating,decorate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,tattoo,1424,decorating,decorating,decorate,VERB,MSU-TEXAS
M20290538JPGV,Version 48,tattoo,1424,admiring,admiring,admir,VERB,MSU-TEXAS
M20290538JPGV,Version 48,tattoo,1424,emphasizing,emphasizing,emphasize,VERB,MSU-TEXAS
m20290781JF,Version 61,sportswoman,1815,olympics,olympics,olympic,NOUN,MSU-TEXAS
m20290781JF,Version 61,sportswoman,1815,betting,betting,bet,VERB,MSU-TEXAS
m20290781JF,Version 61,sportswoman,1815,goal figure,goal,goal,NOUN,MSU-TEXAS
m20290781JF,Version 61,sportswoman,1815,goal figure,figure,figure,VERB,MSU-TEXAS
m20290781JF,Version 61,bookshelf,1819,store books,store,store,VERB,MSU-TEXAS
