"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected","corrected"
"W10014082",21,"Version 50","pineapple","BOI","USM","grill","grill"
"W10014082",22,"Version 50","potato","BOI","USM","eat","eat"
"W10014082",22,"Version 50","potato","BOI","USM","cook","cook"
"W10014082",22,"Version 50","potato","BOI","USM","mash","mash"
"W10014082",22,"Version 50","potato","BOI","USM","salad","salad"
"W10014082",22,"Version 50","potato","BOI","USM","fried","fried"
"W10014082",23,"Version 50","grandson","BOI","USM","family","family"
"W10014082",24,"Version 50","metal","BOI","USM","jewelry","jewelry"
"W10014082",24,"Version 50","metal","BOI","USM","architectural","architectural"
"W10014082",24,"Version 50","metal","BOI","USM","base","base"
"W10014082",24,"Version 50","metal","BOI","USM","utensils ","utensils "
"W10014082",25,"Version 50","orange","BOI","USM","eat","eat"
"W10014082",25,"Version 50","orange","BOI","USM","peel","peel"
"W10014082",25,"Version 50","orange","BOI","USM","juice","juice"
"W10014082",26,"Version 50","necktie","BOI","USM","clothing ","clothing "
"W10014082",27,"Version 50","cliff","BOI","USM","jump","jump"
"W10014082",27,"Version 50","cliff","BOI","USM","heights","heights"
"W10014082",27,"Version 50","cliff","BOI","USM","view","view"
"W10014082",28,"Version 50","nanny","BOI","USM","clean","clean"
"W10014082",28,"Version 50","nanny","BOI","USM","watch","watch"
"W10014082",28,"Version 50","nanny","BOI","USM","cook","cook"
"W10014082",29,"Version 50","cent","BOI","USM","money","money"
"W10014082",30,"Version 50","corset","BOI","USM","bodice","bodice"
"W10014082",30,"Version 50","corset","BOI","USM","cinch","cinch"
"W10014082",31,"Version 50","needle","BOI","USM","stitch","stitch"
"W10014082",31,"Version 50","needle","BOI","USM","create","create"
"W10014082",32,"Version 50","coin","BOI","USM","currency","currency"
"W10014082",33,"Version 50","councilwoman","BOI","USM","serve","serve"
"W10014082",33,"Version 50","councilwoman","BOI","USM","create","create"
"W10014082",34,"Version 50","muzzle","BOI","USM","prevent ","prevent "
"W10014082",35,"Version 50","shavings","BOI","USM","razor","razor"
"W10014082",35,"Version 50","shavings","BOI","USM","peeler","peeler"
"W10014082",36,"Version 50","joystick","BOI","USM","game","game"
"W10014082",36,"Version 50","joystick","BOI","USM","play","play"
"W10014082",37,"Version 50","drywall","BOI","USM","build","build"
"W10014082",37,"Version 50","drywall","BOI","USM","destroy","destroy"
"W10014082",38,"Version 50","pullover","BOI","USM","hoodie","hoodie"
"W10014082",38,"Version 50","pullover","BOI","USM","roadside ","roadside "
"W10014082",39,"Version 50","shallot","BOI","USM","food","food"
"W10014082",40,"Version 50","geranium","BOI","USM","mineral","mineral"
"w10022292_BL",11,"Version 46","pompom","BOI","USM","shook","shook"
"w10022292_BL",11,"Version 46","pompom","BOI","USM","thrown","thrown"
"w10022292_BL",12,"Version 46","pump","BOI","USM","fuel","fuel"
"w10022292_BL",12,"Version 46","pump","BOI","USM","air up","air up"
"w10022292_BL",12,"Version 46","pump","BOI","USM","blow up","blow up"
"w10022292_BL",13,"Version 46","washbowl","BOI","USM","wash","wash"
"w10022292_BL",14,"Version 46","saleswoman","BOI","USM","sell","sell"
"w10022292_BL",14,"Version 46","saleswoman","BOI","USM","talk to","talk to"
"w10022292_BL",14,"Version 46","saleswoman","BOI","USM","inform","inform"
"w10022292_BL",15,"Version 46","quarter","BOI","USM","buy","buy"
"w10022292_BL",16,"Version 46","gardener","BOI","USM","yard work","yard work"
"w10022292_BL",16,"Version 46","gardener","BOI","USM","watering","watering"
"w10022292_BL",17,"Version 46","vitamin","BOI","USM","take","take"
"w10022292_BL",17,"Version 46","vitamin","BOI","USM","for health","for health"
"w10022292_BL",18,"Version 46","arachnid","BOI","USM","step on","step on"
"w10022292_BL",18,"Version 46","arachnid","BOI","USM","put outside","put outside"
"w10022292_BL",19,"Version 46","treasure","BOI","USM","hunt","hunt"
"w10022292_BL",19,"Version 46","treasure","BOI","USM","find","find"
"w10022292_BL",19,"Version 46","treasure","BOI","USM","look for","look for"
"w10022292_BL",21,"Version 46","bouquet","BOI","USM","hold","hold"
"w10022292_BL",21,"Version 46","bouquet","BOI","USM","make","make"
"w10022292_BL",22,"Version 46","broth","BOI","USM","slurp","slurp"
"w10022292_BL",22,"Version 46","broth","BOI","USM","eat","eat"
"w10022292_BL",23,"Version 46","flute","BOI","USM","play","play"
"w10022292_BL",24,"Version 46","muscle","BOI","USM","lift","lift"
"w10022292_BL",24,"Version 46","muscle","BOI","USM","climb","climb"
"w10022292_BL",25,"Version 46","mistress","BOI","USM","use","use"
"w10022292_BL",26,"Version 46","sword","BOI","USM","kill","kill"
"w10022292_BL",26,"Version 46","sword","BOI","USM","maim ","maim "
"w10022292_BL",27,"Version 46","cornbread","BOI","USM","eat","eat"
"w10022292_BL",28,"Version 46","mixer","BOI","USM","mixing","mixing"
"w10022292_BL",30,"Version 46","antenna","BOI","USM","amplify","amplify"
"w10022292_BL",31,"Version 46","interviewer","BOI","USM","talk to","talk to"
"w10022292_BL",32,"Version 46","drainpipe","BOI","USM","drain","drain"
"w10022292_BL",34,"Version 46","handclasp","BOI","USM","applause ","applause "
"w10022292_BL",35,"Version 46","boyfriend","BOI","USM","hug","hug"
"w10022292_BL",36,"Version 46","golfer","BOI","USM","golf","golf"
"w10022292_BL",37,"Version 46","diner","BOI","USM","eat","eat"
"w10022292_BL",38,"Version 46","southerner","BOI","USM","talk to","talk to"
"w10022292_BL",39,"Version 46","remote","BOI","USM","change channel","change channel"
"w10022292_BL",40,"Version 46","paper","BOI","USM","write on","write on"
"w10030462",11,"Version 42","fossil","BOI","USM","fuel machines","fuel machines"
"w10030462",11,"Version 42","fossil","BOI","USM","discover","discover"
"w10030462",11,"Version 42","fossil","BOI","USM","examine","examine"
"w10030462",11,"Version 42","fossil","BOI","USM","analyze","analyze"
"w10030462",11,"Version 42","fossil","BOI","USM","piece together","piece together"
"w10030462",11,"Version 42","fossil","BOI","USM","display","display"
"w10030462",11,"Version 42","fossil","BOI","USM","clean off","clean off"
"w10030462",11,"Version 42","fossil","BOI","USM","break up","break up"
"w10030462",12,"Version 42","flashlight","BOI","USM","see in the dark","see in the dark"
"w10030462",12,"Version 42","flashlight","BOI","USM","use as weapon","use as weapon"
"w10030462",12,"Version 42","flashlight","BOI","USM","leave in drawer","leave in drawer"
"w10030462",12,"Version 42","flashlight","BOI","USM","keep in hurricane kit","keep in hurricane kit"
"w10030462",12,"Version 42","flashlight","BOI","USM","puppet show","puppet show"
"w10030462",12,"Version 42","flashlight","BOI","USM","camping","camping"
"w10030462",13,"Version 42","tooth","BOI","USM","eat","eat"
"w10030462",13,"Version 42","tooth","BOI","USM","grind up food","grind up food"
"w10030462",13,"Version 42","tooth","BOI","USM","make weird art","make weird art"
"w10030462",13,"Version 42","tooth","BOI","USM","keep in tin","keep in tin"
"w10030462",13,"Version 42","tooth","BOI","USM","clean","clean"
"w10030462",13,"Version 42","tooth","BOI","USM","bite","bite"
"w10030462",14,"Version 42","label","BOI","USM","label things","label things"
"w10030462",14,"Version 42","label","BOI","USM","wrongly label things","wrongly label things"
"w10030462",14,"Version 42","label","BOI","USM","place in container","place in container"
"w10030462",14,"Version 42","label","BOI","USM","place on wall","place on wall"
"w10030462",14,"Version 42","label","BOI","USM","place on door","place on door"
"w10030462",14,"Version 42","label","BOI","USM","place on object","place on object"
"w10030462",14,"Version 42","label","BOI","USM","art","art"
"w10030462",14,"Version 42","label","BOI","USM","destroy","destroy"
"w10030462",14,"Version 42","label","BOI","USM","change","change"
"w10030462",15,"Version 42","chaplain","BOI","USM","talk to","talk to"
"w10030462",15,"Version 42","chaplain","BOI","USM","pray with","pray with"
"w10030462",15,"Version 42","chaplain","BOI","USM","hit","hit"
"w10030462",15,"Version 42","chaplain","BOI","USM","ignore","ignore"
"w10030462",15,"Version 42","chaplain","BOI","USM","lie to","lie to"
"w10030462",15,"Version 42","chaplain","BOI","USM","bring food","bring food"
"w10030462",15,"Version 42","chaplain","BOI","USM","give money ","give money "
"w10030462",16,"Version 42","woman","BOI","USM","talk to","talk to"
"w10030462",16,"Version 42","woman","BOI","USM","hang out","hang out"
"w10030462",16,"Version 42","woman","BOI","USM","eat food with","eat food with"
"w10030462",16,"Version 42","woman","BOI","USM","play game with","play game with"
"w10030462",16,"Version 42","woman","BOI","USM","sing with","sing with"
"w10030462",16,"Version 42","woman","BOI","USM","write about","write about"
"w10030462",16,"Version 42","woman","BOI","USM","make a video","make a video"
"w10030462",17,"Version 42","ashes","BOI","USM","spread them","spread them"
"w10030462",17,"Version 42","ashes","BOI","USM","clean out","clean out"
"w10030462",17,"Version 42","ashes","BOI","USM","throw away","throw away"
"w10030462",17,"Version 42","ashes","BOI","USM","blow away","blow away"
"w10030462",17,"Version 42","ashes","BOI","USM","gather","gather"
"w10030462",17,"Version 42","ashes","BOI","USM","mix with water","mix with water"
"w10030462",17,"Version 42","ashes","BOI","USM","smear","smear"
"w10030462",17,"Version 42","ashes","BOI","USM","art","art"
"w10030462",18,"Version 42","crypt","BOI","USM","store bodies","store bodies"
"w10030462",18,"Version 42","crypt","BOI","USM","write a spooky story about","write a spooky story about"
"w10030462",18,"Version 42","crypt","BOI","USM","hang out","hang out"
"w10030462",18,"Version 42","crypt","BOI","USM","clean up","clean up"
"w10030462",18,"Version 42","crypt","BOI","USM","pay respects","pay respects"
"w10030462",18,"Version 42","crypt","BOI","USM","talk to the people there","talk to the people there"
"w10030462",19,"Version 42","fluid","BOI","USM","pour","pour"
"w10030462",19,"Version 42","fluid","BOI","USM","spill","spill"
"w10030462",19,"Version 42","fluid","BOI","USM","drop","drop"
"w10030462",19,"Version 42","fluid","BOI","USM","clean up","clean up"
"w10030462",19,"Version 42","fluid","BOI","USM","store","store"
"w10030462",19,"Version 42","fluid","BOI","USM","soak up","soak up"
"w10030462",19,"Version 42","fluid","BOI","USM","splash","splash"
"w10030462",19,"Version 42","fluid","BOI","USM","slosh","slosh"
"w10030462",19,"Version 42","fluid","BOI","USM","waste","waste"
"w10030462",20,"Version 42","cracker","BOI","USM","eat","eat"
"w10030462",20,"Version 42","cracker","BOI","USM","crumble","crumble"
"w10030462",20,"Version 42","cracker","BOI","USM","throw","throw"
"w10030462",20,"Version 42","cracker","BOI","USM","throw away","throw away"
"w10030462",20,"Version 42","cracker","BOI","USM","put in bag","put in bag"
"w10030462",20,"Version 42","cracker","BOI","USM","take for meal","take for meal"
"w10030462",20,"Version 42","cracker","BOI","USM","make it a firecracker","make it a firecracker"
"w10030462",20,"Version 42","cracker","BOI","USM","set on fire","set on fire"
"w10030462",21,"Version 42","envelope","BOI","USM","put paper in","put paper in"
"w10030462",21,"Version 42","envelope","BOI","USM","put other things in","put other things in"
"w10030462",21,"Version 42","envelope","BOI","USM","lick","lick"
"w10030462",21,"Version 42","envelope","BOI","USM","store","store"
"w10030462",21,"Version 42","envelope","BOI","USM","send","send"
"w10030462",21,"Version 42","envelope","BOI","USM","write on","write on"
"w10030462",21,"Version 42","envelope","BOI","USM","tear","tear"
"w10030462",21,"Version 42","envelope","BOI","USM","open","open"
"w10030462",21,"Version 42","envelope","BOI","USM","shred","shred"
"w10030462",21,"Version 42","envelope","BOI","USM","throw away","throw away"
"w10030462",21,"Version 42","envelope","BOI","USM","burn","burn"
"w10030462",22,"Version 42","tightrope","BOI","USM","balance","balance"
"w10030462",22,"Version 42","tightrope","BOI","USM","fall","fall"
"w10030462",22,"Version 42","tightrope","BOI","USM","stay on","stay on"
"w10030462",22,"Version 42","tightrope","BOI","USM","hold","hold"
"w10030462",22,"Version 42","tightrope","BOI","USM","cut","cut"
"w10030462",22,"Version 42","tightrope","BOI","USM","tie","tie"
"w10030462",22,"Version 42","tightrope","BOI","USM","walk","walk"
"w10030462",22,"Version 42","tightrope","BOI","USM","run","run"
"w10030462",22,"Version 42","tightrope","BOI","USM","do a flip","do a flip"
"w10030462",22,"Version 42","tightrope","BOI","USM","do a trick","do a trick"
"w10030462",23,"Version 42","moneybags","BOI","USM","own","own"
"w10030462",23,"Version 42","moneybags","BOI","USM","carry","carry"
"w10030462",23,"Version 42","moneybags","BOI","USM","store","store"
"w10030462",23,"Version 42","moneybags","BOI","USM","put in bank","put in bank"
"w10030462",23,"Version 42","moneybags","BOI","USM","burn","burn"
"w10030462",23,"Version 42","moneybags","BOI","USM","spend","spend"
"w10030462",23,"Version 42","moneybags","BOI","USM","swing","swing"
"w10030462",23,"Version 42","moneybags","BOI","USM","hit","hit"
"w10030462",24,"Version 42","stallion","BOI","USM","ride","ride"
"w10030462",24,"Version 42","stallion","BOI","USM","wash","wash"
"w10030462",24,"Version 42","stallion","BOI","USM","groom","groom"
"w10030462",24,"Version 42","stallion","BOI","USM","spend time with","spend time with"
"w10030462",24,"Version 42","stallion","BOI","USM","talk to","talk to"
"w10030462",24,"Version 42","stallion","BOI","USM","but in stable","but in stable"
"w10030462",24,"Version 42","stallion","BOI","USM","watch","watch"
"w10030462",24,"Version 42","stallion","BOI","USM","put in pasture","put in pasture"
"w10030462",24,"Version 42","stallion","BOI","USM","pet","pet"
"w10030462",24,"Version 42","stallion","BOI","USM","hug","hug"
"w10030462",24,"Version 42","stallion","BOI","USM","kiss","kiss"
"w10030462",24,"Version 42","stallion","BOI","USM","pat","pat"
"w10030462",24,"Version 42","stallion","BOI","USM","saddle","saddle"
"w10030462",25,"Version 42","ramp","BOI","USM","go up","go up"
"w10030462",25,"Version 42","ramp","BOI","USM","go down","go down"
"w10030462",25,"Version 42","ramp","BOI","USM","wheel up","wheel up"
"w10030462",25,"Version 42","ramp","BOI","USM","wheel down","wheel down"
"w10030462",25,"Version 42","ramp","BOI","USM","fall","fall"
"w10030462",25,"Version 42","ramp","BOI","USM","run up","run up"
"w10030462",25,"Version 42","ramp","BOI","USM","run down","run down"
"w10030462",25,"Version 42","ramp","BOI","USM","walk on","walk on"
"w10030462",25,"Version 42","ramp","BOI","USM","jump from","jump from"
"w10030462",26,"Version 42","commode","BOI","USM","go to bathroom","go to bathroom"
"w10030462",26,"Version 42","commode","BOI","USM","pee","pee"
"w10030462",26,"Version 42","commode","BOI","USM","poop","poop"
"w10030462",26,"Version 42","commode","BOI","USM","throw up","throw up"
"w10030462",26,"Version 42","commode","BOI","USM","sit","sit"
"w10030462",26,"Version 42","commode","BOI","USM","play on phone","play on phone"
"w10030462",26,"Version 42","commode","BOI","USM","clean","clean"
"w10030462",26,"Version 42","commode","BOI","USM","shoo animal away from","shoo animal away from"
"w10030462",26,"Version 42","commode","BOI","USM","get rid of","get rid of"
"w10030462",26,"Version 42","commode","BOI","USM","keep","keep"
"w10030462",28,"Version 42","vendor","BOI","USM","buy things from","buy things from"
"w10030462",28,"Version 42","vendor","BOI","USM","sell","sell"
"w10030462",28,"Version 42","vendor","BOI","USM","steal from","steal from"
"w10030462",28,"Version 42","vendor","BOI","USM","talk to","talk to"
"w10030462",28,"Version 42","vendor","BOI","USM","scream at","scream at"
"w10030462",28,"Version 42","vendor","BOI","USM","hit","hit"
"w10030462",28,"Version 42","vendor","BOI","USM","hug","hug"
"w10030462",28,"Version 42","vendor","BOI","USM","kiss","kiss"
"w10030462",28,"Version 42","vendor","BOI","USM","pat","pat"
"w10030462",28,"Version 42","vendor","BOI","USM","give money","give money"
"w10030462",28,"Version 42","vendor","BOI","USM","give bags","give bags"
