"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected","corrected"
"w10029010_es",26,"Version 5","tranquilizers","BOI","USM","guns","guns"
"w10029010_es",27,"Version 5","doll","BOI","USM","barbie","barbie"
"w10029010_es",28,"Version 5","eyepiece","BOI","USM","eyewash","eyewash"
"w10029010_es",29,"Version 5","waste","BOI","USM","trash","trash"
"w10029010_es",30,"Version 5","worker","BOI","USM","teacher","teacher"
"w10029010_es",30,"Version 5","worker","BOI","USM","construction","construction"
"w10029010_es",31,"Version 5","woodwork","BOI","USM","tree","tree"
"w10029010_es",32,"Version 5","stableman","BOI","USM","barn","barn"
"w10029010_es",32,"Version 5","stableman","BOI","USM","cows","cows"
"w10029010_es",32,"Version 5","stableman","BOI","USM","horses","horses"
"w10029010_es",33,"Version 5","bazooka","BOI","USM","beebees","an"
"w10029010_es",34,"Version 5","pedal","BOI","USM","flowers","flowers"
"w10029010_es",34,"Version 5","pedal","BOI","USM","bees","bees"
"w10029010_es",35,"Version 5","playsuit","BOI","USM","swimming","swimming"
"w10029010_es",36,"Version 5","postman","BOI","USM","mail","mail"
"w10029010_es",37,"Version 5","antiques","BOI","USM","teacups","teacups"
"w10029010_es",37,"Version 5","antiques","BOI","USM","dish sets","dish sets"
"w10029010_es",38,"Version 5","laryngoscope","BOI","USM","long","long"
"w10029010_es",38,"Version 5","laryngoscope","BOI","USM","short","short"
"w10029010_es",39,"Version 5","pomegranate","BOI","USM","red","red"
"w10029010_es",39,"Version 5","pomegranate","BOI","USM","stains","stains"
"w10029010_es",40,"Version 5","crutch","BOI","USM","long","long"
"w10029010_es",40,"Version 5","crutch","BOI","USM","stick","stick"
"w10029489_ss",11,"Version 51","glass","BOI","USM","break","break"
"w10029489_ss",11,"Version 51","glass","BOI","USM","drink out of it ","drink out of it "
"w10029489_ss",12,"Version 51","onion","BOI","USM","sautee","saute"
"w10029489_ss",12,"Version 51","onion","BOI","USM","carmelize","caramelize"
"w10029489_ss",12,"Version 51","onion","BOI","USM","cut","cut"
"w10029489_ss",12,"Version 51","onion","BOI","USM","fry","fry"
"w10029489_ss",13,"Version 51","mayo","BOI","USM","put on sandwich","put on sandwich"
"w10029489_ss",13,"Version 51","mayo","BOI","USM","cook ","cook "
"w10029489_ss",14,"Version 51","proprietor","BOI","USM","approach for business","approach for business"
"w10029489_ss",15,"Version 51","scapula","BOI","USM","stretch","stretch"
"w10029489_ss",15,"Version 51","scapula","BOI","USM","break","break"
"w10029489_ss",16,"Version 51","candle","BOI","USM","burn","burn"
"w10029489_ss",16,"Version 51","candle","BOI","USM","smell ","smell "
"w10029489_ss",17,"Version 51","featherbed","BOI","USM","lay","lay"
"w10029489_ss",17,"Version 51","featherbed","BOI","USM","sleep","sleep"
"w10029489_ss",17,"Version 51","featherbed","BOI","USM","relax","relax"
"w10029489_ss",18,"Version 51","girdle","BOI","USM","wear","wear"
"w10029489_ss",19,"Version 51","babe","BOI","USM","hold","hold"
"w10029489_ss",19,"Version 51","babe","BOI","USM","feed","feed"
"w10029489_ss",19,"Version 51","babe","BOI","USM","rock","rock"
"w10029489_ss",19,"Version 51","babe","BOI","USM","burp","burp"
"w10029489_ss",19,"Version 51","babe","BOI","USM","play","play"
"w10029489_ss",20,"Version 51","staple","BOI","USM","store","store"
"w10029489_ss",20,"Version 51","staple","BOI","USM","eat","eat"
"w10029489_ss",21,"Version 51","cider","BOI","USM","drink","drink"
"w10029489_ss",21,"Version 51","cider","BOI","USM","cook ","cook "
"w10029489_ss",22,"Version 51","xylophone","BOI","USM","play","play"
"w10029489_ss",22,"Version 51","xylophone","BOI","USM","give to child","give to child"
"w10029489_ss",23,"Version 51","stepson","BOI","USM","spend time","spend time"
"w10029489_ss",23,"Version 51","stepson","BOI","USM","nurture","nurture"
"w10029489_ss",24,"Version 51","chili","BOI","USM","eat","eat"
"w10029489_ss",24,"Version 51","chili","BOI","USM","donate","donate"
"w10029489_ss",25,"Version 51","sofa","BOI","USM","relax","relax"
"w10029489_ss",25,"Version 51","sofa","BOI","USM","sleep","sleep"
"w10029489_ss",25,"Version 51","sofa","BOI","USM","lay down","lay down"
"w10029489_ss",26,"Version 51","wheelbarrow","BOI","USM","garden","garden"
"w10029489_ss",26,"Version 51","wheelbarrow","BOI","USM","pull something heavy","pull something heavy"
"w10029489_ss",27,"Version 51","blackboard","BOI","USM","write","write"
"w10029489_ss",27,"Version 51","blackboard","BOI","USM","teach","teach"
"w10029489_ss",27,"Version 51","blackboard","BOI","USM","draw","draw"
"w10029489_ss",28,"Version 51","muffin","BOI","USM","eat","eat"
"w10029489_ss",28,"Version 51","muffin","BOI","USM","give away","give away"
"w10029489_ss",28,"Version 51","muffin","BOI","USM","put in care package","put in care package"
"w10029489_ss",29,"Version 51","banjo","BOI","USM","play","play"
"w10029489_ss",29,"Version 51","banjo","BOI","USM","use as decoration","use as decoration"
"w10029489_ss",30,"Version 51","sapphire","BOI","USM","rub","rub"
"w10029489_ss",30,"Version 51","sapphire","BOI","USM","stare","stare"
"w10029489_ss",30,"Version 51","sapphire","BOI","USM","wear","wear"
"w10029489_ss",31,"Version 51","deliverer","BOI","USM","send package","send package"
"w10029489_ss",31,"Version 51","deliverer","BOI","USM","receive an item","receive an item"
"w10029489_ss",32,"Version 51","policeman","BOI","USM","call for help","call for help"
"w10029489_ss",32,"Version 51","policeman","BOI","USM","avoid","avoid"
"w10029489_ss",33,"Version 51","cabdriver","BOI","USM","pay","pay"
"w10029489_ss",33,"Version 51","cabdriver","BOI","USM","call for a ride","call for a ride"
"w10029489_ss",34,"Version 51","yarn","BOI","USM","knit","knit"
"w10029489_ss",34,"Version 51","yarn","BOI","USM","tie a package","tie a package"
"w10029489_ss",35,"Version 51","poet","BOI","USM","listen","listen"
"w10029489_ss",36,"Version 51","urinal","BOI","USM","relieve bladder","relieve bladder"
"w10029489_ss",37,"Version 51","key","BOI","USM","open doors","open doors"
"w10029489_ss",37,"Version 51","key","BOI","USM","decoration","decoration"
"w10029489_ss",38,"Version 51","infant","BOI","USM","hold","hold"
"w10029489_ss",38,"Version 51","infant","BOI","USM","burp","burp"
"w10029489_ss",38,"Version 51","infant","BOI","USM","feed","feed"
"w10029489_ss",38,"Version 51","infant","BOI","USM","change diaper","change diaper"
"w10029489_ss",39,"Version 51","shaving","BOI","USM","body parts","body parts"
"w10029489_ss",40,"Version 51","playwright","BOI","USM","buy","buy"
"w10029489_ss",40,"Version 51","playwright","BOI","USM","read a composition","read a composition"
"w10030453",11,"Version 16","checklist","BOI","USM","keep","keep"
"w10030453",11,"Version 16","checklist","BOI","USM","make","make"
"w10030453",11,"Version 16","checklist","BOI","USM","organize","organize"
"w10030453",11,"Version 16","checklist","BOI","USM","store","store"
"w10030453",11,"Version 16","checklist","BOI","USM","torn","torn"
"w10030453",11,"Version 16","checklist","BOI","USM","throw","throw"
"w10030453",12,"Version 16","raindrop","BOI","USM","splash","splash"
"w10030453",12,"Version 16","raindrop","BOI","USM","clean","clean"
"w10030453",12,"Version 16","raindrop","BOI","USM","wipe","wipe"
"w10030453",13,"Version 16","note","BOI","USM","write","write"
"w10030453",14,"Version 16","cellar","BOI","USM","store","store"
"w10030453",17,"Version 16","coal","BOI","USM","clean","clean"
"w10030453",19,"Version 16","soap","BOI","USM","wash","wash"
"w10030453",19,"Version 16","soap","BOI","USM","disinfect","disinfect"
"w10030453",19,"Version 16","soap","BOI","USM","bought","bought"
"w10030453",20,"Version 16","genital","BOI","USM","investigate","investigate"
"w10030453",21,"Version 16","collar","BOI","USM","clean","clean"
"w10030453",22,"Version 16","paintbox","BOI","USM","store","store"
"w10030453",22,"Version 16","paintbox","BOI","USM","step on","step on"
"w10030453",22,"Version 16","paintbox","BOI","USM","hide","hide"
"w10030453",23,"Version 16","pole","BOI","USM","dance","dance"
"w10030453",25,"Version 16","spatula","BOI","USM","mix","mix"
"w10030453",25,"Version 16","spatula","BOI","USM","stir","stir"
"w10030453",25,"Version 16","spatula","BOI","USM","cleam","clean"
"w10030453",26,"Version 16","sardine","BOI","USM","eat","eat"
"w10030453",26,"Version 16","sardine","BOI","USM","cook","cook"
"w10030453",26,"Version 16","sardine","BOI","USM","store","store"
"w10030453",29,"Version 16","lip","BOI","USM","bite","bite"
"w10030453",29,"Version 16","lip","BOI","USM","kiss","kiss"
"w10030453",29,"Version 16","lip","BOI","USM","exfoliate","exfoliate"
"w10030453",29,"Version 16","lip","BOI","USM","moisturize","moisturize"
"w10030453",29,"Version 16","lip","BOI","USM","maintain","maintain"
"w10030453",29,"Version 16","lip","BOI","USM","wax","wax"
"w10030453",31,"Version 16","satin","BOI","USM","measure","measure"
"w10030453",31,"Version 16","satin","BOI","USM","tape","tape"
"w10030453",31,"Version 16","satin","BOI","USM","create","create"
"w10030453",31,"Version 16","satin","BOI","USM","cover","cover"
"w10030453",32,"Version 16","policewoman","BOI","USM","speak","speak"
"w10030453",32,"Version 16","policewoman","BOI","USM","ask","ask"
"w10030453",33,"Version 16","jean","BOI","USM","wear","wear"
"w10030453",33,"Version 16","jean","BOI","USM","cut","cut"
"w10030453",33,"Version 16","jean","BOI","USM","wash","wash"
"w10030453",33,"Version 16","jean","BOI","USM","tight","tight"
"w10030453",33,"Version 16","jean","BOI","USM","color","color"
"w10030453",34,"Version 16","thigh","BOI","USM","train it","train it"
"w10030453",37,"Version 16","nickel","BOI","USM","spend","spend"
"w10030453",37,"Version 16","nickel","BOI","USM","save","save"
"w10030453",38,"Version 16","mortician","BOI","USM","talk","talk"
"w10030453",39,"Version 16","lake","BOI","USM","swim","swim"
"w10030453",39,"Version 16","lake","BOI","USM","dive","dive"
"w10030453",39,"Version 16","lake","BOI","USM","sunbath","sunbath"
"w10030453",40,"Version 16","cocaine","BOI","USM","throw away","throw away"
"w10030825_fs",12,"Version 26","crepe","BOI","USM","food","food"
"w10030825_fs",12,"Version 26","crepe","BOI","USM","new orleans","new orleans"
"w10030825_fs",12,"Version 26","crepe","BOI","USM","eat","eat"
"w10030825_fs",13,"Version 26","marble","BOI","USM","roll","roll"
"w10030825_fs",13,"Version 26","marble","BOI","USM","throw","throw"
"w10030825_fs",13,"Version 26","marble","BOI","USM","hit","hit"
"w10030825_fs",14,"Version 26","tracksuit","BOI","USM","wear","wear"
"w10030825_fs",14,"Version 26","tracksuit","BOI","USM","run","run"
"w10030825_fs",15,"Version 26","mat","BOI","USM","step on","step on"
"w10030825_fs",15,"Version 26","mat","BOI","USM","wipe feet","wipe feet"
"w10030825_fs",16,"Version 26","pincushion","BOI","USM","pins","pins"
"w10030825_fs",16,"Version 26","pincushion","BOI","USM","throw","throw"
"w10030825_fs",16,"Version 26","pincushion","BOI","USM","play with","play with"
"w10030825_fs",16,"Version 26","pincushion","BOI","USM","stress ball","stress ball"
"w10030825_fs",18,"Version 26","snot","BOI","USM","sneeze","sneeze"
"w10030825_fs",18,"Version 26","snot","BOI","USM","gross","gross"
"w10030825_fs",18,"Version 26","snot","BOI","USM","tissue","tissue"
"w10030825_fs",19,"Version 26","caretaker","BOI","USM","helpful","helpful"
"w10030825_fs",19,"Version 26","caretaker","BOI","USM","clean","clean"
"w10030825_fs",19,"Version 26","caretaker","BOI","USM","cook","cook"
"w10030825_fs",19,"Version 26","caretaker","BOI","USM","wash","wash"
"w10030825_fs",21,"Version 26","roast","BOI","USM","food","food"
"w10030825_fs",21,"Version 26","roast","BOI","USM","fire","fire"
"w10030825_fs",22,"Version 26","powder","BOI","USM","makeup","makeup"
"w10030825_fs",22,"Version 26","powder","BOI","USM","cook","cook"
"w10030825_fs",23,"Version 26","beverage","BOI","USM","drink","drink"
"w10030825_fs",23,"Version 26","beverage","BOI","USM","throw","throw"
"w10030825_fs",24,"Version 26","sauce","BOI","USM","eat","eat"
"w10030825_fs",26,"Version 26","citrus","BOI","USM","lime","lime"
"w10030825_fs",26,"Version 26","citrus","BOI","USM","eat","eat"
"w10030825_fs",27,"Version 26","insect","BOI","USM","sting","sting"
"w10030825_fs",27,"Version 26","insect","BOI","USM","bite","bite"
"w10030825_fs",27,"Version 26","insect","BOI","USM","fly","fly"
"w10030825_fs",27,"Version 26","insect","BOI","USM","walk","walk"
"w10030825_fs",28,"Version 26","magazine","BOI","USM","read","read"
"w10030825_fs",28,"Version 26","magazine","BOI","USM","write","write"
"w10030825_fs",29,"Version 26","wallet","BOI","USM","hold money","hold money"
"w10030825_fs",30,"Version 26","weapon","BOI","USM","hurt","hurt"
"w10030825_fs",30,"Version 26","weapon","BOI","USM","fight","fight"
"w10030825_fs",30,"Version 26","weapon","BOI","USM","defend","defend"
"w10030825_fs",32,"Version 26","hatchet","BOI","USM","bury","bury"
"w10030825_fs",32,"Version 26","hatchet","BOI","USM","hammer","hammer"
"w10030825_fs",33,"Version 26","pal","BOI","USM","friend","friend"
"w10030825_fs",33,"Version 26","pal","BOI","USM","talk","talk"
"w10030825_fs",34,"Version 26","mistletoe","BOI","USM","plant","plant"
"w10030825_fs",34,"Version 26","mistletoe","BOI","USM","kiss","kiss"
"w10030825_fs",34,"Version 26","mistletoe","BOI","USM","christmas","an"
"w10030825_fs",35,"Version 26","slug","BOI","USM","snail","snail"
"w10030825_fs",35,"Version 26","slug","BOI","USM","bug","bug"
"w10030825_fs",36,"Version 26","poster","BOI","USM","wall","wall"
"w10030825_fs",36,"Version 26","poster","BOI","USM","hang up","hang up"
"w10030825_fs",36,"Version 26","poster","BOI","USM","decor","decor"
"w10030825_fs",36,"Version 26","poster","BOI","USM","advertisement","advertisement"
"w10030825_fs",37,"Version 26","prisoner","BOI","USM","work","work"
"w10030825_fs",37,"Version 26","prisoner","BOI","USM","jail","jail"
"w10030825_fs",38,"Version 26","revolver","BOI","USM","gun","gun"
"w10030825_fs",38,"Version 26","revolver","BOI","USM","shoot","shoot"
"w10030825_fs",38,"Version 26","revolver","BOI","USM","hurt","hurt"
"w10030825_fs",39,"Version 26","lamb","BOI","USM","sheep","sheep"
"w10030825_fs",39,"Version 26","lamb","BOI","USM","food","food"
"w10030825_fs",39,"Version 26","lamb","BOI","USM","pet","pet"
"w10030825_fs",40,"Version 26","head","BOI","USM","think","think"
"w10030825_fs",40,"Version 26","head","BOI","USM","see","see"
"w10030825_fs",40,"Version 26","head","BOI","USM","brain","brain"
"w10030908_mob",11,"Version 10","dagger","BOI","USM","stab","stab"
"w10030908_mob",12,"Version 10","nostril","BOI","USM","smell","smell"
"w10030908_mob",12,"Version 10","nostril","BOI","USM","breathe","breathe"
"w10030908_mob",12,"Version 10","nostril","BOI","USM","flare ","flare "
"w10030908_mob",13,"Version 10","horsewhip","BOI","USM","control","control"
"w10030908_mob",14,"Version 10","pickle","BOI","USM","flavor","flavor"
"w10030908_mob",14,"Version 10","pickle","BOI","USM","tough situation","tough situation"
"w10030908_mob",14,"Version 10","pickle","BOI","USM","a food ","a food "
"w10030908_mob",15,"Version 10","battleship","BOI","USM","fly","fly"
"w10030908_mob",15,"Version 10","battleship","BOI","USM","fight","fight"
"w10030908_mob",15,"Version 10","battleship","BOI","USM","sail","sail"
"w10030908_mob",16,"Version 10","herbivore","BOI","USM","forage","forage"
"w10030908_mob",16,"Version 10","herbivore","BOI","USM","eat","eat"
"w10030908_mob",17,"Version 10","accessory","BOI","USM","wear","wear"
"w10030908_mob",17,"Version 10","accessory","BOI","USM","assist","assist"
"w10030908_mob",17,"Version 10","accessory","BOI","USM","activity","activity"
"w10030908_mob",18,"Version 10","snowdrift","BOI","USM","drift","drift"
"w10030908_mob",19,"Version 10","locker","BOI","USM","hold","hold"
"w10030908_mob",19,"Version 10","locker","BOI","USM","keep safe","keep safe"
"w10030908_mob",21,"Version 10","bun","BOI","USM","eat","eat"
"w10030908_mob",21,"Version 10","bun","BOI","USM","fold","fold"
"w10030908_mob",22,"Version 10","book","BOI","USM","read","read"
"w10030908_mob",22,"Version 10","book","BOI","USM","schedule","schedule"
"w10030908_mob",22,"Version 10","book","BOI","USM","record","record"
"w10030908_mob",23,"Version 10","attorney","BOI","USM","defend","defend"
"w10030908_mob",23,"Version 10","attorney","BOI","USM","fight","fight"
"w10030908_mob",23,"Version 10","attorney","BOI","USM","represent","represent"
"w10030908_mob",24,"Version 10","teeth","BOI","USM","chew","chew"
"w10030908_mob",24,"Version 10","teeth","BOI","USM","bite","bite"
"w10030908_mob",24,"Version 10","teeth","BOI","USM","chatter","chatter"
"w10030908_mob",24,"Version 10","teeth","BOI","USM","grind","grind"
"w10030908_mob",25,"Version 10","biscuit","BOI","USM","eat","eat"
"w10030908_mob",25,"Version 10","biscuit","BOI","USM","treat","treat"
"w10030908_mob",26,"Version 10","propeller","BOI","USM","motion","motion"
"w10030908_mob",26,"Version 10","propeller","BOI","USM","move forward","move forward"
"w10030908_mob",27,"Version 10","wine","BOI","USM","complain","complain"
"w10030908_mob",27,"Version 10","wine","BOI","USM","drink","drink"
"w10030908_mob",27,"Version 10","wine","BOI","USM","cook ","cook "
"w10030908_mob",28,"Version 10","handsaw","BOI","USM","cut","cut"
"w10030908_mob",29,"Version 10","plywood","BOI","USM","build","build"
"w10030908_mob",29,"Version 10","plywood","BOI","USM","cut","cut"
"w10030908_mob",30,"Version 10","armband","BOI","USM","wear ","wear "
"w10030908_mob",31,"Version 10","stewardess","BOI","USM","serve","serve"
"w10030908_mob",31,"Version 10","stewardess","BOI","USM","welcoem","welcome"
"w10030908_mob",32,"Version 10","cheesecake","BOI","USM","eat","eat"
"w10030908_mob",32,"Version 10","cheesecake","BOI","USM","gift","gift"
"w10030908_mob",32,"Version 10","cheesecake","BOI","USM","buy","buy"
"w10030908_mob",33,"Version 10","skate","BOI","USM","move","move"
"w10030908_mob",33,"Version 10","skate","BOI","USM","wear","wear"
"w10030908_mob",34,"Version 10","blood","BOI","USM","draw","draw"
"w10030908_mob",34,"Version 10","blood","BOI","USM","bleed","bleed"
"w10030908_mob",34,"Version 10","blood","BOI","USM","give","give"
"w10030908_mob",34,"Version 10","blood","BOI","USM","transfuse","transfuse"
"w10030908_mob",34,"Version 10","blood","BOI","USM","pump ","pump "
"w10030908_mob",35,"Version 10","brochure","BOI","USM","read","read"
"w10030908_mob",35,"Version 10","brochure","BOI","USM","inform","inform"
"w10030908_mob",35,"Version 10","brochure","BOI","USM","persuade ","persuade "
"w10030908_mob",36,"Version 10","scrubber","BOI","USM","clean","clean"
"w10030908_mob",38,"Version 10","newsagent","BOI","USM","inform","inform"
"w10030908_mob",38,"Version 10","newsagent","BOI","USM","predict","predict"
"w10030908_mob",38,"Version 10","newsagent","BOI","USM","report","report"
"w10030908_mob",39,"Version 10","roach","BOI","USM","squish","squish"
"w10030908_mob",40,"Version 10","ferret","BOI","USM","pet","pet"
"w10031090_mam",11,"Version 57","potpourri","BOI","USM","making your house smell good","making your house smell good"
"w10031090_mam",12,"Version 57","speedboat","BOI","USM","racing","racing"
"w10031090_mam",12,"Version 57","speedboat","BOI","USM","tubing","tubing"
"w10031090_mam",12,"Version 57","speedboat","BOI","USM","skiing","skiing"
"w10031090_mam",12,"Version 57","speedboat","BOI","USM","wakeboarding","wake boarding"
"w10031090_mam",12,"Version 57","speedboat","BOI","USM","swimming","swimming"
"w10031090_mam",12,"Version 57","speedboat","BOI","USM","chilling on the lake or river","chilling on the lake or river"
"w10031090_mam",12,"Version 57","speedboat","BOI","USM","traveling across water","traveling across water"
"w10031090_mam",13,"Version 57","gooseberry","BOI","USM","eating","eating"
"w10031090_mam",14,"Version 57","cosmetics","BOI","USM","make yourself look younger","make yourself look younger"
"w10031090_mam",14,"Version 57","cosmetics","BOI","USM","creating art on your face","creating art on your face"
"w10031090_mam",14,"Version 57","cosmetics","BOI","USM","covering acne and other imperfections","covering acne and other imperfections"
"w10031090_mam",14,"Version 57","cosmetics","BOI","USM","creating an even skin tone","creating an even skin tone"
"w10031090_mam",15,"Version 57","clamshell","BOI","USM","can be used as a shovel on the beach","can be used as a shovel on the beach"
"w10031090_mam",16,"Version 57","banknote","BOI","USM","fuel for a fire","fuel for a fire"
"w10031090_mam",17,"Version 57","cannabis","BOI","USM","medicine","medicine"
"w10031090_mam",17,"Version 57","cannabis","BOI","USM","getting high","getting high"
"w10031090_mam",17,"Version 57","cannabis","BOI","USM","helps with anxiety","helps with anxiety"
"w10031090_mam",18,"Version 57","throne","BOI","USM","sitting","sitting"
"w10031090_mam",18,"Version 57","throne","BOI","USM","toilet","toilet"
"w10031090_mam",19,"Version 57","lubricant","BOI","USM","grease door hinges and wheels","grease door hinges and wheels"
"w10031090_mam",19,"Version 57","lubricant","BOI","USM","to get a ring off of someone's finger","to get a ring off of someone's finger"
"w10031090_mam",19,"Version 57","lubricant","BOI","USM","sex","sex"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","throwing","throwing"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","playing basketball","playing basketball"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","passing","passing"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","tossing","tossing"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","shooting","shooting"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","dribbling","dribbling"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","catching","catching"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","balancing","balancing"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","spinning it on your finger","spinning it on your finger"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","holding","holding"
"w10031090_mam",20,"Version 57","basketball","BOI","USM","sitting","sitting"
"w10031090_mam",21,"Version 57","bowl","BOI","USM","eating cereal and soup","eating cereal and soup"
"w10031090_mam",21,"Version 57","bowl","BOI","USM","storing food","storing food"
"w10031090_mam",21,"Version 57","bowl","BOI","USM","put plants in it","put plants in it"
"w10031090_mam",21,"Version 57","bowl","BOI","USM","wear it like a hat ","wear it like a hat "
"w10031090_mam",22,"Version 57","orchid","BOI","USM","to make your room look nice","to make your room look nice"
"w10031090_mam",23,"Version 57","mascot","BOI","USM","create school spirit","create school spirit"
"w10031090_mam",24,"Version 57","blowtorch","BOI","USM","char food","char food"
"w10031090_mam",24,"Version 57","blowtorch","BOI","USM","mkae a door knob hot in a fire simulation","an a door knob hot in a fire simulation"
"w10031090_mam",24,"Version 57","blowtorch","BOI","USM","start a bonfire","start a bonfire"
"w10031090_mam",25,"Version 57","mustache","BOI","USM","used in a pun","used in a pun"
"w10031090_mam",25,"Version 57","mustache","BOI","USM","to make yourself look like a dictator","to make yourself look like a dictator"
"w10031090_mam",26,"Version 57","projector","BOI","USM","presentations","presentations"
"w10031090_mam",26,"Version 57","projector","BOI","USM","show movies","show movies"
"w10031090_mam",26,"Version 57","projector","BOI","USM","make information from a computer bigger","make information from a computer bigger"
"w10031090_mam",27,"Version 57","Platform","BOI","USM","voicing your opinions","voicing your opinions"
"w10031090_mam",27,"Version 57","Platform","BOI","USM","standing","standing"
"w10031090_mam",27,"Version 57","Platform","BOI","USM","speaking","speaking"
"w10031090_mam",27,"Version 57","Platform","BOI","USM","giving speeches","giving speeches"
"w10031090_mam",27,"Version 57","Platform","BOI","USM","running for office","running for office"
"w10031090_mam",28,"Version 57","panties","BOI","USM","to wear","to wear"
"w10031090_mam",28,"Version 57","panties","BOI","USM","wash","wash"
"w10031090_mam",28,"Version 57","panties","BOI","USM","put in drawers","put in drawers"
"w10031090_mam",30,"Version 57","frosting","BOI","USM","decorating cake","decorating cake"
"w10031090_mam",30,"Version 57","frosting","BOI","USM","eating","eating"
"w10031090_mam",30,"Version 57","frosting","BOI","USM","putting on graham crackers","putting on graham crackers"
"w10031090_mam",30,"Version 57","frosting","BOI","USM","making dessert","making dessert"
"w10031090_mam",31,"Version 57","corsage","BOI","USM","prom","prom"
"w10031090_mam",32,"Version 57","collarbone","BOI","USM","connecting your shoulders to the rest of your body","connecting your shoulders to the rest of your body"
"w10031090_mam",33,"Version 57","fishpond","BOI","USM","fishing","fishing"
"w10031090_mam",34,"Version 57","almond","BOI","USM","eating","eating"
"w10031090_mam",34,"Version 57","almond","BOI","USM","making almond milk","making almond milk"
"w10031090_mam",34,"Version 57","almond","BOI","USM","making smoothies","making smoothies"
"w10031090_mam",34,"Version 57","almond","BOI","USM","putting in trail mix","putting in trail mix"
"w10031090_mam",35,"Version 57","knob","BOI","USM","opening and closing a door or cabinet","opening and closing a door or cabinet"
"w10031090_mam",36,"Version 57","cornflower","BOI","USM","making pizza","making pizza"
"w10031090_mam",37,"Version 57","marbles","BOI","USM","playing marbles","playing marbles"
"w10031090_mam",37,"Version 57","marbles","BOI","USM","loosing them","loosing them"
"w10031090_mam",37,"Version 57","marbles","BOI","USM","counting","counting"
"w10031090_mam",37,"Version 57","marbles","BOI","USM","math and probability","math and probability"
"w10031090_mam",38,"Version 57","plate","BOI","USM","eating","eating"
"w10031090_mam",38,"Version 57","plate","BOI","USM","stacking","stacking"
"w10031090_mam",38,"Version 57","plate","BOI","USM","washing","washing"
"w10031090_mam",38,"Version 57","plate","BOI","USM","storing food","storing food"
"w10031090_mam",38,"Version 57","plate","BOI","USM","putting your food on it to eat","putting your food on it to eat"
"w10031090_mam",38,"Version 57","plate","BOI","USM","breaking","breaking"
"w10031090_mam",39,"Version 57","vanilla","BOI","USM","making vanilla ice cream","making vanilla ice cream"
"w10031090_mam",39,"Version 57","vanilla","BOI","USM","baking","baking"
"w10031090_mam",40,"Version 57","newsreader","BOI","USM","reading the news","reading the news"
"w10031693",11,"Version 39","washer","BOI","USM","clean clothes","clean clothes"
"w10031693",11,"Version 39","washer","BOI","USM","clean dishes","clean dishes"
"w10031693",11,"Version 39","washer","BOI","USM","clean shoes","clean shoes"
"w10031693",12,"Version 39","matchstick","BOI","USM","light candles","light candles"
"w10031693",12,"Version 39","matchstick","BOI","USM","light gas stove","light gas stove"
"w10031693",12,"Version 39","matchstick","BOI","USM","light bunsen burner","light bunsen burner"
"w10031693",12,"Version 39","matchstick","BOI","USM","light cigarettes","light cigarettes"
"w10031693",13,"Version 39","viewfinder","BOI","USM","see yourself when taking pictures","see yourself when taking pictures"
"w10031693",14,"Version 39","ink","BOI","USM","print","print"
"w10031693",14,"Version 39","ink","BOI","USM","squid","squid"
"w10031693",15,"Version 39","honey","BOI","USM","feed bees","feed bees"
"w10031693",15,"Version 39","honey","BOI","USM","to cook","to cook"
"w10031693",15,"Version 39","honey","BOI","USM","put on bagel","put on bagel"
"w10031693",16,"Version 39","flesh","BOI","USM","skin","skin"
"w10031693",16,"Version 39","flesh","BOI","USM","blood","blood"
"w10031693",17,"Version 39","butter","BOI","USM","to spread on bread","to spread on bread"
"w10031693",17,"Version 39","butter","BOI","USM","to melt in pot","to melt in pot"
"w10031693",18,"Version 39","gatehouse","BOI","USM","to keep things out","to keep things out"
"w10031693",18,"Version 39","gatehouse","BOI","USM","to be secure","to be secure"
"w10031693",19,"Version 39","mailbag","BOI","USM","to send people mail","to send people mail"
"w10031693",19,"Version 39","mailbag","BOI","USM","to keep things safe","to keep things safe"
"w10031693",19,"Version 39","mailbag","BOI","USM","to organize","to organize"
"w10031693",20,"Version 39","ass","BOI","USM","to poop","to poop"
"w10031693",20,"Version 39","ass","BOI","USM","to shake","to shake"
"w10031693",21,"Version 39","dart","BOI","USM","to smoke","to smoke"
"w10031693",21,"Version 39","dart","BOI","USM","to throw at target","to throw at target"
"w10031693",22,"Version 39","tote","BOI","USM","to carry","to carry"
"w10031693",22,"Version 39","tote","BOI","USM","to hold things","to hold things"
"w10031693",23,"Version 39","clubhouse","BOI","USM","to hold events","to hold events"
"w10031693",23,"Version 39","clubhouse","BOI","USM","to golf at","to golf at"
"w10031693",23,"Version 39","clubhouse","BOI","USM","to eat at","to eat at"
"w10031693",24,"Version 39","chambermaid","BOI","USM","to clean for you","to clean for you"
