"Username","Trial","Condition.Number","Condition.Notes","Stimuli.Cue","Procedure.Item","Procedure.Max.Time","Procedure.Min.Time","Response.RT","Response.RTfirst","Response.RTlast","affordance","affordance_corrected","affordance_lemma","POS"
"w10034269_mlg",12,5,"List 55","customer",1643,"-","-",13738,2316,13519,"sell","sell","sell","VERB"
"w10034269_mlg",12,5,"List 55","customer",1643,"-","-",13738,2316,13519,"stuff","stuff","stuff","NOUN"
"w10034269_mlg",12,5,"List 55","customer",1643,"-","-",13738,2316,13519,"make","make","make","VERB"
"w10034269_mlg",12,5,"List 55","customer",1643,"-","-",13738,2316,13519,"money","money","money","NOUN"
"w10034269_mlg",13,5,"List 55","basement",1638,"-","-",14392,1928,8554,"store","store","store","NOUN"
"w10034269_mlg",13,5,"List 55","basement",1638,"-","-",14392,1928,8554,"things","things","thing","NOUN"
"w10034269_mlg",13,5,"List 55","basement",1638,"-","-",14392,1928,8554,"place","place","place","NOUN"
"w10034269_mlg",13,5,"List 55","basement",1638,"-","-",14392,1928,8554,"shelter","shelter","shelter","NOUN"
"w10034269_mlg",13,5,"List 55","basement",1638,"-","-",14392,1928,8554,"hangout","hangout","hangout","NOUN"
"w10034269_mlg",13,5,"List 55","basement",1638,"-","-",14392,1928,8554,"spot","spot","spot","NOUN"
"w10034269_mlg",14,5,"List 55","shrimp",1626,"-","-",32032,2231,31437,"cook","cook","cake","VERB"
"w10034269_mlg",14,5,"List 55","shrimp",1626,"-","-",32032,2231,31437,"add","add","add","VERB"
"w10034269_mlg",14,5,"List 55","shrimp",1626,"-","-",32032,2231,31437,"dish","dish","dish","NOUN"
"w10034269_mlg",14,5,"List 55","shrimp",1626,"-","-",32032,2231,31437,"eat","eat","eat","VERB"
"w10034269_mlg",16,5,"List 55","scab",1632,"-","-",14771,1817,14548,"heals","heals","heal","NOUN"
"w10034269_mlg",16,5,"List 55","scab",1632,"-","-",14771,1817,14548,"sore","sore","sore","ADV"
"w10034269_mlg",16,5,"List 55","scab",1632,"-","-",14771,1817,14548,"used","used","use","VERB"
"w10034269_mlg",16,5,"List 55","scab",1632,"-","-",14771,1817,14548,"make","make","make","VERB"
"w10034269_mlg",16,5,"List 55","scab",1632,"-","-",14771,1817,14548,"skin","skin","skin","NOUN"
"w10034269_mlg",16,5,"List 55","scab",1632,"-","-",14771,1817,14548,"better","better","better","ADJ"
"w10034269_mlg",17,5,"List 55","steel",1650,"-","-",15738,2851,15120,"make","make","make","VERB"
"w10034269_mlg",17,5,"List 55","steel",1650,"-","-",15738,2851,15120,"bridges","bridges","bridge","NOUN"
"w10034269_mlg",17,5,"List 55","steel",1650,"-","-",15738,2851,15120,"buildings","buildings","building","NOUN"
"w10034269_mlg",17,5,"List 55","steel",1650,"-","-",15738,2851,15120,"used","used","use","VERB"
"w10034269_mlg",17,5,"List 55","steel",1650,"-","-",15738,2851,15120,"construction","construction","construction","NOUN"
"w10034269_mlg",20,5,"List 55","entertainer",1624,"-","-",28427,1746,8241,"make","make","make","VERB"
"w10034269_mlg",20,5,"List 55","entertainer",1624,"-","-",28427,1746,8241,"money","money","money","NOUN"
"w10034269_mlg",20,5,"List 55","entertainer",1624,"-","-",28427,1746,8241,"make","make","make","VERB"
"w10034269_mlg",20,5,"List 55","entertainer",1624,"-","-",28427,1746,8241,"movies","movies","movy","NOUN"
"w10034269_mlg",22,5,"List 55","pearl",1622,"-","-",20125,1861,19954,"make","make","make","VERB"
"w10034269_mlg",22,5,"List 55","pearl",1622,"-","-",20125,1861,19954,"jewelry","jewelry","jewelry","NOUN"
"w10034269_mlg",22,5,"List 55","pearl",1622,"-","-",20125,1861,19954,"sell","sell","sell","VERB"
"w10034269_mlg",22,5,"List 55","pearl",1622,"-","-",20125,1861,19954,"make","make","make","VERB"
"w10034269_mlg",22,5,"List 55","pearl",1622,"-","-",20125,1861,19954,"necklaces","necklaces","necklace","NOUN"
"w10034269_mlg",24,5,"List 55","brandy",1633,"-","-",14395,1506,13931,"make","make","make","VERB"
"w10034269_mlg",24,5,"List 55","brandy",1633,"-","-",14395,1506,13931,"drinks","drinks","drink","NOUN"
"w10034269_mlg",24,5,"List 55","brandy",1633,"-","-",14395,1506,13931,"add","add","add","VERB"
"w10034269_mlg",24,5,"List 55","brandy",1633,"-","-",14395,1506,13931,"food","food","food","NOUN"
"w10034269_mlg",25,5,"List 55","chowder",1634,"-","-",23878,15208,18081,"add","add","add","VERB"
"w10034269_mlg",25,5,"List 55","chowder",1634,"-","-",23878,15208,18081,"food","food","food","NOUN"
"w10034269_mlg",26,5,"List 55","library",1630,"-","-",9440,1309,9108,"store","store","store","NOUN"
"w10034269_mlg",26,5,"List 55","library",1630,"-","-",9440,1309,9108,"books","books","book","NOUN"
"w10034269_mlg",26,5,"List 55","library",1630,"-","-",9440,1309,9108,"rent","rent","rent","VERB"
"w10034269_mlg",26,5,"List 55","library",1630,"-","-",9440,1309,9108,"books","books","book","NOUN"
"w10034269_mlg",26,5,"List 55","library",1630,"-","-",9440,1309,9108,"people","people","people","NOUN"
"w10034269_mlg",26,5,"List 55","library",1630,"-","-",9440,1309,9108,"place","place","place","NOUN"
"w10034269_mlg",26,5,"List 55","library",1630,"-","-",9440,1309,9108,"study","study","study","NOUN"
"w10034269_mlg",27,5,"List 55","stairs",1644,"-","-",7392,1141,7218,"walk","walk","walk","VERB"
"w10034269_mlg",27,5,"List 55","stairs",1644,"-","-",7392,1141,7218,"get","get","get","VERB"
"w10034269_mlg",27,5,"List 55","stairs",1644,"-","-",7392,1141,7218,"next","next","next","ADV"
"w10034269_mlg",27,5,"List 55","stairs",1644,"-","-",7392,1141,7218,"level","level","level","NOUN"
"w10034269_mlg",27,5,"List 55","stairs",1644,"-","-",7392,1141,7218,"buildings","buildings","building","NOUN"
"w10034269_mlg",28,5,"List 55","ship",1636,"-","-",11062,2405,10808,"carry","carry","carry","VERB"
"w10034269_mlg",28,5,"List 55","ship",1636,"-","-",11062,2405,10808,"stuff","stuff","stuff","NOUN"
"w10034269_mlg",28,5,"List 55","ship",1636,"-","-",11062,2405,10808,"water","water","water","NOUN"
"w10034269_mlg",28,5,"List 55","ship",1636,"-","-",11062,2405,10808,"place","place","place","NOUN"
"w10034269_mlg",28,5,"List 55","ship",1636,"-","-",11062,2405,10808,"go","go","go","VERB"
"w10034269_mlg",28,5,"List 55","ship",1636,"-","-",11062,2405,10808,"vacation","vacation","vacation","NOUN"
"w10034269_mlg",29,5,"List 55","dishwater",1639,"-","-",11417,2028,11213,"wash","wash","wash","INTJ"
"w10034269_mlg",29,5,"List 55","dishwater",1639,"-","-",11417,2028,11213,"dishes","dishes","dish","NOUN"
"w10034269_mlg",29,5,"List 55","dishwater",1639,"-","-",11417,2028,11213,"make","make","make","VERB"
"w10034269_mlg",29,5,"List 55","dishwater",1639,"-","-",11417,2028,11213,"things","things","thing","NOUN"
"w10034269_mlg",29,5,"List 55","dishwater",1639,"-","-",11417,2028,11213,"clean","clean","clean","ADJ"
"w10034269_mlg",30,5,"List 55","leash",1646,"-","-",7216,2572,6991,"walk","walk","walk","VERB"
"w10034269_mlg",30,5,"List 55","leash",1646,"-","-",7216,2572,6991,"dog","dog","dog","NOUN"
"w10034269_mlg",30,5,"List 55","leash",1646,"-","-",7216,2572,6991,"tie","tie","tie","NOUN"
"w10034269_mlg",30,5,"List 55","leash",1646,"-","-",7216,2572,6991,"stuff","stuff","stuff","NOUN"
"w10034269_mlg",31,5,"List 55","computer",1628,"-","-",10117,5804,9455,"work","work","work","NOUN"
"w10034269_mlg",31,5,"List 55","computer",1628,"-","-",10117,5804,9455,"use","use","use","VERB"
"w10034269_mlg",31,5,"List 55","computer",1628,"-","-",10117,5804,9455,"internet","internet","internet","NOUN"
"w10034269_mlg",33,5,"List 55","altar",1640,"-","-",7450,1404,6890,"walk","walk","walk","VERB"
"w10034269_mlg",33,5,"List 55","altar",1640,"-","-",7450,1404,6890,"used","used","use","VERB"
"w10034269_mlg",33,5,"List 55","altar",1640,"-","-",7450,1404,6890,"churche","church","church","NOUN"
"w10034269_mlg",35,5,"List 55","stationery",1645,"-","-",7693,1357,7544,"basic","basic","basic","ADJ"
"w10034269_mlg",35,5,"List 55","stationery",1645,"-","-",7693,1357,7544,"things","things","thing","NOUN"
"w10034269_mlg",35,5,"List 55","stationery",1645,"-","-",7693,1357,7544,"write","write","write","X"
"w10034269_mlg",35,5,"List 55","stationery",1645,"-","-",7693,1357,7544,"things","things","thing","NOUN"
"w10034269_mlg",37,5,"List 55","rook",1637,"-","-",5382,2669,5203,"place","place","place","NOUN"
"w10034269_mlg",37,5,"List 55","rook",1637,"-","-",5382,2669,5203,"put","put","put","VERB"
"w10034269_mlg",37,5,"List 55","rook",1637,"-","-",5382,2669,5203,"things","things","thing","NOUN"
"w10034269_mlg",38,5,"List 55","soy",1648,"-","-",19310,12061,19138,"add","add","add","VERB"
"w10034269_mlg",38,5,"List 55","soy",1648,"-","-",19310,12061,19138,"chinese","chinese","chinese","ADJ"
"w10034269_mlg",38,5,"List 55","soy",1648,"-","-",19310,12061,19138,"food","food","food","NOUN"
"w10034269_mlg",39,5,"List 55","teammate",1625,"-","-",9146,3441,8944,"works","works","work","VERB"
"w10034269_mlg",39,5,"List 55","teammate",1625,"-","-",9146,3441,8944,"team","team","team","NOUN"
"w10034269_mlg",40,5,"List 55","shuffleboard",1647,"-","-",3771,2945,3608,"game","game","game","NOUN"
"w10035780_HLF",11,16,"List 16","rupee",481,"-","-",8439,3643,7284,"legend","legend","legend","NOUN"
"w10035780_HLF",11,16,"List 16","rupee",481,"-","-",8439,3643,7284,"zelda","nelda","nelda","INTJ"
"w10035780_HLF",12,16,"List 16","genital",465,"-","-",17894,5363,15733,"male","male","male","NOUN"
"w10035780_HLF",12,16,"List 16","genital",465,"-","-",17894,5363,15733,"female","female","female","ADJ"
"w10035780_HLF",12,16,"List 16","genital",465,"-","-",17894,5363,15733,"sex","sex","sex","NOUN"
"w10035780_HLF",12,16,"List 16","genital",465,"-","-",17894,5363,15733,"sexual","sexual","sexual","ADJ"
"w10035780_HLF",12,16,"List 16","genital",465,"-","-",17894,5363,15733,"pain","pain","pain","NOUN"
"w10035780_HLF",13,16,"List 16","apprentice",467,"-","-",15972,4254,15278,"help","help","help","VERB"
"w10035780_HLF",13,16,"List 16","apprentice",467,"-","-",15972,4254,15278,"learn","learn","learn","VERB"
"w10035780_HLF",13,16,"List 16","apprentice",467,"-","-",15972,4254,15278,"grow","grow","grow","VERB"
"w10035780_HLF",14,16,"List 16","easel",471,"-","-",18551,8017,16798,"paint","paint","paint","VERB"
"w10035780_HLF",14,16,"List 16","easel",471,"-","-",18551,8017,16798,"draw","draw","dree","VERB"
"w10035780_HLF",14,16,"List 16","easel",471,"-","-",18551,8017,16798,"art","art","art","NOUN"
"w10035780_HLF",14,16,"List 16","easel",471,"-","-",18551,8017,16798,"sculpting","sculpting","sculpt","NOUN"
"w10035780_HLF",15,16,"List 16","paraphernalia",473,"-","-",7031,2939,4096,"clue","clue","clue","NOUN"
"w10035780_HLF",16,16,"List 16","bayonet",472,"-","-",11478,2279,10505,"stab","stab","stab","NOUN"
"w10035780_HLF",16,16,"List 16","bayonet",472,"-","-",11478,2279,10505,"slice","slice","slice","NOUN"
"w10035780_HLF",16,16,"List 16","bayonet",472,"-","-",11478,2279,10505,"cut","cut","cut","VERB"
"w10035780_HLF",16,16,"List 16","bayonet",472,"-","-",11478,2279,10505,"slit","slit","slit","NOUN"
"w10035780_HLF",17,16,"List 16","policewoman",480,"-","-",16714,1757,15531,"arrest","arrest","arrest","NOUN"
"w10035780_HLF",17,16,"List 16","policewoman",480,"-","-",16714,1757,15531,"justice","justice","justice","NOUN"
"w10035780_HLF",17,16,"List 16","policewoman",480,"-","-",16714,1757,15531,"cop","cop","cop","NOUN"
"w10035780_HLF",17,16,"List 16","policewoman",480,"-","-",16714,1757,15531,"sherrif","sheriff","sheriff","NOUN"
"w10035780_HLF",18,16,"List 16","cocaine",469,"-","-",11615,1853,10498,"nose","nose","nose","PRON"
"w10035780_HLF",18,16,"List 16","cocaine",469,"-","-",11615,1853,10498,"straw","straw","straw","NOUN"
"w10035780_HLF",18,16,"List 16","cocaine",469,"-","-",11615,1853,10498,"lines","lines","line","NOUN"
"w10035780_HLF",18,16,"List 16","cocaine",469,"-","-",11615,1853,10498,"good","good","good","ADJ"
"w10035780_HLF",18,16,"List 16","cocaine",469,"-","-",11615,1853,10498,"time","time","time","NOUN"
"w10035780_HLF",19,16,"List 16","mortician",452,"-","-",6653,4325,5588,"sure","sure","sure","ADJ"
"w10035780_HLF",20,16,"List 16","cellar",477,"-","-",16978,3470,14652,"wine","wine","wine","NOUN"
"w10035780_HLF",20,16,"List 16","cellar",477,"-","-",16978,3470,14652,"ale","ale","ale","NOUN"
"w10035780_HLF",20,16,"List 16","cellar",477,"-","-",16978,3470,14652,"beer","beer","beer","NOUN"
"w10035780_HLF",21,16,"List 16","checklist",458,"-","-",13303,2651,11446,"completion","completion","completion","NOUN"
"w10035780_HLF",21,16,"List 16","checklist",458,"-","-",13303,2651,11446,"objects","objects","object","VERB"
"w10035780_HLF",21,16,"List 16","checklist",458,"-","-",13303,2651,11446,"things","things","thing","NOUN"
"w10035780_HLF",22,16,"List 16","pole",476,"-","-",11749,1676,10827,"north","north","north","ADV"
"w10035780_HLF",22,16,"List 16","pole",476,"-","-",11749,1676,10827,"south","south","south","ADV"
"w10035780_HLF",22,16,"List 16","pole",476,"-","-",11749,1676,10827,"dancing","dancing","dancing","NOUN"
"w10035780_HLF",23,16,"List 16","raindrop",461,"-","-",15746,2480,14435,"drink","drink","drink","NOUN"
"w10035780_HLF",23,16,"List 16","raindrop",461,"-","-",15746,2480,14435,"snow","snow","snow","NOUN"
"w10035780_HLF",23,16,"List 16","raindrop",461,"-","-",15746,2480,14435,"wet","wet","wet","ADJ"
"w10035780_HLF",24,16,"List 16","note",460,"-","-",11040,4167,9909,"read","read","read","VERB"
"w10035780_HLF",24,16,"List 16","note",460,"-","-",11040,4167,9909,"write","write","write","X"
"w10035780_HLF",24,16,"List 16","note",460,"-","-",11040,4167,9909,"take","take","take","VERB"
"w10035780_HLF",25,16,"List 16","coal",459,"-","-",15474,2357,14676,"santa","santa","santa","NOUN"
"w10035780_HLF",25,16,"List 16","coal",459,"-","-",15474,2357,14676,"trains","trains","train","NOUN"
"w10035780_HLF",25,16,"List 16","coal",459,"-","-",15474,2357,14676,"power","power","power","NOUN"
"w10035780_HLF",26,16,"List 16","mutton",475,"-","-",8940,3451,7302,"sheep","sheep","sheep","NOUN"
"w10035780_HLF",26,16,"List 16","mutton",475,"-","-",8940,3451,7302,"food","food","food","NOUN"
"w10035780_HLF",26,16,"List 16","mutton",475,"-","-",8940,3451,7302,"wool","wool","wool","INTJ"
"w10035780_HLF",27,16,"List 16","nickel",468,"-","-",11151,2793,8944,"quarter","quarter","quarter","ADJ"
"w10035780_HLF",27,16,"List 16","nickel",468,"-","-",11151,2793,8944,"dime","dime","dime","NOUN"
"w10035780_HLF",27,16,"List 16","nickel",468,"-","-",11151,2793,8944,"penny","penny","penny","NOUN"
"w10035780_HLF",28,16,"List 16","linen",463,"-","-",3660,1825,2632,"sheets","sheets","sheet","NOUN"
"w10035780_HLF",29,16,"List 16","sardine",454,"-","-",8519,1808,4246,"can","can","can","AUX"
"w10035780_HLF",29,16,"List 16","sardine",454,"-","-",8519,1808,4246,"fish","fish","fish","NOUN"
"w10035780_HLF",30,16,"List 16","satin",456,"-","-",3598,1750,2476,"sheets","sheets","sheet","NOUN"
"w10035780_HLF",31,16,"List 16","soap",453,"-","-",12574,2368,6509,"clean","clean","clean","ADJ"
"w10035780_HLF",31,16,"List 16","soap",453,"-","-",12574,2368,6509,"slippery","slippery","slippery","NOUN"
"w10035780_HLF",33,16,"List 16","lip",464,"-","-",10469,2519,8702,"kiss","kiss","kiss","NOUN"
"w10035780_HLF",33,16,"List 16","lip",464,"-","-",10469,2519,8702,"talk","talk","talk","VERB"
"w10035780_HLF",34,16,"List 16","scientist",457,"-","-",7103,2302,3308,"ask","ask","ask","VERB"
"w10035780_HLF",35,16,"List 16","jean",478,"-","-",5209,3486,4133,"wear","wear","wear","VERB"
"w10035780_HLF",36,16,"List 16","spatula",462,"-","-",5684,1922,5104,"flip","flip","flip","VERB"
"w10035780_HLF",36,16,"List 16","spatula",462,"-","-",5684,1922,5104,"grab","grab","grab","VERB"
"w10035780_HLF",37,16,"List 16","paintbox",479,"-","-",11124,5801,10324,"hold","hold","hold","INTJ"
"w10035780_HLF",37,16,"List 16","paintbox",479,"-","-",11124,5801,10324,"paint","paint","paint","VERB"
"w10035780_HLF",38,16,"List 16","stoop",474,"-","-",6874,4312,5857,"chikens","chickens","chicken","NOUN"
"w10035780_HLF",39,16,"List 16","lake",466,"-","-",7123,3679,4637,"water","water","water","NOUN"
"w10035780_HLF",40,16,"List 16","collar",470,"-","-",3035,1686,2266,"wear","wear","wear","VERB"
"w10036134_AN",11,23,"List 48","acne",1426,"-","-",20255,3126,19105,"bad","bad","bad","ADJ"
"w10036134_AN",11,23,"List 48","acne",1426,"-","-",20255,3126,19105,"pulse","pulse","pulse","NOUN"
"w10036134_AN",11,23,"List 48","acne",1426,"-","-",20255,3126,19105,"red","red","re","ADJ"
"w10036134_AN",11,23,"List 48","acne",1426,"-","-",20255,3126,19105,"irritated","irritated","irritate","VERB"
"w10036134_AN",11,23,"List 48","acne",1426,"-","-",20255,3126,19105,"blotchy","blotchy","blotchy","ADJ"
"w10036134_AN",12,23,"List 48","condom",1440,"-","-",16763,1783,13435,"sex","sex","sex","NOUN"
"w10036134_AN",12,23,"List 48","condom",1440,"-","-",16763,1783,13435,"female","female","female","ADJ"
"w10036134_AN",12,23,"List 48","condom",1440,"-","-",16763,1783,13435,"male","male","male","NOUN"
"w10036134_AN",12,23,"List 48","condom",1440,"-","-",16763,1783,13435,"latex","latex","latex","SYM"
"w10036134_AN",12,23,"List 48","condom",1440,"-","-",16763,1783,13435,"rubber","rubber","rubber","NOUN"
"w10036134_AN",13,23,"List 48","newsletter",1438,"-","-",18551,2210,15898,"black","black","black","ADJ"
"w10036134_AN",13,23,"List 48","newsletter",1438,"-","-",18551,2210,15898,"white","white","white","ADJ"
"w10036134_AN",13,23,"List 48","newsletter",1438,"-","-",18551,2210,15898,"paper","paper","paper","NOUN"
"w10036134_AN",13,23,"List 48","newsletter",1438,"-","-",18551,2210,15898,"mobile","mobile","mobile","ADJ"
"w10036134_AN",13,23,"List 48","newsletter",1438,"-","-",18551,2210,15898,"cost","cost","cost","NOUN"
"w10036134_AN",14,23,"List 48","pegboard",1435,"-","-",7976,4190,6471,"board","board","board","NOUN"
"w10036134_AN",15,23,"List 48","peppercorn",1413,"-","-",9558,2153,8105,"corn","corn","corn","NOUN"
"w10036134_AN",15,23,"List 48","peppercorn",1413,"-","-",9558,2153,8105,"spicy","spicy","spicy","ADJ"
"w10036134_AN",15,23,"List 48","peppercorn",1413,"-","-",9558,2153,8105,"yellow","yellow","yellow","ADJ"
"w10036134_AN",15,23,"List 48","peppercorn",1413,"-","-",9558,2153,8105,"red","red","re","ADJ"
"w10036134_AN",16,23,"List 48","talisman",1414,"-","-",12538,3639,10899,"ancient","ancient","ancient","ADJ"
"w10036134_AN",16,23,"List 48","talisman",1414,"-","-",12538,3639,10899,"movie","movie","movie","NOUN"
"w10036134_AN",16,23,"List 48","talisman",1414,"-","-",12538,3639,10899,"male","male","male","NOUN"
"w10036134_AN",17,23,"List 48","bloodhound",1416,"-","-",16487,2085,15313,"dog","dog","dog","NOUN"
"w10036134_AN",17,23,"List 48","bloodhound",1416,"-","-",16487,2085,15313,"ruthless","ruthless","ruthless","ADJ"
"w10036134_AN",17,23,"List 48","bloodhound",1416,"-","-",16487,2085,15313,"vampire","vampire","vampire","NOUN"
"w10036134_AN",17,23,"List 48","bloodhound",1416,"-","-",16487,2085,15313,"devil","devil","devil","PROPN"
"w10036134_AN",18,23,"List 48","cuisine",1441,"-","-",10638,2677,9372,"frozen","frozen","freeze","VERB"
"w10036134_AN",18,23,"List 48","cuisine",1441,"-","-",10638,2677,9372,"microwaveable","microwaveable","microwaveable","ADJ"
"w10036134_AN",19,23,"List 48","detergent",1429,"-","-",9426,1634,8019,"gain","gain","gain","VERB"
"w10036134_AN",19,23,"List 48","detergent",1429,"-","-",9426,1634,8019,"downey","downy","downy","NOUN"
"w10036134_AN",19,23,"List 48","detergent",1429,"-","-",9426,1634,8019,"fresh","fresh","fresh","ADJ"
"w10036134_AN",19,23,"List 48","detergent",1429,"-","-",9426,1634,8019,"clean","clean","clean","ADJ"
"w10036134_AN",20,23,"List 48","brass",1419,"-","-",12380,4799,10987,"rusted","rusted","rust","VERB"
"w10036134_AN",20,23,"List 48","brass",1419,"-","-",12380,4799,10987,"gold","gold","gold","INTJ"
"w10036134_AN",20,23,"List 48","brass",1419,"-","-",12380,4799,10987,"heavy","heavy","heavy","ADJ"
"w10036134_AN",21,23,"List 48","yoga",1439,"-","-",18540,1768,17465,"realxing","relaxing","relax","VERB"
"w10036134_AN",21,23,"List 48","yoga",1439,"-","-",18540,1768,17465,"quiet","quiet","quiet","NOUN"
"w10036134_AN",21,23,"List 48","yoga",1439,"-","-",18540,1768,17465,"groups","groups","group","NOUN"
"w10036134_AN",21,23,"List 48","yoga",1439,"-","-",18540,1768,17465,"individual","individual","individual","ADJ"
"w10036134_AN",22,23,"List 48","childbirth",1434,"-","-",14944,1910,13685,"pain","pain","pain","NOUN"
"w10036134_AN",22,23,"List 48","childbirth",1434,"-","-",14944,1910,13685,"labor","labor","labor","NOUN"
"w10036134_AN",22,23,"List 48","childbirth",1434,"-","-",14944,1910,13685,"shots","shots","shot","NOUN"
"w10036134_AN",22,23,"List 48","childbirth",1434,"-","-",14944,1910,13685,"hospital","hospital","hospital","NOUN"
"w10036134_AN",22,23,"List 48","childbirth",1434,"-","-",14944,1910,13685,"baby","baby","baby","NOUN"
"w10036134_AN",23,23,"List 48","tattoo",1424,"-","-",17465,1851,16392,"unquie","unique","unique","ADJ"
"w10036134_AN",23,23,"List 48","tattoo",1424,"-","-",17465,1851,16392,"meaningful","meaningful","meaningful","X"
"w10036134_AN",23,23,"List 48","tattoo",1424,"-","-",17465,1851,16392,"painful","painful","painful","ADJ"
"w10036134_AN",23,23,"List 48","tattoo",1424,"-","-",17465,1851,16392,"colorful","colorful","colorful","ADJ"
"w10036134_AN",24,23,"List 48","pencil",1437,"-","-",32232,1413,31200,"yellow","yellow","yellow","ADJ"
"w10036134_AN",24,23,"List 48","pencil",1437,"-","-",32232,1413,31200,"decrotive","decorative","decorative","ADJ"
"w10036134_AN",24,23,"List 48","pencil",1437,"-","-",32232,1413,31200,"sharpen","sharpen","sharpen","NOUN"
"w10036134_AN",24,23,"List 48","pencil",1437,"-","-",32232,1413,31200,"short","short","short","ADJ"
"w10036134_AN",24,23,"List 48","pencil",1437,"-","-",32232,1413,31200,"long","long","long","ADV"
"w10036134_AN",24,23,"List 48","pencil",1437,"-","-",32232,1413,31200,"eraser","eraser","eraser","NOUN"
"w10036134_AN",25,23,"List 48","chick",1436,"-","-",11956,2310,9474,"bird","bird","bird","NOUN"
"w10036134_AN",25,23,"List 48","chick",1436,"-","-",11956,2310,9474,"female","female","female","ADJ"
"w10036134_AN",26,23,"List 48","eggshell",1431,"-","-",47281,1584,44068,"yolk","yolk","yolk","NOUN"
"w10036134_AN",26,23,"List 48","eggshell",1431,"-","-",47281,1584,44068,"yellow","yellow","yellow","ADJ"
"w10036134_AN",26,23,"List 48","eggshell",1431,"-","-",47281,1584,44068,"slimy","slimy","slimy","ADJ"
"w10036134_AN",26,23,"List 48","eggshell",1431,"-","-",47281,1584,44068,"baby","baby","baby","NOUN"
"w10036134_AN",26,23,"List 48","eggshell",1431,"-","-",47281,1584,44068,"bird","bird","bird","NOUN"
"w10036134_AN",26,23,"List 48","eggshell",1431,"-","-",47281,1584,44068,"whote","white","white","ADJ"
"w10036134_AN",26,23,"List 48","eggshell",1431,"-","-",47281,1584,44068,"cracked","cracked","crack","VERB"
"w10036134_AN",27,23,"List 48","morsel",1415,"-","-",8157,1806,5874,"small","small","small","ADJ"
"w10036134_AN",28,23,"List 48","peelings",1418,"-","-",7198,4366,5210,"orange","orange","orange","ADJ"
"w10036134_AN",29,23,"List 48","graveyard",1433,"-","-",8295,1343,7197,"dead","dead","dead","ADJ"
"w10036134_AN",29,23,"List 48","graveyard",1433,"-","-",8295,1343,7197,"spooky","spooky","spooky","ADJ"
"w10036134_AN",29,23,"List 48","graveyard",1433,"-","-",8295,1343,7197,"caskets","caskets","casket","NOUN"
"w10036134_AN",30,23,"List 48","earpiece",1425,"-","-",8099,1998,5988,"airpods","air pods","air pod","NOUN"
"w10036134_AN",30,23,"List 48","earpiece",1425,"-","-",8099,1998,5988,"headphones","headphones","headphone","NOUN"
"w10036134_AN",31,23,"List 48","land",1421,"-","-",8534,1306,7473,"dry","dry","dry","ADJ"
"w10036134_AN",31,23,"List 48","land",1421,"-","-",8534,1306,7473,"wet","wet","wet","ADJ"
"w10036134_AN",31,23,"List 48","land",1421,"-","-",8534,1306,7473,"hills","hills","hill","NOUN"
"w10036134_AN",31,23,"List 48","land",1421,"-","-",8534,1306,7473,"flat","flat","flat","ADJ"
"w10036134_AN",32,23,"List 48","tape",1422,"-","-",12276,2242,10855,"clear","clear","clear","ADJ"
"w10036134_AN",32,23,"List 48","tape",1422,"-","-",12276,2242,10855,"patterns","patterns","pattern","NOUN"
"w10036134_AN",32,23,"List 48","tape",1422,"-","-",12276,2242,10855,"sticky","sticky","sticky","NOUN"
"w10036134_AN",33,23,"List 48","latex",1432,"-","-",6851,1577,4437,"condom","condom","condom","NOUN"
"w10036134_AN",33,23,"List 48","latex",1432,"-","-",6851,1577,4437,"dress","dress","dress","NOUN"
"w10036134_AN",34,23,"List 48","bone",1427,"-","-",10681,1396,9625,"marrow","marrow","marrow","NOUN"
"w10036134_AN",34,23,"List 48","bone",1427,"-","-",10681,1396,9625,"organs","organs","organ","NOUN"
"w10036134_AN",34,23,"List 48","bone",1427,"-","-",10681,1396,9625,"break","break","break","NOUN"
"w10036134_AN",34,23,"List 48","bone",1427,"-","-",10681,1396,9625,"body","body","body","NOUN"
"w10036134_AN",35,23,"List 48","maize",1420,"-","-",19274,1441,18122,"corn","corn","corn","NOUN"
"w10036134_AN",35,23,"List 48","maize",1420,"-","-",19274,1441,18122,"dead-ends","dead-ends","dead end","NOUN"
"w10036134_AN",35,23,"List 48","maize",1420,"-","-",19274,1441,18122,"long","long","long","ADV"
"w10036134_AN",35,23,"List 48","maize",1420,"-","-",19274,1441,18122,"scary","scary","scary","ADJ"
"w10036134_AN",36,23,"List 48","hut",1423,"-","-",8225,1725,6706,"pizza","pizza","pizza","NOUN"
"w10036134_AN",36,23,"List 48","hut",1423,"-","-",8225,1725,6706,"house","house","house","NOUN"
"w10036134_AN",36,23,"List 48","hut",1423,"-","-",8225,1725,6706,"small","small","small","ADJ"
"w10036134_AN",37,23,"List 48","terrycloth",1412,"-","-",4350,1578,2138,"cloth","cloth","cloth","NOUN"
"w10036134_AN",38,23,"List 48","primrose",1430,"-","-",7016,3220,5963,"rose","rose","rise","VERB"
"w10036134_AN",38,23,"List 48","primrose",1430,"-","-",7016,3220,5963,"flower","flower","flower","NOUN"
"w10036134_AN",39,23,"List 48","neckband",1417,"-","-",8962,2775,6542,"neck","neck","neck","NOUN"
"w10036134_AN",39,23,"List 48","neckband",1417,"-","-",8962,2775,6542,"long","long","long","ADV"
"w10036134_AN",39,23,"List 48","neckband",1417,"-","-",8962,2775,6542,"colorful","colorful","colorful","ADJ"
