Username,Trial,Condition.Notes,Stimuli.Cue,Procedure.Item,Response.RT,Response.RTfirst,Response.RTlast,affordance,affordance_corrected,Lemma_1,POS,feats
W10042211_TJB,31,List 43,bathroom,1265,40911,3660,38809,install,install,install,ADV,NA
W10042211_TJB,32,List 43,path,1262,48802,5807,47306,walk,walk,walk,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,32,List 43,path,1262,48802,5807,47306,make,make,make,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,32,List 43,path,1262,48802,5807,47306,drive,drive,drive,VERB,VerbForm=Inf
W10042211_TJB,33,List 43,gauze,1270,21480,1770,20009,apply,apply,apply,VERB,VerbForm=Inf
W10042211_TJB,33,List 43,gauze,1270,21480,1770,20009,find,find,find,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,33,List 43,gauze,1270,21480,1770,20009,use,use,use,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,33,List 43,gauze,1270,21480,1770,20009,make,make,make,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,34,List 43,bin,1287,13722,2251,12618,fill,fill,fill,NOUN,Number=Sing
W10042211_TJB,34,List 43,bin,1287,13722,2251,12618,empty,empty,empty,ADJ,Degree=Pos
W10042211_TJB,34,List 43,bin,1287,13722,2251,12618,throw,throw,throw,INTJ,NA
W10042211_TJB,35,List 43,environment,1278,108757,2962,107046,look,look,look,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,35,List 43,environment,1278,108757,2962,107046,save,save,save,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,35,List 43,environment,1278,108757,2962,107046,preserve,preserve,preserve,VERB,VerbForm=Inf
W10042211_TJB,35,List 43,environment,1278,108757,2962,107046,destroy,destroy,destroy,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,36,List 43,penny,1276,19194,1459,16627,spend,spend,spend,NOUN,Number=Sing
W10042211_TJB,36,List 43,penny,1276,19194,1459,16627,flip,flip,flip,VERB,VerbForm=Inf
W10042211_TJB,36,List 43,penny,1276,19194,1459,16627,drop,drop,drop,VERB,VerbForm=Inf
W10042211_TJB,37,List 43,daughter,1289,27179,4551,26169,love,love,love,NOUN,Number=Sing
W10042211_TJB,37,List 43,daughter,1289,27179,4551,26169,praise,praise,praise,NOUN,Number=Sing
W10042211_TJB,37,List 43,daughter,1289,27179,4551,26169,spoil,spoil,spoil,NOUN,Number=Sing
W10042211_TJB,38,List 43,suspenders,1275,24897,2342,9187,wear,wear,wear,VERB,VerbForm=Inf
W10042211_TJB,38,List 43,suspenders,1275,24897,2342,9187,hang,hang,hang,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,39,List 43,doorbell,1264,8103,1394,6963,ring,ring,ring,NOUN,Number=Sing
W10042211_TJB,39,List 43,doorbell,1264,8103,1394,6963,press,press,press,NOUN,Number=Sing
W10042211_TJB,39,List 43,doorbell,1264,8103,1394,6963,install,install,install,ADV,NA
W10042211_TJB,40,List 43,marijuana,1285,10259,1266,9074,smoke,smoke,smoke,NOUN,Number=Sing
W10042211_TJB,40,List 43,marijuana,1285,10259,1266,9074,sell,sell,sell,VERB,Mood=Imp|VerbForm=Fin
W10042211_TJB,40,List 43,marijuana,1285,10259,1266,9074,buy,buy,buy,VERB,Mood=Imp|VerbForm=Fin
w10042659MF,11,List 90,pipe,2682,4430,1507,2016,smoke,smoke,smoke,NOUN,Number=Sing
w10042659MF,12,List 90,meadow,2699,6332,2132,5514,wheat,wheat,wheat,X,NA
w10042659MF,13,List 90,stepparent,2678,11460,2829,10960,cinderella,cinderella,cinderella,NOUN,Number=Sing
w10042659MF,14,List 90,serviceman,2695,3211,1426,2616,mailman,mailman,mailman,NOUN,Number=Sing
w10042659MF,15,List 90,rye,2688,4248,2578,3356,barley,barley,barley,INTJ,NA
w10042659MF,16,List 90,Saloon,2690,4617,2169,4071,cowboy,cowboy,cowboy,NOUN,Number=Sing
w10042659MF,17,List 90,tubing,2674,3463,2140,2800,river,river,river,NOUN,Number=Sing
w10042659MF,18,List 90,workbench,2675,23536,8258,22724,sawing,sawing,saw,VERB,VerbForm=Ger
w10042659MF,18,List 90,workbench,2675,23536,8258,22724,building,building,build,NOUN,Number=Sing
w10042659MF,18,List 90,workbench,2675,23536,8258,22724,creating,creating,create,VERB,VerbForm=Ger
w10042659MF,19,List 90,clamp,2689,7495,4874,6996,hold,hold,hold,INTJ,NA
w10042659MF,19,List 90,clamp,2689,7495,4874,6996,papers,papers,paper,NOUN,Number=Plur
w10042659MF,20,List 90,putty,2673,5573,1868,4102,push,push,push,INTJ,NA
w10042659MF,20,List 90,putty,2673,5573,1868,4102,together,together,together,ADV,NA
w10042659MF,21,List 90,livestock,2672,7205,4087,6676,round,round,round,ADV,NA
w10042659MF,22,List 90,notepaper,2693,10504,2444,9652,write,write,write,X,NA
w10042659MF,22,List 90,notepaper,2693,10504,2444,9652,paper,paper,paper,NOUN,Number=Sing
w10042659MF,22,List 90,notepaper,2693,10504,2444,9652,airplane,airplane,airplane,NOUN,Number=Sing
w10042659MF,23,List 90,organism,2686,12105,4920,11023,study,study,study,NOUN,Number=Sing
w10042659MF,23,List 90,organism,2686,12105,4920,11023,observe,observe,observe,ADJ,Degree=Pos
w10042659MF,24,List 90,goggle,2697,5205,3037,4655,see,see,see,VERB,Mood=Imp|VerbForm=Fin
w10042659MF,25,List 90,plumber,2700,4242,3039,3567,hire,hire,hire,VERB,Mood=Imp|VerbForm=Fin
w10042659MF,26,List 90,timber,2681,2648,1809,2133,saw,saw,see,VERB,Mood=Ind|Tense=Past|VerbForm=Fin
w10042659MF,27,List 90,antiseptics,2691,46907,44898,46430,sure,sure,sure,ADJ,Degree=Pos
w10042659MF,28,List 90,cavalryman,2683,10163,2645,9690,hire,hire,hire,VERB,Mood=Imp|VerbForm=Fin
w10042659MF,28,List 90,cavalryman,2683,10163,2645,9690,train,train,train,NOUN,Number=Sing
w10042659MF,29,List 90,gatekeeper,2684,2561,1576,2121,hire,hire,hire,VERB,Mood=Imp|VerbForm=Fin
w10042659MF,30,List 90,cash,2692,5395,1262,4971,spend,spend,spend,NOUN,Number=Sing
w10042659MF,30,List 90,cash,2692,5395,1262,4971,save,save,save,VERB,Mood=Imp|VerbForm=Fin
w10042659MF,30,List 90,cash,2692,5395,1262,4971,count,count,count,NOUN,Number=Sing
w10042659MF,31,List 90,curry,2698,2370,1382,1687,eat,eat,eat,VERB,VerbForm=Inf
w10042659MF,32,List 90,cup,2694,5478,1525,5013,use,use,use,VERB,Mood=Imp|VerbForm=Fin
w10042659MF,32,List 90,cup,2694,5478,1525,5013,drink,drink,drink,NOUN,Number=Sing
w10042659MF,33,List 90,blackheads,2679,2174,1271,1484,pop,pop,pop,NOUN,Number=Sing
w10042659MF,34,List 90,reptile,2680,6849,2410,6395,pet,pet,pet,NOUN,Number=Sing
w10042659MF,34,List 90,reptile,2680,6849,2410,6395,observe,observe,observe,ADJ,Degree=Pos
w10042659MF,35,List 90,buttonhole,2696,4590,2304,4230,sew,sew,sew,NOUN,Number=Sing
w10042659MF,36,List 90,fig,2685,2438,1584,1946,eat,eat,eat,VERB,VerbForm=Inf
w10042659MF,37,List 90,poodle,2687,3034,2095,2357,pet,pet,pet,NOUN,Number=Sing
w10042659MF,39,List 90,limes,2676,4026,2849,3560,eat,eat,eat,VERB,VerbForm=Inf
w10042659MF,40,List 90,glasses,2677,4132,1513,3317,see,see,see,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,11,List 60,wingman,1774,27426,3754,25135,talk,talk,talk,VERB,VerbForm=Inf
w10044769_mad,11,List 60,wingman,1774,27426,3754,25135,someone,someone,someone,PRON,Number=Sing
w10044769_mad,11,List 60,wingman,1774,27426,3754,25135,get,get,get,VERB,VerbForm=Inf
w10044769_mad,11,List 60,wingman,1774,27426,3754,25135,date,date,date,NOUN,Number=Sing
w10044769_mad,11,List 60,wingman,1774,27426,3754,25135,reinforcement,reinforcement,reinforcement,NOUN,Number=Sing
w10044769_mad,11,List 60,wingman,1774,27426,3754,25135,backup,backup,backup,NOUN,Number=Sing
w10044769_mad,12,List 60,lounge,1793,43003,5524,35450,rest,rest,rest,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,12,List 60,lounge,1793,43003,5524,35450,area,area,area,NOUN,Number=Sing
w10044769_mad,12,List 60,lounge,1793,43003,5524,35450,talking,talking,talk,VERB,VerbForm=Ger
w10044769_mad,12,List 60,lounge,1793,43003,5524,35450,space,space,space,NOUN,Number=Sing
w10044769_mad,12,List 60,lounge,1793,43003,5524,35450,hookah,hookah,hookah,INTJ,NA
w10044769_mad,12,List 60,lounge,1793,43003,5524,35450,area,area,area,NOUN,Number=Sing
w10044769_mad,13,List 60,spreader,1800,19254,7319,18733,separate,separate,separate,ADJ,Degree=Pos
w10044769_mad,13,List 60,spreader,1800,19254,7319,18733,things,things,thing,NOUN,Number=Plur
w10044769_mad,13,List 60,spreader,1800,19254,7319,18733,spread,spread,spread,NOUN,Number=Sing
w10044769_mad,13,List 60,spreader,1800,19254,7319,18733,something,something,something,PRON,Number=Sing
w10044769_mad,14,List 60,woodwind,1776,37923,11478,36440,make,make,make,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,14,List 60,woodwind,1776,37923,11478,36440,instruments,instruments,instrument,NOUN,Number=Plur
w10044769_mad,14,List 60,woodwind,1776,37923,11478,36440,play,play,play,VERB,VerbForm=Inf
w10044769_mad,14,List 60,woodwind,1776,37923,11478,36440,music,music,music,NOUN,Number=Sing
w10044769_mad,15,List 60,pasta,1782,40529,2000,35422,crafts,crafts,craft,NOUN,Number=Plur
w10044769_mad,15,List 60,pasta,1782,40529,2000,35422,food,food,food,NOUN,Number=Sing
w10044769_mad,15,List 60,pasta,1782,40529,2000,35422,jewelry,jewelry,jewelry,NOUN,Number=Sing
w10044769_mad,16,List 60,helmet,1799,42642,3610,41621,protection,protection,protection,NOUN,Number=Sing
w10044769_mad,16,List 60,helmet,1799,42642,3610,41621,fix,fix,fix,VERB,VerbForm=Inf
w10044769_mad,16,List 60,helmet,1799,42642,3610,41621,flat,flat,flat,ADJ,Degree=Pos
w10044769_mad,16,List 60,helmet,1799,42642,3610,41621,spot,spot,spot,NOUN,Number=Sing
w10044769_mad,16,List 60,helmet,1799,42642,3610,41621,keep,keep,keep,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,16,List 60,helmet,1799,42642,3610,41621,bugs,bugs,bug,NOUN,Number=Plur
w10044769_mad,16,List 60,helmet,1799,42642,3610,41621,face,face,face,NOUN,Number=Sing
w10044769_mad,17,List 60,leaves,1789,61648,9977,60941,pile,pile,pile,NOUN,Number=Sing
w10044769_mad,17,List 60,leaves,1789,61648,9977,60941,environmentally,environmentally,environmentally,ADV,NA
w10044769_mad,17,List 60,leaves,1789,61648,9977,60941,friendly,friendly,friendly,ADJ,Degree=Pos
w10044769_mad,17,List 60,leaves,1789,61648,9977,60941,confetti,confetti,confetti,NOUN,Number=Sing
w10044769_mad,17,List 60,leaves,1789,61648,9977,60941,crafts,crafts,craft,NOUN,Number=Plur
w10044769_mad,17,List 60,leaves,1789,61648,9977,60941,make,make,make,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,17,List 60,leaves,1789,61648,9977,60941,wreath,wreath,wreath,NOUN,Number=Sing
w10044769_mad,17,List 60,leaves,1789,61648,9977,60941,table,table,table,NOUN,Number=Sing
w10044769_mad,17,List 60,leaves,1789,61648,9977,60941,decoration,decoration,decoration,NOUN,Number=Sing
w10044769_mad,18,List 60,detonator,1786,50202,3883,37089,explode,explode,explode,NOUN,Number=Sing
w10044769_mad,18,List 60,detonator,1786,50202,3883,37089,something,something,something,PRON,Number=Sing
w10044769_mad,18,List 60,detonator,1786,50202,3883,37089,release,release,release,INTJ,NA
w10044769_mad,18,List 60,detonator,1786,50202,3883,37089,energy,energy,energy,NOUN,Number=Sing
w10044769_mad,19,List 60,pacemaker,1787,18869,6514,14832,keep,keep,keep,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,19,List 60,pacemaker,1787,18869,6514,14832,normal,normal,normal,ADJ,Degree=Pos
w10044769_mad,19,List 60,pacemaker,1787,18869,6514,14832,heart,heart,heart,NOUN,Number=Sing
w10044769_mad,19,List 60,pacemaker,1787,18869,6514,14832,rhythm,rhythm,rhythm,NOUN,Number=Sing
w10044769_mad,20,List 60,wolfhound,1790,47686,31959,47254,hunting,hunting,hunt,VERB,VerbForm=Ger
w10044769_mad,20,List 60,wolfhound,1790,47686,31959,47254,pet,pet,pet,NOUN,Number=Sing
w10044769_mad,20,List 60,wolfhound,1790,47686,31959,47254,guard,guard,guard,NOUN,Number=Sing
w10044769_mad,20,List 60,wolfhound,1790,47686,31959,47254,dog,dog,dog,NOUN,Number=Sing
w10044769_mad,21,List 60,sundae,1779,12408,3564,7539,treat,treat,treat,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,21,List 60,sundae,1779,12408,3564,7539,dessert,dessert,dessert,NOUN,Number=Sing
w10044769_mad,22,List 60,bodybuilder,1791,29191,8160,28460,inspiration,inspiration,inspiration,NOUN,Number=Sing
w10044769_mad,22,List 60,bodybuilder,1791,29191,8160,28460,trainer,trainer,trainer,NOUN,Number=Sing
w10044769_mad,22,List 60,bodybuilder,1791,29191,8160,28460,goal,goal,goal,NOUN,Number=Sing
w10044769_mad,23,List 60,lance,1795,4513,3516,3516,s,s,s,PART,NA
w10044769_mad,24,List 60,visor,1783,24142,5221,23815,sun,sun,sun,NOUN,Number=Sing
w10044769_mad,24,List 60,visor,1783,24142,5221,23815,shade,shade,shade,NOUN,Number=Sing
w10044769_mad,24,List 60,visor,1783,24142,5221,23815,eye,eye,eye,NOUN,Number=Sing
w10044769_mad,24,List 60,visor,1783,24142,5221,23815,protection,protection,protection,NOUN,Number=Sing
w10044769_mad,24,List 60,visor,1783,24142,5221,23815,keep,keep,keep,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,24,List 60,visor,1783,24142,5221,23815,hair,hair,hair,NOUN,Number=Sing
w10044769_mad,24,List 60,visor,1783,24142,5221,23815,face,face,face,NOUN,Number=Sing
w10044769_mad,25,List 60,flooring,1796,49373,11188,48867,aesthetic,aesthetic,aesthetic,ADJ,Degree=Pos
w10044769_mad,25,List 60,flooring,1796,49373,11188,48867,alter,alter,alter,NOUN,Number=Sing
w10044769_mad,25,List 60,flooring,1796,49373,11188,48867,perception,perception,perception,NOUN,Number=Sing
w10044769_mad,25,List 60,flooring,1796,49373,11188,48867,room,room,room,NOUN,Number=Sing
w10044769_mad,25,List 60,flooring,1796,49373,11188,48867,size,size,size,NOUN,Number=Sing
w10044769_mad,25,List 60,flooring,1796,49373,11188,48867,alternative,alternative,alternative,ADJ,Degree=Pos
w10044769_mad,25,List 60,flooring,1796,49373,11188,48867,dirt,dirt,dirt,NOUN,Number=Sing
w10044769_mad,25,List 60,flooring,1796,49373,11188,48867,floor,floor,floor,NOUN,Number=Sing
w10044769_mad,26,List 60,omelette,1772,28507,9163,24271,breakfast,breakfast,breakfast,NOUN,Number=Sing
w10044769_mad,26,List 60,omelette,1772,28507,9163,24271,energy,energy,energy,NOUN,Number=Sing
w10044769_mad,26,List 60,omelette,1772,28507,9163,24271,protein,protein,protein,NOUN,Number=Sing
w10044769_mad,26,List 60,omelette,1772,28507,9163,24271,source,source,source,NOUN,Number=Sing
w10044769_mad,27,List 60,femur,1780,69137,17266,68227,stability,stability,stability,NOUN,Number=Sing
w10044769_mad,27,List 60,femur,1780,69137,17266,68227,support,support,support,NOUN,Number=Sing
w10044769_mad,28,List 60,mantle,1781,66706,3675,9172,shelf,shelf,shelf,NOUN,Number=Sing
w10044769_mad,28,List 60,mantle,1781,66706,3675,9172,decoration,decoration,decoration,NOUN,Number=Sing
w10044769_mad,29,List 60,ear,1792,31094,2991,29925,hear,hear,hear,VERB,VerbForm=Inf
w10044769_mad,29,List 60,ear,1792,31094,2991,29925,earring,earring,earring,VERB,VerbForm=Ger
w10044769_mad,29,List 60,ear,1792,31094,2991,29925,holder,holder,holder,NOUN,Number=Sing
w10044769_mad,29,List 60,ear,1792,31094,2991,29925,mark,mark,mark,NOUN,Number=Sing
w10044769_mad,29,List 60,ear,1792,31094,2991,29925,place,place,place,NOUN,Number=Sing
w10044769_mad,29,List 60,ear,1792,31094,2991,29925,book,book,book,NOUN,Number=Sing
w10044769_mad,30,List 60,juice,1785,28280,3084,22632,drink,drink,drink,NOUN,Number=Sing
w10044769_mad,30,List 60,juice,1785,28280,3084,22632,squeeze,squeeze,squeeze,NOUN,Number=Sing
w10044769_mad,30,List 60,juice,1785,28280,3084,22632,liquid,liquid,liquid,AUX,Mood=Ind|Tense=Past|VerbForm=Fin
w10044769_mad,30,List 60,juice,1785,28280,3084,22632,steroids,steroids,steroid,NOUN,Number=Plur
w10044769_mad,31,List 60,conditioner,1775,49979,2831,9224,soften,soften,soften,ADV,NA
w10044769_mad,31,List 60,conditioner,1775,49979,2831,9224,hair,hair,hair,NOUN,Number=Sing
w10044769_mad,31,List 60,conditioner,1775,49979,2831,9224,shaving,shaving,shave,VERB,VerbForm=Ger
w10044769_mad,31,List 60,conditioner,1775,49979,2831,9224,gel,gel,gel,NOUN,Number=Sing
w10044769_mad,32,List 60,scraper,1788,74649,2719,30487,remove,remove,remove,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,32,List 60,scraper,1788,74649,2719,30487,ice,ice,ice,NOUN,Number=Sing
w10044769_mad,32,List 60,scraper,1788,74649,2719,30487,clean,clean,clean,ADJ,Degree=Pos
w10044769_mad,32,List 60,scraper,1788,74649,2719,30487,tongue,tongue,tongue,NOUN,Number=Sing
w10044769_mad,33,List 60,bookmarker,1794,58907,5102,58722,hold,hold,hold,INTJ,NA
w10044769_mad,33,List 60,bookmarker,1794,58907,5102,58722,place,place,place,NOUN,Number=Sing
w10044769_mad,33,List 60,bookmarker,1794,58907,5102,58722,pomodoro,commodore,commodore,ADJ,Degree=Pos
w10044769_mad,33,List 60,bookmarker,1794,58907,5102,58722,technique,technique,technique,NOUN,Number=Sing
w10044769_mad,33,List 60,bookmarker,1794,58907,5102,58722,relay,relay,relay,NOUN,Number=Sing
w10044769_mad,33,List 60,bookmarker,1794,58907,5102,58722,information,information,information,NOUN,Number=Sing
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,fill,fill,fill,NOUN,Number=Sing
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,prescriptions,prescriptions,prescription,NOUN,Number=Plur
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,get,get,get,VERB,VerbForm=Inf
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,flu,flu,flu,X,NA
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,shot,shot,shoot,NOUN,Number=Sing
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,check,check,check,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,blood,blood,blood,NOUN,Number=Sing
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,pressure,pressure,pressure,NOUN,Number=Sing
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,buy,buy,buy,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,first,first,first,ADV,NA
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,aid,aid,aid,NOUN,Number=Sing
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,supplies,supplies,supply,NOUN,Number=Plur
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,buy,buy,buy,VERB,Mood=Imp|VerbForm=Fin
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,allergy,allergy,allergy,NOUN,Number=Sing
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,medicine,medicine,medicine,NOUN,Number=Sing
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,otc,otc,otc,X,NA
w10044769_mad,34,List 60,pharmacy,1777,47708,3795,47512,medicine,medicine,medicine,NOUN,Number=Sing
w10044769_mad,35,List 60,scrotum,1797,36845,19576,22829,hold,hold,hold,INTJ,NA
w10044769_mad,35,List 60,scrotum,1797,36845,19576,22829,testicles,testicles,testicle,NOUN,Number=Plur
w10044769_mad,36,List 60,souffle,1798,72921,5831,69143,measure,measure,measure,NOUN,Number=Sing
w10044769_mad,36,List 60,souffle,1798,72921,5831,69143,cooking,cooking,cook,NOUN,Number=Sing
w10044769_mad,36,List 60,souffle,1798,72921,5831,69143,skill,skill,skill,NOUN,Number=Sing
w10044769_mad,36,List 60,souffle,1798,72921,5831,69143,food,food,food,NOUN,Number=Sing
w10044769_mad,37,List 60,cork,1773,51592,1879,33123,stopper,stopper,stopper,NOUN,Number=Sing
w10044769_mad,37,List 60,cork,1773,51592,1879,33123,silence,silence,silence,NOUN,Number=Sing
w10044769_mad,37,List 60,cork,1773,51592,1879,33123,something,something,something,PRON,Number=Sing
w10044769_mad,38,List 60,beard,1778,23400,9305,22858,cover,cover,cover,NOUN,Number=Sing
w10044769_mad,38,List 60,beard,1778,23400,9305,22858,face,face,face,NOUN,Number=Sing
w10044769_mad,38,List 60,beard,1778,23400,9305,22858,hide,hide,hide,NOUN,Number=Sing
w10044769_mad,38,List 60,beard,1778,23400,9305,22858,sexual,sexual,sexual,ADJ,Degree=Pos
w10044769_mad,38,List 60,beard,1778,23400,9305,22858,preference,preference,preference,NOUN,Number=Sing
w10044769_mad,39,List 60,sharpener,1801,16431,3637,11616,sharpen,sharpen,sharpen,NOUN,Number=Sing
w10044769_mad,39,List 60,sharpener,1801,16431,3637,11616,something,something,something,PRON,Number=Sing
w10044769_mad,40,List 60,douche,1784,61316,4092,6907,rinse,rinse,rinse,NOUN,Number=Sing
w10044769_mad,40,List 60,douche,1784,61316,4092,6907,something,something,something,PRON,Number=Sing
w10045136blm,11,List 81,thesaurus,2420,16009,1299,15078,look,look,look,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,11,List 81,thesaurus,2420,16009,1299,15078,words,words,word,NOUN,Number=Plur
w10045136blm,11,List 81,thesaurus,2420,16009,1299,15078,find,find,find,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,11,List 81,thesaurus,2420,16009,1299,15078,synonyms,synonyms,synonym,NOUN,Number=Plur
w10045136blm,11,List 81,thesaurus,2420,16009,1299,15078,research,research,research,NOUN,Number=Sing
w10045136blm,12,List 81,desk,2429,18284,1073,16961,write,write,write,X,NA
w10045136blm,12,List 81,desk,2429,18284,1073,16961,put,put,put,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,12,List 81,desk,2429,18284,1073,16961,laptop,laptop,laptop,NOUN,Number=Sing
w10045136blm,12,List 81,desk,2429,18284,1073,16961,put,put,put,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,12,List 81,desk,2429,18284,1073,16961,coffee,coffee,coffee,NOUN,Number=Sing
w10045136blm,12,List 81,desk,2429,18284,1073,16961,work,work,work,NOUN,Number=Sing
w10045136blm,13,List 81,snow,2424,30663,1202,27954,eat,eat,eat,VERB,VerbForm=Inf
w10045136blm,13,List 81,snow,2424,30663,1202,27954,play,play,play,VERB,VerbForm=Inf
w10045136blm,13,List 81,snow,2424,30663,1202,27954,make,make,make,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,13,List 81,snow,2424,30663,1202,27954,snow,snow,snow,NOUN,Number=Sing
w10045136blm,13,List 81,snow,2424,30663,1202,27954,angels,angels,angel,NOUN,Number=Plur
w10045136blm,13,List 81,snow,2424,30663,1202,27954,make,make,make,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,13,List 81,snow,2424,30663,1202,27954,snow,snow,snow,NOUN,Number=Sing
w10045136blm,13,List 81,snow,2424,30663,1202,27954,cream,cream,cream,NOUN,Number=Sing
w10045136blm,13,List 81,snow,2424,30663,1202,27954,make,make,make,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,13,List 81,snow,2424,30663,1202,27954,snowballs,snowballs,snowball,NOUN,Number=Plur
w10045136blm,14,List 81,mouse,2427,19068,2779,18015,click,click,click,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,14,List 81,mouse,2427,19068,2779,18015,use,use,use,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,14,List 81,mouse,2427,19068,2779,18015,web,web,web,NOUN,Number=Sing
w10045136blm,14,List 81,mouse,2427,19068,2779,18015,scroll,scroll,scroll,NOUN,Number=Sing
w10045136blm,15,List 81,mouth,2425,14668,1176,13093,eat,eat,eat,VERB,VerbForm=Inf
w10045136blm,15,List 81,mouth,2425,14668,1176,13093,kiss,kiss,kiss,NOUN,Number=Sing
w10045136blm,15,List 81,mouth,2425,14668,1176,13093,laugh,laugh,laugh,VERB,Mood=Ind|Tense=Pres|VerbForm=Fin
w10045136blm,15,List 81,mouth,2425,14668,1176,13093,smile,smile,smile,VERB,VerbForm=Inf
w10045136blm,15,List 81,mouth,2425,14668,1176,13093,frown,frown,frown,ADJ,Degree=Pos
w10045136blm,15,List 81,mouth,2425,14668,1176,13093,express,express,express,NOUN,Number=Sing
w10045136blm,16,List 81,syringes,2409,20275,1537,19057,get,get,get,VERB,VerbForm=Inf
w10045136blm,16,List 81,syringes,2409,20275,1537,19057,vaccines,vaccines,vaccine,NOUN,Number=Plur
w10045136blm,16,List 81,syringes,2409,20275,1537,19057,get,get,get,VERB,VerbForm=Inf
w10045136blm,16,List 81,syringes,2409,20275,1537,19057,shots,shots,shot,NOUN,Number=Plur
w10045136blm,16,List 81,syringes,2409,20275,1537,19057,get,get,get,VERB,VerbForm=Inf
w10045136blm,16,List 81,syringes,2409,20275,1537,19057,steroids,steroids,steroid,NOUN,Number=Plur
w10045136blm,17,List 81,adult,2405,30026,3875,19608,talk,talk,talk,VERB,VerbForm=Inf
w10045136blm,17,List 81,adult,2405,30026,3875,19608,go,go,go,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,18,List 81,blanket,2421,18399,1550,17433,stay,stay,stay,VERB,Mood=Imp|VerbForm=Fin
w10045136blm,18,List 81,blanket,2421,18399,1550,17433,warm,warm,warm,ADJ,Degree=Pos
w10045136blm,18,List 81,blanket,2421,18399,1550,17433,feel,feel,feel,VERB,VerbForm=Inf
w10045136blm,18,List 81,blanket,2421,18399,1550,17433,comfy,comfy,comfy,ADJ,Degree=Pos
w10045136blm,18,List 81,blanket,2421,18399,1550,17433,bundle,bundle,bundle,NOUN,Number=Sing
w10045136blm,19,List 81,pants,2403,8607,1263,7050,wear,wear,wear,VERB,VerbForm=Inf
w10045136blm,19,List 81,pants,2403,8607,1263,7050,style,style,style,NOUN,Number=Sing
w10045136blm,19,List 81,pants,2403,8607,1263,7050,iron,iron,iron,ADJ,Degree=Pos
w10045136blm,19,List 81,pants,2403,8607,1263,7050,wash,wash,wash,INTJ,NA
w10045136blm,20,List 81,boots,2410,14197,1487,13198,wear,wear,wear,VERB,VerbForm=Inf
w10045136blm,20,List 81,boots,2410,14197,1487,13198,clean,clean,clean,ADJ,Degree=Pos
w10045136blm,20,List 81,boots,2410,14197,1487,13198,stomp,stomp,stomp,NOUN,Number=Sing
w10045136blm,20,List 81,boots,2410,14197,1487,13198,work,work,work,NOUN,Number=Sing
w10045136blm,21,List 81,hallway,2402,13886,1363,12994,get,get,get,VERB,VerbForm=Inf
w10045136blm,21,List 81,hallway,2402,13886,1363,12994,another,another,another,DET,NA
w10045136blm,21,List 81,hallway,2402,13886,1363,12994,door,door,door,NOUN,Number=Sing
w10045136blm,21,List 81,hallway,2402,13886,1363,12994,decorate,decorate,decorate,VERB,VerbForm=Inf
